Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,final_result,standardized_llm
1901,LANCASHIRE,Male,carter at bottled ale stores,141,98550,1,98620,CARMEN CARRIERS CARTERS AND DRAYMEN,Animal-Drawn Vehicle Driver (Road),,carter at bottled ale stores,transport_communication,0.9,False,acceptable_quality,[],False,carter at bottled ale stores,
1901,LANCASHIRE,Male,builders bookkeeper,119,39310,3,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,builders bookkeeper,building_construction,0.9,False,acceptable_quality,[],False,builders bookkeeper,
1901,LANCASHIRE,Female,dormitory attendant,12,31090,4,20210,POOR LAW SERVICE,Government Administrator,moderate,dormitory attendant,other,0.9,False,acceptable_quality,[],False,dormitory attendant,
1901,LANCASHIRE,Male,heeler slipper maker,664,80100,3,80190,SLIPPER MAKERS,Other Shoemakers and Shoe Repairers,,heeler slipper maker,other,0.9,False,acceptable_quality,[],False,heeler slipper maker,
1901,LANCASHIRE,Male,stockbrokers salesman,113,43090,1,45125,SALESMEN AND BUYERS (NOT OTHERWISE DESCRIBED),"Salesperson, Wholesale or Retail Trade",,stockbrokers salesman,professional_clerical,0.9,False,acceptable_quality,[],False,stockbrokers salesman,
1901,LANCASHIRE,Male,maker up  packer cotton,552,75990,1,75990,COTTON & COTTON GOODS MANUFACTURE OTHER PROCESSES,"Other Spinners, Weavers, Knitters, Dyers and Related Workers",,maker up packer cotton,other,0.8882040123900088,False,acceptable_quality,[],False,maker up packer cotton,
1901,LANCASHIRE,Female,matting bag machinist,771,83400,1,83410,MACHINISTS MACHINE WORKERS UNDEFINED,"MachineTool Operator, General",moderate,matting bag machinist,metalwork_engineering,0.9,False,acceptable_quality,[],False,matting bag machinist,
1901,LANCASHIRE,Male,printers machine apprentice,533,92110,1,92230,PRINTING MACHINE MINDERS,Rotary Pressman,,apprentice printers machine,crafts_trades,0.8609395425188373,False,acceptable_quality,[],False,apprentice printers machine,
1901,LANCASHIRE,Male,tool makers apprentice,290,83210,1,83220,TOOLMAKERS,Tool and Die Maker,,apprentice boot maker,clothing_footwear,0.6218813908354093,False,acceptable_quality,[],False,apprentice boot maker,
1901,LANCASHIRE,Male,wharehouse porter,171,37040,5,58940,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Watchman,,wharehouse porter,transport_communication,0.54,True,unchanged_with_some_invalid_words,['wharehouse'],False,warehouse porter,wharehouse porter
1901,LANCASHIRE,Male,butcher and shop man,681,77340,1,77320,SLAUGHTERER,Slaughterer,,butcher and shop man,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,butcher and shop man,
1901,LANCASHIRE,Male,pit waggon lower,433,71300,1,71300,"WELL, MINE--SINKER, BORER","WellDrillers, Borers and Related Workers",moderate,pit waggon lower,other,0.9,False,acceptable_quality,[],False,pit waggon lower,
1901,LANCASHIRE,Female,metallic trunk painter,421,93120,2,93120,"PAINTERS, DISTEMPERERS & DECORATORS",Building Painter,,metallic trunk painter,building_construction,0.9,False,acceptable_quality,[],False,metallic trunk painter,
1901,LANCASHIRE,Male,creeler cotton factory,548,75100,1,75130,COTTON & COTTON GOODS MANUFACTURE CARD BLOWING ROOM PROCESSES,Fibre Picker,,creeler cotton factory,professional_clerical,0.9,False,acceptable_quality,[],False,creeler cotton factory,
1901,LANCASHIRE,Male,apprentice forge lad,769,99150,1,99999,APPRENTICES,Unspecified worktitle or several titles,,apprentice forge lad,other,0.9,False,acceptable_quality,[],False,apprentice forge lad,
1901,LANCASHIRE,Female,ships stewardess,159,52030,5,54060,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Steward,,ships stewardess,other,0.9,False,acceptable_quality,[],False,ships stewardess,
1901,LANCASHIRE,Male,painters app house,421,93120,1,93120,"PAINTERS, DISTEMPERERS & DECORATORS",Building Painter,,apprentice painters house,building_construction,0.7948658718223629,False,acceptable_quality,[],False,apprentice painters house,
1901,LANCASHIRE,Male,cellerman,716,59990,10,77890,CELLARMEN,"Other Brewers, Wine and Beverage Makers",simple,cellerman,other,0.27,True,unchanged_with_many_invalid_words,['cellerman'],False,cellerman,cellerman
1901,LANCASHIRE,Female,brass maker machinist,325,83890,1,83990,BRASS BRONZE IMPLEMENT MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",moderate,brass maker machinist,metalwork_engineering,0.9,False,acceptable_quality,[],False,brass maker machinist,
1901,LANCASHIRE,Male,clogger retired,665,80100,1,80200,"PATTEN, CLOG MAKERS","Shoe Worker, Specialisation Unknown",,retired clogger,unemployed_seeking,0.8453083951115288,False,acceptable_quality,[],False,retired clogger,
1901,LANCASHIRE,Male,calico bleachworks maker up,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,calico bleachworks maker up,other,0.9,False,acceptable_quality,[],False,calico bleachworks maker up,
1901,LANCASHIRE,Female,woolen piecer,559,75200,22,75220,WOOL SPINNERS WOOL PIECERS,"Spinner, Thread and Yarn",moderate,woolen piecer,other,0.9,False,acceptable_quality,[],False,woolen piecer,
1901,LANCASHIRE,Female,occupied at home,788,99999,2,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,occupied at home,other,0.9,False,acceptable_quality,[],False,occupied at home,
1901,LANCASHIRE,Female,goods receiver warehouse,643,41010,1,97145,MANCHESTER GOODS WAREHOUSEMEN,Warehouse Porter,moderate,goods receiver warehouse,other,0.9,False,acceptable_quality,[],False,goods receiver warehouse,
1901,LANCASHIRE,Female,stitcher warehouse,643,41010,3,97145,MANCHESTER GOODS WAREHOUSEMEN,Warehouse Porter,,stitcher warehouse,other,0.9,False,acceptable_quality,[],False,stitcher warehouse,
1901,LANCASHIRE,Female,box maker matches,526,81730,1,91025,CARDBOARD BOX MAKER,Paper Box Maker (Hand or Machine),,box maker matches,manufacturing_other,0.9,False,acceptable_quality,[],False,box maker matches,
1901,LANCASHIRE,Female,teacher of history literature,76,17120,1,17145,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Singer,complex,teacher of history literature,professional_clerical,0.9,False,acceptable_quality,[],False,teacher of history literature,
1901,LANCASHIRE,Male,quarryman wind stone,224,71130,1,71110,STONE QUARRIERS,"Quarryman, General",,quarryman wind stone,other,0.9,False,acceptable_quality,[],False,quarryman wind stone,
1901,LANCASHIRE,Female,helper calico weaver,551,75400,2,75432,COTTON & COTTON GOODS MANUFACTURE WEAVING PROCESSES,Cloth Weaver (Hand or Machine),,helper calico weaver,textile_manufacture,0.9,False,acceptable_quality,[],False,helper calico weaver,
1901,LANCASHIRE,Male,living on own means retired painter house,778,99999,1,99999,PRIVATE MEANS,Unspecified worktitle or several titles,complex,retired living on own means painter house,unemployed_seeking,0.8829950043615477,False,acceptable_quality,[],False,retired living on own means painter house,
1901,LANCASHIRE,Male,shipping office app,2,37020,1,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,,apprentice shipping office,other,0.7873741338344127,False,acceptable_quality,[],False,apprentice shipping office,
1901,LANCASHIRE,Male,fender moulder,309,83890,1,83990,STOVE GRATE RANGE FIRE-IRON MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,fender moulder,other,0.9,False,acceptable_quality,[],False,fender moulder,
1901,LANCASHIRE,Male,journeyman pie  sausage maker confectioner  tobacconist,707,41010,1,41030,TOBACCONISTS,Working Proprietor (Retail Trade),,journeyman pie sausage maker confectioner tobacconist,food_drink,0.8901976581936052,False,acceptable_quality,[],False,journeyman pie sausage maker confectioner tobacconist,
1901,LANCASHIRE,Male,driller dock yard,345,87530,2,87462,SHIP BOAT PLATERS RIVETTERS,Riveter (Hand or Machine),,driller dock yard,other,0.9,False,acceptable_quality,[],False,driller dock yard,
1901,LANCASHIRE,Male,ironfounders coremaker,259,72400,1,72500,"IRONFOUNDER -- MOULDERS, CORE MAKERS, FETTER, CUPOLA, OVERN-MAN, FOUNDRY LABOURER, OTHER & UNDEFINED","Metal Moulder or Coremaker, Specialisation Unknown",,ironfounders coremaker,other,0.54,True,unchanged_with_some_invalid_words,['ironfounders'],False,ironfounders coremaker,ironfounders coremaker
1901,LANCASHIRE,Male,apprentice printers machinist,363,84400,1,84320,MOTOR CAR CHASSIS MAKER: MOTOR CAR MECHANIC,Automobile Mechanic,,apprentice printers machinist,metalwork_engineering,0.9,False,acceptable_quality,[],False,apprentice printers machinist,
1901,LANCASHIRE,Male,machine minder nail shop,533,92110,1,92230,PRINTING MACHINE MINDERS,Rotary Pressman,,machine minder nail shop,other,0.9,False,acceptable_quality,[],False,machine minder nail shop,
1901,LANCASHIRE,Male,life insurance super,124,44120,1,44120,INSURANCE AGENTS,Insurance Salesman,,life insurance super,other,0.9,False,acceptable_quality,[],False,life insurance super,
1901,LANCASHIRE,Male,letter press printers appce,537,92900,1,92990,OTHERS IN PRINTING,Other Printers and Related Workers,,letter press printers appce,crafts_trades,0.54,True,unchanged_with_some_invalid_words,['appce'],False,letter press printers appce,letter press printers appce
1901,LANCASHIRE,Male,professor music drawing artist,53,13100,1,13100,UNIVERSITY TEACHERS,"University and Higher Education Teacher, Subject Unknown",,professor music drawing artist,other,0.9,False,acceptable_quality,[],False,professor music drawing artist,
1901,LANCASHIRE,Male,life assurance agents,124,44120,2,44120,INSURANCE AGENTS,Insurance Salesman,,life assurance agents,professional_clerical,0.9,False,acceptable_quality,[],False,life assurance agents,
1901,LANCASHIRE,Male,insurance agent  hardware shop,124,44120,1,44120,INSURANCE AGENTS,Insurance Salesman,,insurance agent hardware shop,professional_clerical,0.8910390395989597,False,acceptable_quality,[],False,insurance agent hardware shop,
1901,LANCASHIRE,Female,general servant not worker,108,54010,1,54010,SERVANTS - UNDEFINED (NON-RESIDENT),"Domestic Servant, General",,worker general servant not,domestic_service,0.8757940248167706,False,acceptable_quality,[],False,worker general servant not,
1901,LANCASHIRE,Female,florist yard,183,61250,1,62730,"NURSERYMAN, SEEDSMAN, FLORIST",Nursery Worker,moderate,florist yard,other,0.9,False,acceptable_quality,[],False,florist yard,
1901,LANCASHIRE,Male,butchers shop lad,171,37040,1,58940,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Watchman,,butcher shop lad,food_drink,0.7959792605547694,False,acceptable_quality,[],False,butcher shop lad,
1901,LONDON,Male,professor of music violin,53,13100,1,13100,UNIVERSITY TEACHERS,"University and Higher Education Teacher, Subject Unknown",,professor of music violin,other,0.9,False,acceptable_quality,[],False,professor of music violin,
1901,LONDON,Female,civil servant clerk g p o saving bank,1,38010,1,38000,"POST OFFICE - TELEGRAPHISTS, TELEPHONE OPERATORS","Telephone or Telegraph Operator, Specialisation Unknown",,civil servant clerk g p o saving bank,domestic_service,0.54,True,unchanged_with_some_invalid_words,"['g', 'p', 'o']",False,civil servant clerk gpo savings bank,civil servant clerk g p o saving bank
1901,LONDON,Male,tobacconist assist to father,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,tobacconist assist to father,family_dependent,0.9,False,acceptable_quality,[],False,tobacconist assist to father,
1901,LONDON,Female,general servant daily domestic,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,general servant daily domestic,domestic_service,0.9,False,acceptable_quality,[],False,general servant daily domestic,
1901,LONDON,Female,nectie maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,engine maker,metalwork_engineering,0.8133994716048422,False,acceptable_quality,[],False,engine maker,
1901,LONDON,Male,removal,146,97190,1,97190,OTHERS CONNECTED WITH CARRIAGE/CARTAGE (NOT MINE),Other Dockers and Freight Handlers,simple,removal,other,0.9,False,acceptable_quality,[],False,removal,
1901,LONDON,Male,shop assistant butcher,682,77310,7,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",,assistant shop butcher,food_drink,0.8799287014313194,False,acceptable_quality,[],False,assistant shop butcher,
1901,LONDON,Male,retired assurance clerk,123,39310,1,39350,INSURANCE OFFICIALS CLERKS,Insurance Clerk,,retired assurance clerk,unemployed_seeking,0.9,False,acceptable_quality,[],False,retired assurance clerk,
1901,LONDON,Unknown,carriage repairer,365,81300,1,81920,"COACH, CARRIAGE--MAKER",CoachBody Builder,,carriage repairer,other,0.9,False,acceptable_quality,[],False,carriage repairer,
1901,LONDON,Female,pouchmaker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,simple,coachmaker,crafts_trades,0.8081433990557283,False,acceptable_quality,[],False,coachmaker,
1901,LONDON,Male,timekeeper paper works,519,73300,1,73400,PAPER MANUFACTURE,"Paper Maker, Specialisation Unknown",,timekeeper paper works,other,0.9,False,acceptable_quality,[],False,timekeeper paper works,
1901,LONDON,Male,carmens boy,772,99999,2,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,boy carman,transport_communication,0.6785772301918552,False,acceptable_quality,[],False,boy carman,
1901,LONDON,Female,civil servant savings bk,8,20200,1,20210,SENIOR OFFIALS AND OTHERS IN EAST INDIA SERVICE,Government Administrator,,civil servant savings bk,domestic_service,0.9,False,acceptable_quality,[],False,civil servant savings bk,
1901,LONDON,Female,clerk s p c children,2,37020,1,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,,children clerk s p c,professional_clerical,0.6657070472998693,True,modification_poor_result,"['s', 'p', 'c']",False,clerks p c children,children clerk s p c
1901,LONDON,Male,ships officer,157,4250,7,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",,ships officer,other,0.9,False,acceptable_quality,[],False,ships officer,
1901,LONDON,Male,retired assistant commissioner northern india salt revenue,702,61220,1,62260,SUGAR PLANTER GROWER,Sugar-Cane Farm Worker,,assistant commissioner northern india salt revenue,unemployed_seeking,0.8362400595659166,False,acceptable_quality,[],False,assistant commissioner northern india salt revenue,
1901,LONDON,Male,civil serv assistant clerk board of trade,6,20200,1,20210,OTHER CIVIL SERVICE OFFICERS AND CLERKS,Government Administrator,complex,assistant civil domestic servant clerk board of trade,domestic_service,0.7371316589071361,False,acceptable_quality,[],False,assistant civil domestic servant clerk board of trade,
1901,LONDON,Male,clerk to ashestor company,119,39310,1,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,clerk to ashestor company,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['ashestor'],False,clerk to,clerk to ashestor company
1901,LONDON,Male,collecttor,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,collecttor,other,0.27,True,unchanged_with_many_invalid_words,['collecttor'],False,collecttor,collecttor
1901,LONDON,Male,platen machine minder printer,533,92110,2,92250,PRINTING MACHINE MINDERS,Direct Lithographic Pressman,complex,platen machine minder printer,crafts_trades,0.9,False,acceptable_quality,[],False,platen machine minder printer,
1901,LONDON,Male,engineer st olaves infirmary,443,84130,1,87310,REFRIGERATOR MAKER,"Sheet-Metal Worker, General",,engineer st olaves infirmary,other,0.54,True,unchanged_with_some_invalid_words,['olaves'],False,engineer st olaves infirmary,engineer st olaves infirmary
1901,LONDON,Male,miner railway,211,71120,3,71105,MINERS IN OTHER OR UNDEFINED MINERALS,"Miner, General",,miner railway,mining_quarrying,0.9,False,acceptable_quality,[],False,miner railway,
1901,LONDON,Female,mantle sewer,316,83890,7,83990,GAS FITTINGS MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,mantle sewer,other,0.9,False,acceptable_quality,[],False,mantle sewer,
1901,LONDON,Male,carriers cerk,146,97190,1,97190,OTHERS CONNECTED WITH CARRIAGE/CARTAGE (NOT MINE),Other Dockers and Freight Handlers,,carriers cerk,transport_communication,0.54,True,unchanged_with_some_invalid_words,['cerk'],False,carriers clerk,carriers cerk
1901,LONDON,Female,theatricals,79,16110,4,54090,"ART, MUSIC, THEATRE, CINEMA û SERVICE ETC",Other Maids and Related Housekeeping Service Workers,simple,theatricals,other,0.9,False,acceptable_quality,[],False,theatricals,
1901,LONDON,Male,ladies tailors trimmer,654,79190,1,79190,OTHERS CLOTHING MANUFACTURERS,Other Tailors and Dressmakers,,ladies tailor trimmer,clothing_footwear,0.7999086257365525,False,acceptable_quality,[],False,ladies tailor trimmer,
1901,LONDON,Female,artists colour box fitter,501,41010,2,41025,FLOORCLOTH AND OILCLOTH DEALERS,Working Proprietor (Wholesale or Retail Trade),,artists colour box fitter,other,0.9,False,acceptable_quality,[],False,artists colour box fitter,
1901,LONDON,Male,apprentice plasterer,418,95140,2,99910,PLASTERER'S LABOURER,Labourer,,apprentice plasterer,building_construction,0.9,False,acceptable_quality,[],False,apprentice plasterer,
1901,LONDON,Male,jewellers vaultman,398,41010,1,41025,GOLD AND SILVERSMITHS JEWELLERS (DEALERS),Working Proprietor (Wholesale or Retail Trade),,jewellers vaultman,other,0.9,False,acceptable_quality,[],False,jewellers vaultman,
1901,LONDON,Male,traveller for father,114,43090,1,43200,COMMERCIAL TRAVELLERS AND MANUFACTURERS' AGENTS,Commercial Travellers and Manufacturers Agents,,traveller for father,family_dependent,0.9,False,acceptable_quality,[],False,traveller for father,
1901,LONDON,Male,apprentice to jeweller,382,88020,5,88050,GOLD AND SILVERSMITHS JEWELLERS (NOT DEALERS),Goldsmith and Silversmith,,apprentice to jeweller,other,0.9,False,acceptable_quality,[],False,apprentice to jeweller,
1901,LONDON,Male,gas coy time keeper,94,64990,1,64990,"PARK, LODGE, GATE, ETC.--KEEPER (NOT GOVERNMENT)","Other Fishermen, Hunters and Related Workers",,gas coy time keeper,other,0.9,False,acceptable_quality,[],False,gas coy time keeper,
1901,LONDON,Female,silverman,721,59990,1,54090,OTHER HOTEL SERVANTS,Other Maids and Related Housekeeping Service Workers,simple,silverman,other,0.9,False,acceptable_quality,[],False,silverman,
1901,LONDON,Unknown,exhib,81,59990,9,18020,BILLIARDS CRICKET AND OTHER GAMES SERVICE,Professional Sportsman,simple,exhib,other,0.27,True,unchanged_with_many_invalid_words,['exhib'],False,exhib,exhib
1901,LONDON,Unknown,tinker,390,84290,3,87340,TINMEN (METER MAKING),Tinsmith,,tinker,metalwork_engineering,0.9,False,acceptable_quality,[],False,tinker,
1901,LONDON,Male,labourer artyl manure works,488,74920,1,74220,MANURE MANUFACTURE BONE BOILERS,Cooker (Chemical and Related Processes),,labourer artyl manure works,general_labour,0.54,True,unchanged_with_some_invalid_words,['artyl'],False,labourer artyl manure works,labourer artyl manure works
1901,LONDON,Male,retired captain r n  editor journal royal united service institution,24,58430,1,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,,retired captain r n editor journal royal united service institution,unemployed_seeking,0.8961118277434648,False,acceptable_quality,[],False,retired captain r n editor journal royal united service institution,
1901,LONDON,Male,secretary accountant,115,11010,2,11010,ACCOUNTANTS,"Accountant, General",,secretary accountant,other,0.9,False,acceptable_quality,[],False,secretary accountant,
1901,LONDON,Male,tramway servant pole boy,154,98900,1,54090,TRAMWAY SERVICE ---OTHERS,Other Maids and Related Housekeeping Service Workers,,boy tramway servant pole,domestic_service,0.8856399135344702,False,acceptable_quality,[],False,boy tramway servant pole,
1901,LONDON,Male,telegraphist govt,172,38010,1,38000,"TELEGRAPH, TELEPHONE--SERVICE (NOT GOVERNMENT)","Telephone or Telegraph Operator, Specialisation Unknown",,telegraphist govt,other,0.54,True,unchanged_with_some_invalid_words,['govt'],False,telegraphist government,telegraphist govt
1901,LONDON,Male,porter shirt factory,133,97130,1,97130,RAILWAY PORTER,Railway and Road Vehicle Loader,,porter shirt factory,transport_communication,0.9,False,acceptable_quality,[],False,porter shirt factory,
1901,LONDON,Male,grocer oil  colourman,497,41010,1,41025,OIL CAKE DEALERS,Working Proprietor (Wholesale or Retail Trade),,grocer oil colourman,food_drink,0.8870317618857749,False,acceptable_quality,[],False,grocer oil colourman,
1901,LONDON,Female,organist music teacher,76,17120,2,17145,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Singer,,organist music teacher,professional_clerical,0.9,False,acceptable_quality,[],False,organist music teacher,
1901,LONDON,Female,stenographer,57,15230,153,32110,REPORTERS AND SHORTHAND WRITERS,"Stenographer-Typist, General",simple,stenographer,other,0.9,False,acceptable_quality,[],False,stenographer,
1901,LONDON,Male,ladys underclothing maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,ladys underclothing maker,other,0.9,False,acceptable_quality,[],False,ladys underclothing maker,
1901,LONDON,Male,servant telegraphist,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant telegraphist,domestic_service,0.9,False,acceptable_quality,[],False,servant telegraphist,
1901,LONDON,Female,general maid,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,general maid,other,0.9,False,acceptable_quality,[],False,general maid,
1901,LONDON,Male,labourer general pottery,765,99130,2,99910,GENERAL LABOURERS,Labourer,,labourer general pottery,general_labour,0.9,False,acceptable_quality,[],False,labourer general pottery,
1901,LONDON,Male,examiner torpedo stores,302,74200,1,83920,ORDNANCE MANUFACTURE,Gunsmith,,examiner torpedo stores,mining_quarrying,0.9,False,acceptable_quality,[],False,examiner torpedo stores,
1901,LONDON,Female,confectionary shop keeper,692,41010,5,41025,BISCUIT CAKE DEALERS (CONFECTIONISTS),Working Proprietor (Wholesale or Retail Trade),,confectionary shop keeper,other,0.9,False,acceptable_quality,[],False,confectionary shop keeper,
1901,LONDON,Female,packer at dyers  cleaners,695,77650,1,77790,CHOCOLATE COCOA MAKERS,"Other Tea, Coffee and Cocoa Preparers",,packer at dyers cleaners,crafts_trades,0.8891818977568478,False,acceptable_quality,[],False,packer at dyers cleaners,
1901,LONDON,Male,machinist sawmills,771,83400,1,79550,MACHINISTS MACHINE WORKERS UNDEFINED,Sewing-Machine Operator,,machinist sawmills,metalwork_engineering,0.9,False,acceptable_quality,[],False,machinist sawmills,
1901,LONDON,Male,messenger city of london school,55,39900,1,39990,"OTHERS CONNECTED WITH EDUCATION - SCHOOL SERVICE GENERAL, ATTENDANTS, CLERKS, ETC",Other Clerks,,messenger city of london school,transport_communication,0.9,False,acceptable_quality,[],False,messenger city of london school,
1901,LONDON,Male,carman borough camberwell,141,98550,1,98620,CARMEN CARRIERS CARTERS AND DRAYMEN,Animal-Drawn Vehicle Driver (Road),,carman borough camberwell,transport_communication,0.54,True,unchanged_with_some_invalid_words,['camberwell'],False,carman borough camberwell,carman borough camberwell
1901,LONDON,Male,labourer at metal works,343,87390,1,87310,WHITESMITHS,"Sheet-Metal Worker, General",,labourer at metal works,general_labour,0.9,False,acceptable_quality,[],False,labourer at metal works,
1901,LONDON,Male,dectevive,767,3100,1,3110,DRAUGHTSMEN (UNDEFINED),"Draughtsman, General",simple,dectevive,other,0.27,True,unchanged_with_many_invalid_words,['dectevive'],False,dectevive,dectevive
1901,LONDON,Male,g servant domestic,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,g servant domestic,domestic_service,0.54,True,unchanged_with_some_invalid_words,['g'],False,g servant domestic,g servant domestic
1901,LONDON,Female,formerly servant,84,54020,18,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,farm servant,agricultural,0.6601174537080058,False,acceptable_quality,[],False,farm servant,
1901,LONDON,Female,literary,58,15900,11,15990,OTHERS IN WRITING,"Other Authors, Journalists and Related Writers",simple,literary,other,0.9,False,acceptable_quality,[],False,literary,
1901,LONDON,Unknown,trained sick nurse,47,7220,1,7110,HOSPITAL SICK NURSES,"Professional Nurse, General",,trained sick nurse,domestic_service,0.9,False,acceptable_quality,[],False,trained sick nurse,
1901,LONDON,Male,office boy commercial,171,37040,15,97190,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Other Dockers and Freight Handlers,,boy office commercial,other,0.8834311432652064,False,acceptable_quality,[],False,boy office commercial,
1901,LONDON,Male,sorter tracer g p o,2,37020,2,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,sorter tracer g p o,other,0.27,True,unchanged_with_many_invalid_words,"['g', 'p', 'o']",False,sorter tracer gpo,sorter tracer g p o
1901,LONDON,Male,steward commercial house,159,52030,1,53150,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Cook,,steward commercial house,other,0.9,False,acceptable_quality,[],False,steward commercial house,
1901,LONDON,Male,zinc label maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,zinc label maker,other,0.9,False,acceptable_quality,[],False,zinc label maker,
1901,LONDON,Female,military leather stitches,516,41010,1,41025,DEALERS IN LEATHER,Working Proprietor (Wholesale or Retail Trade),,military leather stitches,other,0.9,False,acceptable_quality,[],False,military leather stitches,
1901,LONDON,Female,photographt,787,99999,2,99999,SCHOLARS ETC,Unspecified worktitle or several titles,simple,photographt,other,0.27,True,unchanged_with_many_invalid_words,['photographt'],False,photographt,photographt
1901,LONDON,Male,bookseller  printer,543,21194,4,19120,"PUBLISHERS, BOOKSELLERS AND LIBRARIANS (EXCEPT PUBLIC LIBRARIANS)",Librarian,,bookseller printer,crafts_trades,0.8856008005232721,False,acceptable_quality,[],False,bookseller printer,
1901,LONDON,Male,lift man,109,54090,44,54090,OTHERS IN SERVICE,Other Maids and Related Housekeeping Service Workers,moderate,lift man,other,0.9,False,acceptable_quality,[],False,lift man,
1901,LONDON,Male,cheesmongers,679,77500,1,41025,CHEESEMONGERS BUTTERMEN,Working Proprietor (Wholesale or Retail Trade),simple,cheesmongers,other,0.27,True,unchanged_with_many_invalid_words,['cheesmongers'],False,cheesmongers,cheesmongers
1901,LONDON,Male,porters boy,145,98550,2,97130,"VAN, ETC.---GUARD, BOY",Railway and Road Vehicle Loader,,boy porter,transport_communication,0.7110154049573695,False,acceptable_quality,[],False,boy porter,
1901,LONDON,Male,magazine worker,334,72000,1,83000,IRON WORKERS (UNDEFINED),"Blacksmith, Toolmaker or Machine-Tool Operator, Specialisation Unknown",,worker magazine,other,0.853873222685259,False,acceptable_quality,[],False,worker magazine,
1901,LONDON,Male,joiner building work,409,95410,1,95420,"CARPENTER, JOINER",Construction Joiner,,joiner building work,building_construction,0.9,False,acceptable_quality,[],False,joiner building work,
1901,LONDON,Male,gas works pensioner independent,723,87130,1,74925,GAS WORKS SERVICE,Coal-Gas Maker,,pensioner gas works,unemployed_seeking,0.6575416966735225,False,acceptable_quality,[],False,pensioner gas works,
1901,LONDON,Male,servant valet,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant valet,domestic_service,0.9,False,acceptable_quality,[],False,servant valet,
1901,LONDON,Male,caretaker to engineer,64,2700,1,2710,MINING ENGINEERS,"Mining Engineer, General",moderate,caretaker to engineer,other,0.9,False,acceptable_quality,[],False,caretaker to engineer,
1901,LONDON,Female,domestice,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestice,other,0.27,True,unchanged_with_many_invalid_words,['domestice'],False,domestice,domestice
1901,LONDON,Male,dealer in chinese goods,370,41010,1,41025,GENERAL HOUSEHOLD APPLIANCE DEALERS,Working Proprietor (Wholesale or Retail Trade),,dealer in chinese goods,other,0.9,False,acceptable_quality,[],False,dealer in chinese goods,
