record_id,original_hisco,enhanced_input,original_occupation,sex,county,count
318,79590,Unknown seamstress in Islands In The British Seas,seamstress,Unknown,ISLANDS IN THE BRITISH SEAS,1
319,62711,Male domestic servant in Kent,domestic servant,Male,KENT,36
320,61110,Unknown farmer in Kent,farmer,Unknown,KENT,17
321,64100,Unknown fisherman in Kent,fisherman,Unknown,KENT,8
322,62110,Male farm servant and labourer in Kent,farm servant and labourer,Male,KENT,6
323,43090,Female saleswoman in Kent,saleswoman,Female,KENT,4
324,58430,Female private in Kent,private,Female,KENT,3
325,37040,Male wine merchant in Kent,wine merchant,Male,KENT,3
326,37020,Female master postboy in Kent,master postboy,Female,KENT,2
327,20200,Male custom house agents clerk in Kent,custom house agents clerk,Male,KENT,2
328,58430,Male corpl th hussars in Kent,corpl th hussars,Male,KENT,2
329,6300,Male assistant veterinary surgeon in Kent,assistant veterinary surgeon,Male,KENT,2
330,92110,Male printer general in Kent,printer general,Male,KENT,2
331,61240,Female market gardener co in Kent,market gardener co,Female,KENT,1
332,99200,Female employed in factory in Kent,employed in factory,Female,KENT,1
333,99999,Female living on ones own means in Kent,living on ones own means,Female,KENT,1
334,37020,Male assistant postboy and clerk in Kent,assistant postboy and clerk,Male,KENT,1
335,37020,Male retired civil servant gpo in Kent,retired civil servant gpo,Male,KENT,1
336,20200,Male magistrate living on his own means in Kent,magistrate living on his own means,Male,KENT,1
337,31090,Male labourer for ml board in Kent,labourer for ml board,Male,KENT,1
338,15100,Male jounalist in Kent,jounalist,Male,KENT,1
339,17120,Male itenirenant violinist in Kent,itenirenant violinist,Male,KENT,1
340,54020,Male inn door servant domestic in Kent,inn door servant domestic,Male,KENT,1
341,43090,Male traveler in Kent,traveler,Male,KENT,1
342,4250,Male mariners service in Kent,mariners service,Male,KENT,1
343,4250,Male seaman nd male ss empress in Kent,seaman nd male ss empress,Male,KENT,1
344,97190,Male shipping superintendent in Kent,shipping superintendent,Male,KENT,1
345,37040,Male under porter in Kent,under porter,Male,KENT,1
346,62110,Male farm servant in Kent,farm servant,Male,KENT,1
347,84130,Male steam engineer fitter in Kent,steam engineer fitter,Male,KENT,1
348,87430,Male holder up for art fo riveter in Kent,holder up for art fo riveter,Male,KENT,1
349,85100,Male clerk in gores ammunition works in Kent,clerk in gores ammunition works,Male,KENT,1
350,41010,Male master ironmonger in Kent,master ironmonger,Male,KENT,1
351,41010,Male manager of flow mills in Kent,manager of flow mills,Male,KENT,1
352,89120,Male oilmans carrier in Kent,oilmans carrier,Male,KENT,1
353,73300,Male boy press in paper miller in Kent,boy press in paper miller,Male,KENT,1
354,41010,Male oyster in Kent,oyster,Male,KENT,1
355,51050,Male retired coffee house keeper in Kent,retired coffee house keeper,Male,KENT,1
356,94920,Male naturalist bird in Kent,naturalist bird,Male,KENT,1
357,95120,Unknown journeyman bricklayer in Kent,journeyman bricklayer,Unknown,KENT,1
358,79990,Male drawer in cotton in Lancashire,drawer in cotton,Male,LANCASHIRE,77
359,99999,Female living in almshouse in Lancashire,living in almshouse,Female,LANCASHIRE,15
360,37040,Male greengrocers porter in Lancashire,greengrocers porter,Male,LANCASHIRE,8
361,72400,Male grinder foundry in Lancashire,grinder foundry,Male,LANCASHIRE,8
362,74200,Female shoe maker in Lancashire,shoe maker,Female,LANCASHIRE,6
363,71120,Male laborer in coal mine in Lancashire,laborer in coal mine,Male,LANCASHIRE,6
364,41010,Female wig maker in Lancashire,wig maker,Female,LANCASHIRE,4
365,89120,Male assistant harness maker in Lancashire,assistant harness maker,Male,LANCASHIRE,4
366,17120,Male music hall vocalist in Lancashire,music hall vocalist,Male,LANCASHIRE,3
367,24100,Male railway receiving clerk in Lancashire,railway receiving clerk,Male,LANCASHIRE,3
368,89200,Male transferer in Lancashire,transferer,Male,LANCASHIRE,3
369,87130,Male gas main layer in Lancashire,gas main layer,Male,LANCASHIRE,3
370,62113,Female farmer on farm daughter in Lancashire,farmer on farm daughter,Female,LANCASHIRE,2
371,83890,Female setter on frames in Lancashire,setter on frames,Female,LANCASHIRE,2
372,99999,Female half time scholar weaver in Lancashire,half time scholar weaver,Female,LANCASHIRE,2
373,36020,Male wagonette guard in Lancashire,wagonette guard,Male,LANCASHIRE,2
374,37040,Male baggage porter in Lancashire,baggage porter,Male,LANCASHIRE,2
375,87530,Male apprentice to iron work in Lancashire,apprentice to iron work,Male,LANCASHIRE,2
376,21230,Male scaffold builder in Lancashire,scaffold builder,Male,LANCASHIRE,2
377,79990,Male warhouseman cotton miller in Lancashire,warhouseman cotton miller,Male,LANCASHIRE,2
378,99150,Male apprentice seaman in Lancashire,apprentice seaman,Male,LANCASHIRE,2
379,37020,Female assistant postboy office telegraphist in Lancashire,assistant postboy office telegraphist,Female,LANCASHIRE,1
380,7990,Female domestic servant childs maid in Lancashire,domestic servant childs maid,Female,LANCASHIRE,1
381,7990,Female washing maid domestic servant in Lancashire,washing maid domestic servant,Female,LANCASHIRE,1
382,39310,Female confidential clerk in Lancashire,confidential clerk,Female,LANCASHIRE,1
383,52030,Female stewardess on shipwright in Lancashire,stewardess on shipwright,Female,LANCASHIRE,1
384,85100,Female cashier in restaurant in Lancashire,cashier in restaurant,Female,LANCASHIRE,1
385,72000,Female worker betting in Lancashire,worker betting,Female,LANCASHIRE,1
386,80390,Female moocher stitcher in Lancashire,moocher stitcher,Female,LANCASHIRE,1
387,75100,Female hand factory cotton drawer card room in Lancashire,hand factory cotton drawer card room,Female,LANCASHIRE,1
388,75200,Female joiner cotton miller in Lancashire,joiner cotton miller,Female,LANCASHIRE,1
389,75200,Female spinner in Lancashire,spinner,Female,LANCASHIRE,1
390,79990,Female leather fancy goods maker in Lancashire,leather fancy goods maker,Female,LANCASHIRE,1
391,41010,Female draper in Lancashire,draper,Female,LANCASHIRE,1
392,41010,Female maker up in waddings in Lancashire,maker up in waddings,Female,LANCASHIRE,1
393,79400,Female bleechers sticher in Lancashire,bleechers sticher,Female,LANCASHIRE,1
394,61260,Female milk in Lancashire,milk,Female,LANCASHIRE,1
395,41010,Female packer baking powder in Lancashire,packer baking powder,Female,LANCASHIRE,1
396,78100,Female assistant tobacco business in Lancashire,assistant tobacco business,Female,LANCASHIRE,1
397,53220,Female head painter in Lancashire,head painter,Female,LANCASHIRE,1
398,85500,Female preserve works in Lancashire,preserve works,Female,LANCASHIRE,1
399,99999,Female scholar cotton weaver in Lancashire,scholar cotton weaver,Female,LANCASHIRE,1
400,99999,Female laundress of a railway signalman wife in Lancashire,laundress of a railway signalman wife,Female,LANCASHIRE,1
401,99999,Female masters also assists in working boatman wife in Lancashire,masters also assists in working boatman wife,Female,LANCASHIRE,1
402,99999,Female in in law son in Lancashire,in in law son,Female,LANCASHIRE,1
403,37020,Male clerk in office at coop grocery stores in Lancashire,clerk in office at coop grocery stores,Male,LANCASHIRE,1
404,37020,Male deputy superintendent registrar in Lancashire,deputy superintendent registrar,Male,LANCASHIRE,1
405,37020,Male parish officer in Lancashire,parish officer,Male,LANCASHIRE,1
406,37020,Male sorting clerk general porter office in Lancashire,sorting clerk general porter office,Male,LANCASHIRE,1
407,20200,Male nd class officer excise in Lancashire,nd class officer excise,Male,LANCASHIRE,1
408,14120,Male retired congregational minister in Lancashire,retired congregational minister,Male,LANCASHIRE,1
409,19100,Male collector det in Lancashire,collector det,Male,LANCASHIRE,1
410,2700,Male sol and mining engineer in Lancashire,sol and mining engineer,Male,LANCASHIRE,1
411,17120,Male teacher of drawing artist in Lancashire,teacher of drawing artist,Male,LANCASHIRE,1
412,17120,Male teacher of music and cotton weaver in Lancashire,teacher of music and cotton weaver,Male,LANCASHIRE,1
413,64990,Male under matson in Lancashire,under matson,Male,LANCASHIRE,1
414,55100,Male book keeper of miller in Lancashire,book keeper of miller,Male,LANCASHIRE,1
415,54010,Male house servant in Lancashire,house servant,Male,LANCASHIRE,1
416,44330,Male apprentice estate agent in Lancashire,apprentice estate agent,Male,LANCASHIRE,1
417,39310,Male born miller clerk in Lancashire,born miller clerk,Male,LANCASHIRE,1
418,98550,Male boy crop in Lancashire,boy crop,Male,LANCASHIRE,1
419,4260,Male yachtsman in Lancashire,yachtsman,Male,LANCASHIRE,1
420,97120,Male superannuated dock employee in Lancashire,superannuated dock employee,Male,LANCASHIRE,1
421,62113,Male farm laborer farmer ag son in Lancashire,farm laborer farmer ag son,Male,LANCASHIRE,1
422,74390,Male drawer for wraper in Lancashire,drawer for wraper,Male,LANCASHIRE,1
423,83230,Male apprentice file makers half timer in Lancashire,apprentice file makers half timer,Male,LANCASHIRE,1
424,83520,Male muslim finisher in Lancashire,muslim finisher,Male,LANCASHIRE,1
425,83400,Male machinist iron driller in Lancashire,machinist iron driller,Male,LANCASHIRE,1
426,84190,Male mechanical consulting engineer in Lancashire,mechanical consulting engineer,Male,LANCASHIRE,1
427,3200,Male assistant diggers in Lancashire,assistant diggers,Male,LANCASHIRE,1
428,85100,Male potter in pipe works in Lancashire,potter in pipe works,Male,LANCASHIRE,1
429,83860,Male tobacconist foreman of wire miller in Lancashire,tobacconist foreman of wire miller,Male,LANCASHIRE,1
430,81300,Male painter for ly railway company in Lancashire,painter for ly railway company,Male,LANCASHIRE,1
431,41015,Male merchant and miller furnisher in Lancashire,merchant and miller furnisher,Male,LANCASHIRE,1
432,87130,Male plumber carpenter in Lancashire,plumber carpenter,Male,LANCASHIRE,1
433,21290,Male highway surveyor in Lancashire,highway surveyor,Male,LANCASHIRE,1
434,89120,Male bobbin carrier for spinners in Lancashire,bobbin carrier for spinners,Male,LANCASHIRE,1
435,89130,Male apprentice glass bottle works in Lancashire,apprentice glass bottle works,Male,LANCASHIRE,1
436,74500,Male fulling miller labourer in Lancashire,fulling miller labourer,Male,LANCASHIRE,1
437,41010,Male fitter wood cutting machines in Lancashire,fitter wood cutting machines,Male,LANCASHIRE,1
438,80390,Male watch maker in Lancashire,watch maker,Male,LANCASHIRE,1
439,41010,Male stationer shop woman in Lancashire,stationer shop woman,Male,LANCASHIRE,1
440,75100,Male operative cotton room in Lancashire,operative cotton room,Male,LANCASHIRE,1
441,79990,Male operative cotton stripper grinder in Lancashire,operative cotton stripper grinder,Male,LANCASHIRE,1
442,79990,Male plaiter at cotton miller in Lancashire,plaiter at cotton miller,Male,LANCASHIRE,1
443,79990,Male sack bag merchant in Lancashire,sack bag merchant,Male,LANCASHIRE,1
444,79540,Male shingeller in Lancashire,shingeller,Male,LANCASHIRE,1
445,41010,Male maker up in warehouse miller in Lancashire,maker up in warehouse miller,Male,LANCASHIRE,1
446,80100,Male master clogger shoe maker in Lancashire,master clogger shoe maker,Male,LANCASHIRE,1
447,41010,Male corn rovender merchant in Lancashire,corn rovender merchant,Male,LANCASHIRE,1
448,51050,Male manager beer house and brewers labourer in Lancashire,manager beer house and brewers labourer,Male,LANCASHIRE,1
449,87120,Male master works inspector in Lancashire,master works inspector,Male,LANCASHIRE,1
450,96900,Male laundry keeper in Lancashire,laundry keeper,Male,LANCASHIRE,1
451,99150,Male apprentice furniture and in Lancashire,apprentice furniture and,Male,LANCASHIRE,1
452,83400,Male sawyer machine in Lancashire,sawyer machine,Male,LANCASHIRE,1
453,99999,Unknown patient in Lancashire,patient,Unknown,LANCASHIRE,1
454,79190,Female staymaker in Leicestershire,staymaker,Female,LEICESTERSHIRE,9
455,75500,Male retired frame work knitter in Leicestershire,retired frame work knitter,Male,LEICESTERSHIRE,4
456,44330,Female house servant in Leicestershire,house servant,Female,LEICESTERSHIRE,1
457,61260,Female failness in Leicestershire,failness,Female,LEICESTERSHIRE,1
458,44110,Male financier in Leicestershire,financier,Male,LEICESTERSHIRE,1
459,62420,Male drayman man on in Leicestershire,drayman man on,Male,LEICESTERSHIRE,1
460,62460,Male farm servant in Leicestershire,farm servant,Male,LEICESTERSHIRE,1
461,87530,Male apprentice horticultural builders in Leicestershire,apprentice horticultural builders,Male,LEICESTERSHIRE,1
462,41010,Male retired general dealer in Leicestershire,retired general dealer,Male,LEICESTERSHIRE,1
463,41010,Male greengrocer gen dealer in Leicestershire,greengrocer gen dealer,Male,LEICESTERSHIRE,1
464,99999,Male cattle dealer son in Leicestershire,cattle dealer son,Male,LEICESTERSHIRE,1
465,62110,Male general servant agriculture in Lincolnshire,general servant agriculture,Male,LINCOLNSHIRE,3
466,62113,Male farmer son in Lincolnshire,farmer son,Male,LINCOLNSHIRE,2
467,56000,Female laundry stoker washerwomen in Lincolnshire,laundry stoker washerwomen,Female,LINCOLNSHIRE,1
468,99999,Female nurse mother in Lincolnshire,nurse mother,Female,LINCOLNSHIRE,1
469,24100,Male railway station master in Lincolnshire,railway station master,Male,LINCOLNSHIRE,1
470,98200,Male engine driver in Lincolnshire,engine driver,Male,LINCOLNSHIRE,1
471,61400,Male farm foreman in Lincolnshire,farm foreman,Male,LINCOLNSHIRE,1
472,83830,Male machine worker in Lincolnshire,machine worker,Male,LINCOLNSHIRE,1
473,87130,Male plumber and house decorator in Lincolnshire,plumber and house decorator,Male,LINCOLNSHIRE,1
474,61260,Male milkman in London,milkman,Male,LONDON,1426
475,95410,Male apprentice carpenter in London,apprentice carpenter,Male,LONDON,95
476,84130,Male marine engine fitter in London,marine engine fitter,Male,LONDON,75
477,13200,Female teacher in private school in London,teacher in private school,Female,LONDON,15
478,81190,Male venetian blind maker in London,venetian blind maker,Male,LONDON,15
479,58420,Male retired from army in London,retired from army,Male,LONDON,13
480,87590,Male labourer in shipyard in London,labourer in shipyard,Male,LONDON,12
481,20100,Male peer in London,peer,Male,LONDON,11
482,41010,Female assistant shops in London,assistant shops,Female,LONDON,10
483,59990,Male assistant carman in London,assistant carman,Male,LONDON,10
484,37040,Male warehousemans porter in London,warehousemans porter,Male,LONDON,9
485,41010,Female boy shop in London,boy shop,Female,LONDON,8
486,20200,Male civil service inland revenue in London,civil service inland revenue,Male,LONDON,7
487,14130,Male lieutenant salvation army in London,lieutenant salvation army,Male,LONDON,6
488,55100,Male mission hall keeper in London,mission hall keeper,Male,LONDON,4
489,98300,Male loco engine fireman in London,loco engine fireman,Male,LONDON,4
490,80100,Male last maker boot in London,last maker boot,Male,LONDON,4
491,54090,Male dressing room attendant in London,dressing room attendant,Male,LONDON,3
492,39310,Male clerk marine insurance broker in London,clerk marine insurance broker,Male,LONDON,3
493,87120,Male heating engineer in London,heating engineer,Male,LONDON,3
494,87130,Male retired gas collector in London,retired gas collector,Male,LONDON,3
495,55250,Unknown dustman in London,dustman,Unknown,LONDON,3
496,54020,Female nurse under domestic servant in London,nurse under domestic servant,Female,LONDON,2
497,55200,Female servant charwoman in London,servant charwoman,Female,LONDON,2
498,75200,Female retired cotton winder in London,retired cotton winder,Female,LONDON,2
499,78100,Female cigarette maker in London,cigarette maker,Female,LONDON,2
500,45220,Female hawker fire ornaments in London,hawker fire ornaments,Female,LONDON,2
501,37020,Male at general postboy office in London,at general postboy office,Male,LONDON,2
502,97190,Male docks clerk in London,docks clerk,Male,LONDON,2
503,99999,Male student minister in London,student minister,Male,LONDON,2
504,41010,Unknown drapers manager in London,drapers manager,Unknown,LONDON,2
505,62410,Unknown drover in London,drover,Unknown,LONDON,2
506,99200,Unknown farm laborer in London,farm laborer,Unknown,LONDON,2
507,13200,Female schoolmistress in London,schoolmistress,Female,LONDON,1
508,17300,Female apprentice music hall singer in London,apprentice music hall singer,Female,LONDON,1
509,98540,Female fur driver in London,fur driver,Female,LONDON,1
510,83230,Female apprentice box maker in London,apprentice box maker,Female,LONDON,1
511,83520,Female houses finisher in London,houses finisher,Female,LONDON,1
512,84190,Female racket ball coverer in London,racket ball coverer,Female,LONDON,1
513,93120,Female decorater in London,decorater,Female,LONDON,1
514,41010,Female house furniture clerk in London,house furniture clerk,Female,LONDON,1
515,41010,Female chemists manager in London,chemists manager,Female,LONDON,1
516,79200,Female factory furrier in London,factory furrier,Female,LONDON,1
517,91020,Female forwoman pattern card maker in London,forwoman pattern card maker,Female,LONDON,1
518,77500,Female farming own land creamery milk in London,farming own land creamery milk,Female,LONDON,1
519,41010,Female baker lad in London,baker lad,Female,LONDON,1
520,51040,Female householder lets lodgings in London,householder lets lodgings,Female,LONDON,1
521,53230,Female assistant in inn bar public house in London,assistant in inn bar public house,Female,LONDON,1
522,99999,Female retired fur muff stuffer in London,retired fur muff stuffer,Female,LONDON,1
523,99999,Female lives with her grandfather in London,lives with her grandfather,Female,LONDON,1
524,37020,Male clerk in tea brokers office in London,clerk in tea brokers office,Male,LONDON,1
525,37020,Male counterman gp office in London,counterman gp office,Male,LONDON,1
526,37020,Male general post office sorter in London,general post office sorter,Male,LONDON,1
527,37020,Male nd division clerk general postboy office in London,nd division clerk general postboy office,Male,LONDON,1
528,37020,Male postboy office sorter civil in London,postboy office sorter civil,Male,LONDON,1
529,20200,Male h m inspector of factories in London,h m inspector of factories,Male,LONDON,1
530,20200,Male servant of civil engineering in London,servant of civil engineering,Male,LONDON,1
531,58420,Male late captain h m militia army reserve in London,late captain h m militia army reserve,Male,LONDON,1
532,58420,Male staff in London,staff,Male,LONDON,1
533,58430,Male captain artillery retired in London,captain artillery retired,Male,LONDON,1
534,6200,Male dental surgeon in London,dental surgeon,Male,LONDON,1
535,16130,Male camelion painter artist in London,camelion painter artist,Male,LONDON,1
536,17300,Male artitst in London,artitst,Male,LONDON,1
537,54020,Male training as domestic servant in London,training as domestic servant,Male,LONDON,1
538,98520,Male crackman domestic in London,crackman domestic,Male,LONDON,1
539,58500,Male erector of hydraulic machinery in London,erector of hydraulic machinery,Male,LONDON,1
540,43090,Male salesman piano forter warehouse man in London,salesman piano forter warehouse man,Male,LONDON,1
541,43090,Male commercial traveller in London,commercial traveller,Male,LONDON,1
542,39310,Male clerk in southwark vauxhall water company in London,clerk in southwark vauxhall water company,Male,LONDON,1
543,39310,Male drapers clerk cashier in London,drapers clerk cashier,Male,LONDON,1
544,39310,Male electric engineering clerk in London,electric engineering clerk,Male,LONDON,1
545,39310,Male surveyor house agents clerk in London,surveyor house agents clerk,Male,LONDON,1
546,97130,Male labouring porter pensioned in London,labouring porter pensioned,Male,LONDON,1
547,52030,Male steward in London,steward,Male,LONDON,1
548,98120,Male nd class postboy man in London,nd class postboy man,Male,LONDON,1
549,21160,Male traveller steam shipwright co in London,traveller steam shipwright co,Male,LONDON,1
550,97120,Male lea chester docks in London,lea chester docks,Male,LONDON,1
551,37040,Male boy errand at bootshop in London,boy errand at bootshop,Male,LONDON,1
552,37040,Male boy office dyer work in London,boy office dyer work,Male,LONDON,1
553,61400,Male designer decorator farm in London,designer decorator farm,Male,LONDON,1
554,62110,Male agricultural labourer in London,agricultural labourer,Male,LONDON,1
555,61250,Male nurseryman florist in London,nurseryman florist,Male,LONDON,1
556,21140,Male wholesale hosiery agent in London,wholesale hosiery agent,Male,LONDON,1
557,89630,Male labourer at lime wharf in London,labourer at lime wharf,Male,LONDON,1
558,84130,Male steam engine machine f t makers fitter in London,steam engine machine f t makers fitter,Male,LONDON,1
559,84130,Male apprentice engine turners in London,apprentice engine turners,Male,LONDON,1
560,83400,Male foreman hydraulic steam engineer in London,foreman hydraulic steam engineer,Male,LONDON,1
561,87350,Male apprentice boiler maker in London,apprentice boiler maker,Male,LONDON,1
562,84190,Male apprentice to printing machine maker in London,apprentice to printing machine maker,Male,LONDON,1
563,84190,Male cotton manufacture in London,cotton manufacture,Male,LONDON,1
564,74200,Male examiner of work royal arsenal in London,examiner of work royal arsenal,Male,LONDON,1
565,72000,Male worker gladstone in London,worker gladstone,Male,LONDON,1
566,81300,Male railway carriage spring maker in London,railway carriage spring maker,Male,LONDON,1
567,81300,Male coachmaker viseman in London,coachmaker viseman,Male,LONDON,1
568,41015,Male warehouseman birmingham in London,warehouseman birmingham,Male,LONDON,1
569,41010,Male importer and exporter of mouldings in London,importer and exporter of mouldings,Male,LONDON,1
570,95910,Male builders stock keeper in London,builders stock keeper,Male,LONDON,1
571,41010,Male assistant wine merchant in London,assistant wine merchant,Male,LONDON,1
572,81500,Male retired cooper sawyer in London,retired cooper sawyer,Male,LONDON,1
573,41015,Male book keeper to a timber merchant in London,book keeper to a timber merchant,Male,LONDON,1
574,41010,Male merchant china glass in London,merchant china glass,Male,LONDON,1
575,74100,Male labourer groom works in London,labourer groom works,Male,LONDON,1
576,41010,Male shop keeper oil colorman in London,shop keeper oil colorman,Male,LONDON,1
577,41010,Male junior clerk east india merchant in London,junior clerk east india merchant,Male,LONDON,1
578,80390,Male telegraph instrument maker in London,telegraph instrument maker,Male,LONDON,1
579,92000,Male music pub assist in London,music pub assist,Male,LONDON,1
580,92110,Male copper plate grocer in London,copper plate grocer,Male,LONDON,1
581,79920,Male tent packer in London,tent packer,Male,LONDON,1
582,75600,Male morocco leather dyer in London,morocco leather dyer,Male,LONDON,1
583,41010,Male packer glove warehouse in London,packer glove warehouse,Male,LONDON,1
584,61260,Male assistant brick dealer in London,assistant brick dealer,Male,LONDON,1
585,41010,Male shop man grocers in London,shop man grocers,Male,LONDON,1
586,59990,Male night house porter in London,night house porter,Male,LONDON,1
587,41010,Male wine in London,wine,Male,LONDON,1
588,45220,Male costermonger in London,costermonger,Male,LONDON,1
589,45220,Male hawker of pictures in London,hawker of pictures,Male,LONDON,1
590,84110,Male holder in London,holder,Male,LONDON,1
591,21190,Male secretary of railway co foreign in London,secretary of railway co foreign,Male,LONDON,1
592,99999,Male retired architect living on own means in London,retired architect living on own means,Male,LONDON,1
593,15100,Unknown editor sub editors secretary in London,editor sub editors secretary,Unknown,LONDON,1
594,51020,Unknown publican out of business in London,publican out of business,Unknown,LONDON,1
595,17120,Male musician in Merionethshire,musician,Male,MERIONETHSHIRE,3
596,62113,Female farmer grand daughter in Merionethshire,farmer grand daughter,Female,MERIONETHSHIRE,1
597,21192,Male boy boy secretary to a slate quarry secretary to water works in Merionethshire,boy boy secretary to a slate quarry secretary to water works,Male,MERIONETHSHIRE,1
598,98300,Male railway engine driver in Merionethshire,railway engine driver,Male,MERIONETHSHIRE,1
599,99200,Male boy flannel factory in Merionethshire,boy flannel factory,Male,MERIONETHSHIRE,1
600,90100,Male worker india rubber in Middlesex,worker india rubber,Male,MIDDLESEX,17
601,80390,Male portmanteau maker in Middlesex,portmanteau maker,Male,MIDDLESEX,3
602,84400,Male apprentice soft goods trade in Middlesex,apprentice soft goods trade,Male,MIDDLESEX,2
603,79200,Male skindresser in Middlesex,skindresser,Male,MIDDLESEX,2
604,20200,Female government workman in Middlesex,government workman,Female,MIDDLESEX,1
605,54020,Female servant to household in Middlesex,servant to household,Female,MIDDLESEX,1
606,56000,Female laundress prop in Middlesex,laundress prop,Female,MIDDLESEX,1
607,91020,Female engine maker in Middlesex,engine maker,Female,MIDDLESEX,1
608,16300,Male photographer colorist in Middlesex,photographer colorist,Male,MIDDLESEX,1
609,43090,Male retired commercial traveller in Middlesex,retired commercial traveller,Male,MIDDLESEX,1
610,44330,Male estate agent in Middlesex,estate agent,Male,MIDDLESEX,1
611,98430,Male gw railway shunter in Middlesex,gw railway shunter,Male,MIDDLESEX,1
612,83120,Male carrier in Middlesex,carrier,Male,MIDDLESEX,1
613,22190,Male assistant mangler in Middlesex,assistant mangler,Male,MIDDLESEX,1
614,99999,Male parish officer in Middlesex,parish officer,Male,MIDDLESEX,1
615,99999,Male kept by daughter in Middlesex,kept by daughter,Male,MIDDLESEX,1
616,39310,Unknown clerk in treasury whitehall in Middlesex,clerk in treasury whitehall,Unknown,MIDDLESEX,1
617,72200,Male tinman works labourer in Monmouthshire,tinman works labourer,Male,MONMOUTHSHIRE,43
618,39310,Male clerk in Monmouthshire,clerk,Male,MONMOUTHSHIRE,7
619,41010,Female fruiterer dealer in Monmouthshire,fruiterer dealer,Female,MONMOUTHSHIRE,2
620,37020,Male assistant in postboy office in Monmouthshire,assistant in postboy office,Male,MONMOUTHSHIRE,1
621,16300,Male photographer manager in Monmouthshire,photographer manager,Male,MONMOUTHSHIRE,1
622,21192,Male agent to building society in Monmouthshire,agent to building society,Male,MONMOUTHSHIRE,1
623,39310,Male colliery ry clerk in Monmouthshire,colliery ry clerk,Male,MONMOUTHSHIRE,1
624,37040,Male retired coachman in Monmouthshire,retired coachman,Male,MONMOUTHSHIRE,1
625,61110,Male farmer lause corporal in yeomanry in Monmouthshire,farmer lause corporal in yeomanry,Male,MONMOUTHSHIRE,1
626,62710,Male keeper gardener in Monmouthshire,keeper gardener,Male,MONMOUTHSHIRE,1
627,84190,Male farmer builder and welsh harp manufacturer in Monmouthshire,farmer builder and welsh harp manufacturer,Male,MONMOUTHSHIRE,1
628,75000,Male cotton manufacture in Monmouthshire,cotton manufacture,Male,MONMOUTHSHIRE,1
629,79400,Unknown apprentice glover in Monmouthshire,apprentice glover,Unknown,MONMOUTHSHIRE,1
630,61400,Male farm manager in Montgomeryshire,farm manager,Male,MONTGOMERYSHIRE,3
631,99999,Female home in Montgomeryshire,home,Female,MONTGOMERYSHIRE,1
632,99999,Female agent wife in Montgomeryshire,agent wife,Female,MONTGOMERYSHIRE,1
633,62110,Male agricultural labourer in Montgomeryshire,agricultural labourer,Male,MONTGOMERYSHIRE,1
634,62110,Male farm servant in Norfolk,farm servant,Male,NORFOLK,573
635,77400,Male mustard maker in Norfolk,mustard maker,Male,NORFOLK,19
636,37020,Male postmaster in Norfolk,postmaster,Male,NORFOLK,17
637,54020,Female retired servant in Norfolk,retired servant,Female,NORFOLK,11
638,41010,Male assistant coal merchant in Norfolk,assistant coal merchant,Male,NORFOLK,3
639,54020,Female retired servant domestic in Norfolk,retired servant domestic,Female,NORFOLK,2
640,79120,Male apprentice tailor in Norfolk,apprentice tailor,Male,NORFOLK,2
641,61260,Female diary woman in Norfolk,diary woman,Female,NORFOLK,1
642,37020,Male enumerator in Norfolk,enumerator,Male,NORFOLK,1
643,58420,Male major paymaster pay depot in Norfolk,major paymaster pay depot,Male,NORFOLK,1
644,58420,Male retired major in the army and batt not lane in Norfolk,retired major in the army and batt not lane,Male,NORFOLK,1
645,97190,Male light keeper in Norfolk,light keeper,Male,NORFOLK,1
646,62710,Male gardener painter in Norfolk,gardener painter,Male,NORFOLK,1
647,62110,Female agricultural labourer in Northamptonshire,agricultural labourer,Female,NORTHAMPTONSHIRE,14
648,80100,Female machiners shoe in Northamptonshire,machiners shoe,Female,NORTHAMPTONSHIRE,1
649,58220,Male chief superintendent of police department constbale in Northamptonshire,chief superintendent of police department constbale,Male,NORTHAMPTONSHIRE,1
650,99999,Unknown agricultural labourer son in Northamptonshire,agricultural labourer son,Unknown,NORTHAMPTONSHIRE,1
651,78100,Male tobacco spinner in Northumberland,tobacco spinner,Male,NORTHUMBERLAND,63
652,83230,Male marine engine pattern maker in Northumberland,marine engine pattern maker,Male,NORTHUMBERLAND,3
653,84110,Male apprentice iron moulder in Northumberland,apprentice iron moulder,Male,NORTHUMBERLAND,3
654,64100,Unknown fisherman in Northumberland,fisherman,Unknown,NORTHUMBERLAND,3
655,21194,Female assistant book sellers in Northumberland,assistant book sellers,Female,NORTHUMBERLAND,2
656,83400,Male apprentice to steam engine makers in Northumberland,apprentice to steam engine makers,Male,NORTHUMBERLAND,2
657,19100,Female cashier book keeper in drapery e s in Northumberland,cashier book keeper in drapery e s,Female,NORTHUMBERLAND,1
658,54020,Female worker general servant field in Northumberland,worker general servant field,Female,NORTHUMBERLAND,1
659,55100,Female caretaker miner society offices in Northumberland,caretaker miner society offices,Female,NORTHUMBERLAND,1
660,87590,Female tracer shipwright draughtsmans office in Northumberland,tracer shipwright draughtsmans office,Female,NORTHUMBERLAND,1
661,37020,Male clerk in chemical companys office in Northumberland,clerk in chemical companys office,Male,NORTHUMBERLAND,1
662,31090,Male clerk and superintendent to burial board in Northumberland,clerk and superintendent to burial board,Male,NORTHUMBERLAND,1
