County,Sex,Occode,final_result,Count,Year,Occupation_String,HISCO_x,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,standardized_llm,OccCANINE_Check,all_predicted_hisco,prediction_count,prediction_details
Glamorganshire,Male,173,plumber,1,1881,plumbier,61110,61110,"FARMER, GRAZIER",General Farmer,simple,plumber,building_construction,1.0,False,acceptable_quality,[],False,,[],,,
Glamorganshire,Male,196,collir,1,1881,collir,71120,71105,"COAL MINERS - HEWERS, WORKERS AT THE COAL FACE","Miner, General",simple,collir,other,0.27,True,unchanged_with_many_invalid_words,['collir'],False,collir,"[[98590, np.float32(0.6298268), 'Other MotorVehicle Drivers']]",,,
Glamorganshire,Male,224,quarry man,1,1881,quarry man,71130,71110,STONE QUARRIERS,"Quarryman, General",moderate,quarry man,other,0.9,False,acceptable_quality,[],False,,[],,,
Glamorganshire,Male,246,catching in tinman works,1,1881,catching in tin works,72200,72200,TINPLATE  MANUFACTURE,"Metal RollingMill Worker, Specialisation Unknown",,catching in tinman works,metalwork_engineering,0.7893913565921666,False,acceptable_quality,[],False,,"[[72200, np.float32(0.6864521), 'Metal RollingMill Worker, Specialisation Unknown'], [87340, np.float32(0.4264298), 'Tinsmith']]",,,
Glamorganshire,Male,275,apprentice boiler makers labourer,1,1881,boiler makers apprentice labourer,87350,87350,BOILER MAKERS,Boilersmith,,apprentice boiler makers labourer,metalwork_engineering,0.869157269016759,False,acceptable_quality,[],False,,"[[87350, np.float32(0.95023626), 'Boilersmith']]",,,
Glamorganshire,Male,377,hammarman tinman,1,1881,hammarman tin,41015,41020,"DEALERS IN TIN, TINPLATE",Working Proprietor (Wholesale Trade),,hammarman tinman,metalwork_engineering,0.567365935943412,True,modification_poor_result,['hammarman'],False,hammarman tinman,"[[87340, np.float32(0.79071116), 'Tinsmith']]",,,
Glamorganshire,Male,429,railway yardman,1,1881,railway yardman h,21290,21240,RAILWAY CONTRACTORS,Contractor,,railway yardman h,other,0.54,True,unchanged_with_some_invalid_words,['h'],False,railway yardman h,"[[36020, np.float32(0.32335177), 'Railway Passenger Train Guard']]",,,
Glamorganshire,Male,697,assistant in shop grocer,1,1881,assistant in shop grocer,41010,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),,assistant in shop grocer,food_drink,0.9,False,acceptable_quality,[],False,,"[[45130, np.float32(0.8484475), 'Retail Trade Salesperson'], [94990, np.float32(0.34849975), 'Other Production and Related Workers Not Elsewhere Classified']]",,,
Glamorganshire,Male,766,engineer biscuit factory driver,1,1881,engineer biscuit factory driver,96900,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",,engineer biscuit factory driver,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[77690, np.float32(0.9466506), 'Other Bakers, Pastry Cooks and Confectionery Makers']]",,,
Gloucestershire,Male,785,student,74,1881,student,99999,99999,OTHER STUDENTS,Unspecified worktitle or several titles,,student,other,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.28594083), 'Other Maids and Related Housekeeping Service Workers']]",,,
Gloucestershire,Female,171,porter,7,1881,porter,37040,97190,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Other Dockers and Freight Handlers,simple,porter,transport_communication,0.9,False,acceptable_quality,[],False,,"[[59990, np.float32(0.8434819), 'Other Service Workers Not Elsewhere Classified']]",,,
Gloucestershire,Female,107,governess private t,5,1881,governess private t,13920,13960,GOVERNESSES (DOMESTIC)(NON-RESIDENT),Governess,,governess private t,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['t'],False,governess private t,"[[13990, np.float32(0.86147064), 'Other Teachers']]",,,
Gloucestershire,Male,131,plate layer on railway,5,1881,plate layer on railway,97430,99910,"PLATELAYER, GANGER, PACKER",Labourer,,plate layer on railway,other,0.9,False,acceptable_quality,[],False,,"[[99910, np.float32(0.9779051), 'Labourer']]",,,
Gloucestershire,Female,543,librarian,4,1881,librarian,21194,21110,"PUBLISHERS, BOOKSELLERS AND LIBRARIANS (EXCEPT PUBLIC LIBRARIANS)",General Manager,simple,librarian,other,0.9,False,acceptable_quality,[],False,,"[[53290, np.float32(0.27856916), 'Other Waiters, Bartenders and Related Workers'], [94990, np.float32(0.30395955), 'Other Production and Related Workers Not Elsewhere Classified']]",,,
Gloucestershire,Male,181,agricultural labourer,3,1881,ag lab farmers boy,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,boy agricultural labourer,agricultural,0.4175923691217706,True,low_confidence,[],False,boy agricultural labourer,"[[99910, np.float32(0.38536507), 'Labourer']]",,,
Gloucestershire,Male,409,carpenter out of employment,2,1881,carpenter out of employment,95410,95420,"CARPENTER, JOINER",Construction Joiner,,carpenter out of employment,building_construction,0.9,False,acceptable_quality,[],False,,"[[14120, np.float32(0.23122056), 'Minister of Religion']]",,,
Gloucestershire,Male,644,flock grinder wife,2,1881,flock grinder w cloth,41010,41025,DEALERS SUNDRY FABRICS,Working Proprietor (Wholesale or Retail Trade),,flock grinder w cloth,other,0.54,True,unchanged_with_some_invalid_words,['w'],False,flock grinder w cloth,"[[83520, np.float32(0.5047081), 'Buffing and PolishingMachine Operator']]",,,
Gloucestershire,Female,27,unable to work has parish pay,1,1881,unable to work has parish pay,58420,58340,MEN OF THE MARINES,Other Military Ranks,,unable to work has parish pay,other,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.43430582), 'House Servant']]",,,
Gloucestershire,Female,181,farm servant domestic agricultural labourer,1,1881,farm servant domestic ag lab,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,farm servant domestic agricultural labourer,agricultural,0.6875982983924813,False,acceptable_quality,[],False,,"[[54020, np.float32(0.97742087), 'House Servant']]",,,
Gloucestershire,Female,561,cloth weaver formerly,1,1881,cloth weaver formerly,75200,75432,WOOL WINDERS WOOL WARPERS WOOL WEAVERS,Cloth Weaver (Hand or Machine),,cloth weaver formerly,textile_manufacture,0.9,False,acceptable_quality,[],False,,"[[75200, np.float32(0.7429064), 'Spinners and Winders']]",,,
Gloucestershire,Female,711,assistant in ref house eating,1,1881,assistant in ref house eating,51050,51050,COFFEE AND EATING-HOUSE KEEPERS,"Working Proprietor  (Cafe, Bar and Snack Bar)",,assistant in ref house eating,other,0.9,False,acceptable_quality,[],False,,"[[53210, np.float32(0.46482867), 'Waiter, General'], [53290, np.float32(0.31020465), 'Other Waiters, Bartenders and Related Workers']]",,,
Gloucestershire,Female,787,scholer,1,1881,scholer,99999,99999,SCHOLARS ETC,Unspecified worktitle or several titles,simple,scholer,other,0.27,True,unchanged_with_many_invalid_words,['scholer'],False,scholer,"[[54090, np.float32(0.7891014), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.31073964), 'Other Production and Related Workers Not Elsewhere Classified']]",,,
Gloucestershire,Female,788,ag labs wife,1,1881,ag labs wife,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,moderate,ag labs wife,family_dependent,0.9,False,acceptable_quality,[],False,,"[[72100, np.float32(0.43439725), 'Metal Smelting, Converting or Refining Furnacemen, Specialisation Unknown'], [84190, np.float32(0.30353764), 'Other Machinery Fitters and Machine Assemblers']]",,,
Gloucestershire,Male,85,coachman dom servant,1,1881,coachman dom servant,98520,98620,DOMESTIC--COACHMAN,Animal-Drawn Vehicle Driver (Road),,coachman dom servant,domestic_service,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.98435116), 'House Servant']]",,,
Gloucestershire,Male,200,fitterironworks,1,1881,fitterironworks,71120,71105,COAL MINERS ABOVE GROUND,"Miner, General",simple,fitterironworks,other,0.27,True,unchanged_with_many_invalid_words,['fitterironworks'],False,fitterironworks,"[[54090, np.float32(0.6422216), 'Other Maids and Related Housekeeping Service Workers']]",,,
Gloucestershire,Male,241,striker in iron foundry,1,1881,striker in iron foundry,72100,72120,PIG IRON MANUFACTURE (BLAST FURNACE),Blast Furnaceman (Ore smelting),,striker in iron foundry,other,0.9,False,acceptable_quality,[],False,,"[[72000, np.float32(0.6010287), 'Metal Processor, Specialisation Unknown']]",,,
Gloucestershire,Male,408,builders labourer,1,1881,builders lab,97410,97415,BUILDERS' EXCAVATORS,Excavator (Hand Tools),,builders labourer,building_construction,0.6808743331524789,False,acceptable_quality,[],False,,[],,,
Gloucestershire,Male,412,retired bricklayer,1,1881,retired bricklayer,95120,95120,BRICKLAYER,Bricklayer (Construction),,retired bricklayer,unemployed_seeking,0.9,False,acceptable_quality,[],False,,[],,,
Gloucestershire,Male,478,bookkeeper corset factory,1,1881,bookkeeper corset factory,94990,94990,LUCIFER MATCH MANUFACTURE,Other Production and Related Workers Not Elsewhere Classified,,bookkeeper corset factory,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[79190, np.float32(0.5761772), 'Other Tailors and Dressmakers']]",,,
Gloucestershire,Male,478,hand general paper factory,1,1881,general hand paper factory,94990,94990,LUCIFER MATCH MANUFACTURE,Other Production and Related Workers Not Elsewhere Classified,,hand general paper factory,professional_clerical,0.8832594083821438,False,acceptable_quality,[],False,,"[[94990, np.float32(0.8548785), 'Other Production and Related Workers Not Elsewhere Classified']]",,,
Hampshire,Male,87,gardener,66,1881,gardener dom,62711,62740,DOMESTIC GARDENER,Gardener,,gardener,agricultural,0.6494100496117925,False,acceptable_quality,[],False,,[],,,
Hampshire,Male,43,dentist,23,1881,dentist,6200,6310,DENTISTS AND DENTISTS ASSISTANTS,"Dentist, General",,dentist,other,0.9,False,acceptable_quality,[],False,,"[[59940, np.float32(0.66512007), 'Nursing Aid']]",,,
Hampshire,Male,181,labourer,10,1881,labourer agri,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,labourer,agricultural,0.7748805013510726,False,acceptable_quality,[],False,,"[[84190, np.float32(0.5244161), 'Other Machinery Fitters and Machine Assemblers']]",,,
Hampshire,Male,157,retired seaman,5,1881,retired seaman,4250,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",,retired seaman,unemployed_seeking,0.9,False,acceptable_quality,[],False,,"[[98130, np.float32(0.83244747), 'Able Seaman']]",,,
Hampshire,Male,343,apprentice whitesmiths,5,1881,whitesmiths apprentice,87390,87310,WHITESMITHS,"Sheet-Metal Worker, General",,apprentice whitesmiths,other,0.8496787601654118,False,acceptable_quality,[],False,,"[[87390, np.float32(0.7912583), 'Other SheetMetal Workers']]",,,
Hampshire,Male,409,apprentice carpenter,5,1881,apprentice carpenter,95410,95410,"CARPENTER, JOINER","Carpenter, General",,apprentice carpenter,building_construction,0.9,False,acceptable_quality,[],False,,[],,,
Hampshire,Female,30,ladies nurse dom,3,1881,ladies nurse dom,14120,14120,"MINISTER, PRIEST, OF UNITED FREE CHURCH",Minister of Religion,moderate,ladies nurse dom,domestic_service,0.9,False,acceptable_quality,[],False,,"[[7110, np.float32(0.97836375), 'Professional Nurse, General']]",,,
Hampshire,Male,2,draftsman surveyor os office,3,1881,draftsman survey o s office,37020,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,,draftsman survey o s office,other,0.54,True,unchanged_with_some_invalid_words,"['o', 's']",False,draftsman survey o s office,"[[3010, np.float32(0.90350795), 'Surveyor, General']]",,,
Hampshire,Male,82,servant hotel,2,1881,servant hotel,54090,54090,"DOMESTIC INDOOR SERVANTS IN HOTELS, LODGING HOUSES AND EATING HOUSES",Other Maids and Related Housekeeping Service Workers,,servant hotel,domestic_service,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.88819826), 'Other Maids and Related Housekeeping Service Workers']]",,,
Hampshire,Female,30,domestic servant wife,1,1881,coachmans wife domestic servant,14120,14120,"MINISTER, PRIEST, OF UNITED FREE CHURCH",Minister of Religion,,domestic servant wife,family_dependent,0.7225651248213477,False,acceptable_quality,[],False,,"[[14120, np.float32(0.7712664), 'Minister of Religion'], [54020, np.float32(0.2908989), 'House Servant']]",,,
Hampshire,Female,45,retired midwife,1,1881,midwife retired,7320,7310,MIDWIVES,Professional Midwife,,retired midwife,unemployed_seeking,0.8453083951115288,False,acceptable_quality,[],False,,"[[14120, np.float32(0.59439296), 'Minister of Religion']]",,,
Hampshire,Female,400,fancy repository keeper fgi,1,1881,fancy repositary keeper fgi,41010,41030,TOY DEALERS,Working Proprietor (Retail Trade),,fancy repositary keeper fgi,other,0.54,True,unchanged_with_some_invalid_words,['fgi'],False,fancy repositary keeper fgi,"[[79990, np.float32(0.5135392), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers'], [94990, np.float32(0.2484042), 'Other Production and Related Workers Not Elsewhere Classified']]",,,
Hampshire,Female,770,hand factor,1,1881,factory hand,99200,99930,FACTORY LABOURERS (UNDEFINED),Factory Worker,,hand factor,professional_clerical,0.7113848428849646,False,acceptable_quality,[],False,,"[[94990, np.float32(0.8237546), 'Other Production and Related Workers Not Elsewhere Classified']]",,,
Hampshire,Female,796,manageress of girls home,1,1881,manageress of girls home,99999,99999,"PRISONERS, REFORM SCHOOL INMATES ETC",Unspecified worktitle or several titles,,manageress of girls home,other,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.79945534), 'Other Maids and Related Housekeeping Service Workers']]",,,
Hampshire,Male,24,retired mariner captain m navy,1,1881,retired mariner capt m navy,58430,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,,retired mariner capt m navy,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,"['capt', 'm']",False,retired mariner capt m navy,"[[58320, np.float32(0.54113), 'Officer']]",,,
Hampshire,Male,28,vicar of weston,1,1881,vicar of weston,14120,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,moderate,vicar of weston,other,0.9,False,acceptable_quality,[],False,,"[[14120, np.float32(0.99409807), 'Minister of Religion']]",,,
Hampshire,Male,127,engine driver locomotive railway,1,1881,engine driver locomotive rlwy,98300,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,complex,engine driver locomotive rlwy,transport_communication,0.54,True,unchanged_with_some_invalid_words,['rlwy'],False,engine driver locomotive rlwy,"[[98320, np.float32(0.9552191), 'Railway Engine Driver']]",,,
Hampshire,Male,159,ships stewd asst,1,1881,ships stewd asst,52030,54060,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Steward,,ships stewd asst,other,0.27,True,unchanged_with_many_invalid_words,"['stewd', 'asst']",False,ships stewd asst,"[[4290, np.float32(0.38834947), ""Other Ships' Deck Officers and Pilots""], [94990, np.float32(0.47268093), 'Other Production and Related Workers Not Elsewhere Classified']]",,,
Hampshire,Male,173,farmer acres employ man,1,1881,farmer  acres employ  man,61110,61110,"FARMER, GRAZIER",General Farmer,,farmer acres employ man,agricultural,0.8775493803745692,False,acceptable_quality,[],False,,"[[61110, np.float32(0.93918955), 'General Farmer']]",,,
Hampshire,Male,178,shepherd,1,1881,shepherds,62430,62430,SHEPHERD,Sheep Farm Worker,simple,shepherd,agricultural,0.8631881658849231,False,acceptable_quality,[],False,,"[[62430, np.float32(0.99704957), 'Sheep Farm Worker']]",,,
Hampshire,Male,235,assistant coal,1,1881,coal assistant,41015,41025,COAL MERCHANTS AND DEALERS,Working Proprietor (Wholesale or Retail Trade),,assistant coal,other,0.8665842225040771,False,acceptable_quality,[],False,,"[[98590, np.float32(0.9961725), 'Other MotorVehicle Drivers']]",,,
Hampshire,Male,235,coal mercht and sheriff of southampton,1,1881,coal mercht and sheriff of southampton,41015,41025,COAL MERCHANTS AND DEALERS,Working Proprietor (Wholesale or Retail Trade),,coal mercht and sheriff of southampton,other,0.486,False,multiple_occupation_excluded_from_llm_check,"['mercht', 'southampton']",True,,"[[20210, np.float32(0.8553098), 'Government Administrator'], [41025, np.float32(0.9966948), 'Working Proprietor (Wholesale or Retail Trade)']]","[[98590, np.float32(0.9941333), 'Other MotorVehicle Drivers']]; [[31090, np.float32(0.81796044), 'Government Executive Officials Not Elsewhere Classified']]",2.0,"[{'hisco': ""[[98590, np.float32(0.9941333), 'Other MotorVehicle Drivers']]"", 'split_index': 0, 'occupation': 'coal mercht'}, {'hisco': ""[[31090, np.float32(0.81796044), 'Government Executive Officials Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'sheriff of southampton'}]"
Hampshire,Male,263,second foreman engine fitter,1,1881,second foreman engine fitter,84130,84105,"FITTERS, TURNERS (ENGINE AND MACHINE)","Machinery Fitter, General",,second foreman engine fitter,other,0.9,False,acceptable_quality,[],False,,"[[84190, np.float32(0.33726823), 'Other Machinery Fitters and Machine Assemblers']]",,,
Hampshire,Male,415,mason apprentice,1,1881,masons apprenc,95110,99910,MASON'S LABOURER,Labourer,,mason apprenc,building_construction,0.5816944663438252,True,modification_poor_result,['apprenc'],False,mason apprenc,"[[53100, np.float32(0.33445203), 'Cook, Specialisation Unknown']]",,,
Hampshire,Male,497,assistant coal dealer,1,1881,oil dealers assistant,41010,41025,OIL CAKE DEALERS,Working Proprietor (Wholesale or Retail Trade),,assistant coal dealer,retail_trade,0.6428046875441861,False,acceptable_quality,[],False,,"[[98590, np.float32(0.91524357), 'Other MotorVehicle Drivers']]",,,
Hampshire,Male,509,umbrella maker,1,1881,umbrlla maker,80390,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,umbrlla maker,other,0.54,True,unchanged_with_some_invalid_words,['umbrlla'],False,umbrlla maker,"[[79930, np.float32(0.9020122), 'Umbrella Maker']]",,,
Hampshire,Male,713,retired licensed victualler,1,1881,retired lic victualler,51020,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),,retired licensed victualler,unemployed_seeking,0.9068522969547403,False,acceptable_quality,[],False,,"[[51020, np.float32(0.8990499), 'Working Proprietor (Hotel and Restaurant)']]",,,
Hampshire,Male,714,general dealer beer retailer,1,1881,general dealer beer retailer,51050,51050,BEERSELLERS,"Working Proprietor  (Cafe, Bar and Snack Bar)",,general dealer beer retailer,retail_trade,0.9,False,acceptable_quality,[],False,,[],,,
Hampshire,Male,766,apprentice engine maker,1,1881,engineer apprentice,96900,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",,apprentice engine maker,metalwork_engineering,0.6741782145501756,False,acceptable_quality,[],False,,"[[84190, np.float32(0.8201346), 'Other Machinery Fitters and Machine Assemblers']]",,,
Herefordshire,Female,84,domestic servant,3,1881,domestic serv,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant,domestic_service,0.7033499774525219,False,acceptable_quality,[],False,,"[[54020, np.float32(0.99783593), 'House Servant']]",,,
Herefordshire,Female,84,domestic servant out of employ,3,1881,domestic servant out of employ,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant out of employ,domestic_service,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.9907865), 'House Servant']]",,,
Herefordshire,Female,791,currier daughter,2,1881,curriers dau,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,currier daughter,family_dependent,0.7687294971623059,False,acceptable_quality,[],False,,"[[14120, np.float32(0.51435524), 'Minister of Religion']]",,,
Herefordshire,Male,173,farmer of acres,2,1881,farmer of  acres,61110,61110,"FARMER, GRAZIER",General Farmer,,farmer of acres,agricultural,0.8827447512739507,False,acceptable_quality,[],False,,"[[61110, np.float32(0.97802013), 'General Farmer']]",,,
Herefordshire,Male,132,railway laborer farm acres,1,1881,railway laborer  farm  acres,98490,99910,RAILWAY LABOURER (NOT RAILWAY CONTRACTOR'S LABOURER),Labourer,,railway laborer farm acres,other,0.8801153027334755,False,acceptable_quality,[],False,,"[[84190, np.float32(0.2596881), 'Other Machinery Fitters and Machine Assemblers']]",,,
Herefordshire,Male,177,bailiff other,1,1881,bailiff other,61400,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,bailiff other,other,0.9,False,acceptable_quality,[],False,,"[[22520, np.float32(0.65972185), 'Farm Supervisor'], [64990, np.float32(0.31144932), 'Other Fishermen, Hunters and Related Workers']]",,,
Herefordshire,Male,186,agricultural machine proprietor a matt,1,1881,agriculral mashienest a matt,45190,62820,"AGRICULTURAL MACHINE--PROPRIETOR, ATTENDANT",Motorised Farm Equipment Operator,,agriculral mashienest a matt,other,0.27,True,unchanged_with_many_invalid_words,"['agriculral', 'mashienest', 'a']",False,agriculral mashienest a matt,"[[45190, np.float32(0.86205757), 'Other Salesmen, Shop Assistants and Demonstrators']]",,,
Herefordshire,Male,188,draper,1,1881,drainer,97490,97435,LAND DRAINAGE SERVICE,Dredge Operator,simple,draper,retail_trade,0.6957758716113913,False,acceptable_quality,[],False,,"[[94990, np.float32(0.6886138), 'Other Production and Related Workers Not Elsewhere Classified']]",,,
Herefordshire,Male,291,scales maker scale,1,1881,scales maker scale,83290,83220,DOMESTIC IMPLEMENT MAKERS - TOOLMAKERS,Tool and Die Maker,,scales maker scale,other,0.9,False,acceptable_quality,[],False,,"[[83290, np.float32(0.95156395), 'Other Toolmakers, Metal Pattern Makers and Metal Markers']]",,,
Herefordshire,Male,686,boy miller employing man,1,1881,miller employing  man   boy,77100,77120,CORN MILLERS,Grain Miller,complex,boy miller employing man,food_drink,0.8598499661623719,False,acceptable_quality,[],False,,"[[61110, np.float32(0.37730545), 'General Farmer']]",,,
Hertfordshire,Male,682,journeyman butcher,3,1881,butcher journeyman,77310,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",,journeyman butcher,food_drink,0.8565789943392091,False,acceptable_quality,[],False,,"[[77310, np.float32(0.7909064), 'Butcher, General']]",,,
Hertfordshire,Male,365,carriage maker,2,1881,carriage maker,81300,87370,"COACH, CARRIAGE--MAKER",Vehicle Sheet-Metal Worker,,carriage maker,other,0.9,False,acceptable_quality,[],False,,"[[94990, np.float32(0.5434623), 'Other Production and Related Workers Not Elsewhere Classified'], [98540, np.float32(0.26557922), 'Motor Bus Driver']]",,,
Hertfordshire,Female,181,farm servant,1,1881,farm servant indoor,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,farm servant,agricultural,0.6736349065777044,False,acceptable_quality,[],False,,"[[54020, np.float32(0.41725728), 'House Servant'], [54090, np.float32(0.29931587), 'Other Maids and Related Housekeeping Service Workers']]",,,
Hertfordshire,Male,2,clerk office of sewers london muni,1,1881,clerk office of sewers london muni,37020,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,,clerk office of sewers london muni,professional_clerical,0.7200000000000001,False,unchanged_with_few_invalid_words,['muni'],False,,"[[30000, np.float32(0.27090335), 'Clerical or Related Worker, Specialisation Unknown'], [31000, np.float32(0.25106606), 'Government Executive Official, Specialisation Unknown']]",,,
Hertfordshire,Male,464,bricklayer,1,1881,brick labr,89300,89360,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Kilnman,,bricklayer,building_construction,0.9791131091759924,False,acceptable_quality,[],False,,"[[58340, np.float32(0.23129283), 'Other Military Ranks']]",,,
Hertfordshire,Male,690,cook and confectioner employing men boys woman,1,1881,cook and confectioner employing  men  boys   woman,77690,77610,BISCUIT CAKE BREAD MAKERS,"Baker, General",,cook and confectioner employing men boys woman,domestic_service,0.7902033607608487,False,multiple_occupation_excluded_from_llm_check,[],True,,"[[53100, np.float32(0.929703), 'Cook, Specialisation Unknown'], [77630, np.float32(0.63610935), 'Pastry Maker']]","[[53100, np.float32(0.97198313), 'Cook, Specialisation Unknown']]; [[94990, np.float32(0.7234368), 'Other Production and Related Workers Not Elsewhere Classified']]",2.0,"[{'hisco': ""[[53100, np.float32(0.97198313), 'Cook, Specialisation Unknown']]"", 'split_index': 0, 'occupation': 'cook'}, {'hisco': ""[[94990, np.float32(0.7234368), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'confectioner men boys woman'}]"
Hertfordshire,Male,735,pheasant keeper bird,1,1881,pheasant keeper bird,62920,62490,OTHERS ENGAGED ABOUT ANIMALS (NOT AGRIC),Other Livestock Workers,,pheasant keeper bird,other,0.9,False,acceptable_quality,[],False,,"[[64990, np.float32(0.85169524), 'Other Fishermen, Hunters and Related Workers']]",,,
Huntingdonshire,Female,789,tailor publican wife,1,1881,tailor  publican wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,tailor publican wife,family_dependent,0.8870317618857749,False,acceptable_quality,[],False,,"[[14120, np.float32(0.60449153), 'Minister of Religion']]",,,
Kent (Extra London),Male,774,pensioner naval,179,1881,naval pensioner,58410,99999,NAVY PENSIONERS,Unspecified worktitle or several titles,moderate,pensioner naval,unemployed_seeking,0.8617904666745018,False,acceptable_quality,[],False,,"[[98130, np.float32(0.9946885), 'Able Seaman']]",,,
Kent (Extra London),Male,414,stonemason,80,1881,stonemason,95110,95140,MASON,Stonemason (Construction),simple,stonemason,building_construction,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.39116848), 'Other Maids and Related Housekeeping Service Workers']]",,,
Kent (Extra London),Male,21,sergeant kent arty militia,4,1881,sergeant kent arty militia,58430,58340,MILITIA & YEOMANRY MEN,Other Military Ranks,,sergeant kent arty militia,other,0.9,False,acceptable_quality,[],False,,"[[58330, np.float32(0.9897001), 'NonCommissioned Officer']]",,,
Kent (Extra London),Male,125,clerk railway co,3,1881,clerk railway co,24100,22230,"RAILWAY OFFICIAL - INSPECTORS, SUPERVISORS, CLERK",Railway Service Supervisor,,clerk railway co,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[30000, np.float32(0.8450143), 'Clerical or Related Worker, Specialisation Unknown']]",,,
Kent (Extra London),Female,52,certified sup school mistress,2,1881,certified sup school mistress,13200,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",complex,certified sup school mistress,other,0.9,False,acceptable_quality,[],False,,"[[13020, np.float32(0.96597576), 'Teacher, Level and Subject Unknown, Not University and Higher Education Level']]",,,
Kent (Extra London),Female,772,cottage property,2,1881,cottage property,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,moderate,cottage property,other,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.22906521), 'Other Maids and Related Housekeeping Service Workers']]",,,
Kent (Extra London),Female,791,coachmaker trimmers daughter,2,1881,coach trimmers daughter,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,coachmaker trimmers daughter,family_dependent,0.7578680946549538,False,acceptable_quality,[],False,,"[[54090, np.float32(0.76761556), 'Other Maids and Related Housekeeping Service Workers'], [79990, np.float32(0.3600816), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]",,,
Kent (Extra London),Male,30,footman dom servant,2,1881,footman dom servant,14120,14120,"MINISTER, PRIEST, OF UNITED FREE CHURCH",Minister of Religion,,footman dom servant,domestic_service,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.6627514), 'House Servant']]",,,
