County,Sex,Occode,final_result,Count,Year,Occupation_String,HISCO_x,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,standardized_llm
Hampshire,Male,24,retired mariner captain m navy,1,1881,retired mariner capt m navy,58430,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,,retired mariner capt m navy,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,"['capt', 'm']",False,retired mariner capt m navy
Hampshire,Male,28,vicar of weston,1,1881,vicar of weston,14120,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,moderate,vicar of weston,other,0.9,False,acceptable_quality,[],False,
Hampshire,Male,127,engine driver locomotive railway,1,1881,engine driver locomotive rlwy,98300,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,complex,engine driver locomotive rlwy,transport_communication,0.54,True,unchanged_with_some_invalid_words,['rlwy'],False,engine driver locomotive rlwy
Hampshire,Male,159,ships stewd asst,1,1881,ships stewd asst,52030,54060,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Steward,,ships stewd asst,other,0.27,True,unchanged_with_many_invalid_words,"['stewd', 'asst']",False,ships stewd asst
Hampshire,Male,173,farmer acres employ man,1,1881,farmer  acres employ  man,61110,61110,"FARMER, GRAZIER",General Farmer,,farmer acres employ man,agricultural,0.8775493803745692,False,acceptable_quality,[],False,
Hampshire,Male,178,shepherd,1,1881,shepherds,62430,62430,SHEPHERD,Sheep Farm Worker,simple,shepherd,agricultural,0.8631881658849231,False,acceptable_quality,[],False,
Hampshire,Male,235,assistant coal,1,1881,coal assistant,41015,41025,COAL MERCHANTS AND DEALERS,Working Proprietor (Wholesale or Retail Trade),,assistant coal,other,0.8665842225040771,False,acceptable_quality,[],False,
Hampshire,Male,235,coal mercht and sheriff of southampton,1,1881,coal mercht and sheriff of southampton,41015,41025,COAL MERCHANTS AND DEALERS,Working Proprietor (Wholesale or Retail Trade),,coal mercht and sheriff of southampton,other,0.486,False,multiple_occupation_excluded_from_llm_check,"['mercht', 'southampton']",True,
Hampshire,Male,263,second foreman engine fitter,1,1881,second foreman engine fitter,84130,84105,"FITTERS, TURNERS (ENGINE AND MACHINE)","Machinery Fitter, General",,second foreman engine fitter,other,0.9,False,acceptable_quality,[],False,
Hampshire,Male,415,mason apprentice,1,1881,masons apprenc,95110,99910,MASON'S LABOURER,Labourer,,mason apprenc,building_construction,0.5816944663438252,True,modification_poor_result,['apprenc'],False,mason apprenc
Hampshire,Male,497,assistant coal dealer,1,1881,oil dealers assistant,41010,41025,OIL CAKE DEALERS,Working Proprietor (Wholesale or Retail Trade),,assistant coal dealer,retail_trade,0.6428046875441861,False,acceptable_quality,[],False,
Hampshire,Male,509,umbrella maker,1,1881,umbrlla maker,80390,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,umbrlla maker,other,0.54,True,unchanged_with_some_invalid_words,['umbrlla'],False,umbrlla maker
Hampshire,Male,713,retired licensed victualler,1,1881,retired lic victualler,51020,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),,retired licensed victualler,unemployed_seeking,0.9068522969547403,False,acceptable_quality,[],False,
Hampshire,Male,714,general dealer beer retailer,1,1881,general dealer beer retailer,51050,51050,BEERSELLERS,"Working Proprietor  (Cafe, Bar and Snack Bar)",,general dealer beer retailer,retail_trade,0.9,False,acceptable_quality,[],False,
Hampshire,Male,766,apprentice engine maker,1,1881,engineer apprentice,96900,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",,apprentice engine maker,metalwork_engineering,0.6741782145501756,False,acceptable_quality,[],False,
Herefordshire,Female,84,domestic servant,3,1881,domestic serv,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant,domestic_service,0.7033499774525219,False,acceptable_quality,[],False,
Herefordshire,Female,84,domestic servant out of employ,3,1881,domestic servant out of employ,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant out of employ,domestic_service,0.9,False,acceptable_quality,[],False,
Herefordshire,Female,791,currier daughter,2,1881,curriers dau,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,currier daughter,family_dependent,0.7687294971623059,False,acceptable_quality,[],False,
Herefordshire,Male,173,farmer of acres,2,1881,farmer of  acres,61110,61110,"FARMER, GRAZIER",General Farmer,,farmer of acres,agricultural,0.8827447512739507,False,acceptable_quality,[],False,
Herefordshire,Male,132,railway laborer farm acres,1,1881,railway laborer  farm  acres,98490,99910,RAILWAY LABOURER (NOT RAILWAY CONTRACTOR'S LABOURER),Labourer,,railway laborer farm acres,other,0.8801153027334755,False,acceptable_quality,[],False,
Herefordshire,Male,177,bailiff other,1,1881,bailiff other,61400,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,bailiff other,other,0.9,False,acceptable_quality,[],False,
Herefordshire,Male,186,agricultural machine proprietor a matt,1,1881,agriculral mashienest a matt,45190,62820,"AGRICULTURAL MACHINE--PROPRIETOR, ATTENDANT",Motorised Farm Equipment Operator,,agriculral mashienest a matt,other,0.27,True,unchanged_with_many_invalid_words,"['agriculral', 'mashienest', 'a']",False,agriculral mashienest a matt
Herefordshire,Male,188,draper,1,1881,drainer,97490,97435,LAND DRAINAGE SERVICE,Dredge Operator,simple,draper,retail_trade,0.6957758716113913,False,acceptable_quality,[],False,
Herefordshire,Male,291,scales maker scale,1,1881,scales maker scale,83290,83220,DOMESTIC IMPLEMENT MAKERS - TOOLMAKERS,Tool and Die Maker,,scales maker scale,other,0.9,False,acceptable_quality,[],False,
Herefordshire,Male,686,boy miller employing man,1,1881,miller employing  man   boy,77100,77120,CORN MILLERS,Grain Miller,complex,boy miller employing man,food_drink,0.8598499661623719,False,acceptable_quality,[],False,
Hertfordshire,Male,682,journeyman butcher,3,1881,butcher journeyman,77310,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",,journeyman butcher,food_drink,0.8565789943392091,False,acceptable_quality,[],False,
Hertfordshire,Male,365,carriage maker,2,1881,carriage maker,81300,87370,"COACH, CARRIAGE--MAKER",Vehicle Sheet-Metal Worker,,carriage maker,other,0.9,False,acceptable_quality,[],False,
Hertfordshire,Female,181,farm servant,1,1881,farm servant indoor,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,farm servant,agricultural,0.6736349065777044,False,acceptable_quality,[],False,
Hertfordshire,Male,2,clerk office of sewers london muni,1,1881,clerk office of sewers london muni,37020,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,,clerk office of sewers london muni,professional_clerical,0.7200000000000001,False,unchanged_with_few_invalid_words,['muni'],False,
Hertfordshire,Male,464,bricklayer,1,1881,brick labr,89300,89360,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Kilnman,,bricklayer,building_construction,0.9791131091759924,False,acceptable_quality,[],False,
Hertfordshire,Male,690,cook and confectioner employing men boys woman,1,1881,cook and confectioner employing  men  boys   woman,77690,77610,BISCUIT CAKE BREAD MAKERS,"Baker, General",,cook and confectioner employing men boys woman,domestic_service,0.7902033607608487,False,multiple_occupation_excluded_from_llm_check,[],True,
Hertfordshire,Male,735,pheasant keeper bird,1,1881,pheasant keeper bird,62920,62490,OTHERS ENGAGED ABOUT ANIMALS (NOT AGRIC),Other Livestock Workers,,pheasant keeper bird,other,0.9,False,acceptable_quality,[],False,
Huntingdonshire,Female,789,tailor publican wife,1,1881,tailor  publican wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,tailor publican wife,family_dependent,0.8870317618857749,False,acceptable_quality,[],False,
Kent (Extra London),Male,774,pensioner naval,179,1881,naval pensioner,58410,99999,NAVY PENSIONERS,Unspecified worktitle or several titles,moderate,pensioner naval,unemployed_seeking,0.8617904666745018,False,acceptable_quality,[],False,
Kent (Extra London),Male,414,stonemason,80,1881,stonemason,95110,95140,MASON,Stonemason (Construction),simple,stonemason,building_construction,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,21,sergeant kent arty militia,4,1881,sergeant kent arty militia,58430,58340,MILITIA & YEOMANRY MEN,Other Military Ranks,,sergeant kent arty militia,other,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,125,clerk railway co,3,1881,clerk railway co,24100,22230,"RAILWAY OFFICIAL - INSPECTORS, SUPERVISORS, CLERK",Railway Service Supervisor,,clerk railway co,professional_clerical,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Female,52,certified sup school mistress,2,1881,certified sup school mistress,13200,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",complex,certified sup school mistress,other,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Female,772,cottage property,2,1881,cottage property,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,moderate,cottage property,other,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Female,791,coachmaker trimmers daughter,2,1881,coach trimmers daughter,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,coachmaker trimmers daughter,family_dependent,0.7578680946549538,False,acceptable_quality,[],False,
Kent (Extra London),Male,30,footman dom servant,2,1881,footman dom servant,14120,14120,"MINISTER, PRIEST, OF UNITED FREE CHURCH",Minister of Religion,,footman dom servant,domestic_service,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,181,labourer ag farm,2,1881,labourer ag farm,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,labourer ag farm,general_labour,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,723,retort setter gas works,2,1881,retort setter gas works,87130,74925,GAS WORKS SERVICE,Coal-Gas Maker,,retort setter gas works,other,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,787,pupil or scholar,2,1881,pupil or scholar,99999,99999,SCHOLARS ETC,Unspecified worktitle or several titles,,pupil or scholar,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,
Kent (Extra London),Female,46,village nurse,1,1881,village nurse s m s,7110,7110,NURSES (MEDICAL NOT DOMESTIC) INCLUDING POOR LAW NURSES,"Professional Nurse, General",complex,village nurse s m s,domestic_service,0.27,True,unchanged_with_many_invalid_words,"['s', 'm', 's']",False,village nurse s m s
Kent (Extra London),Female,181,agricultural labourer,1,1881,ag labourer in fields,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,agricultural labourer,agricultural,0.5038496320283327,False,acceptable_quality,[],False,
Kent (Extra London),Female,181,formerly farm servant,1,1881,formerly farm servant,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,formerly farm servant,agricultural,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Female,628,draper emplying assist,1,1881,draper emplying  assist,41010,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),,draper emplying assist,retail_trade,0.6908253429700068,True,modification_poor_result,['emplying'],False,draper emplying assist
Kent (Extra London),Female,698,green grocer in shop,1,1881,green grocer in shop,41010,41030,GREENGROCERS FRUITERERS POTATO DEALERS,Working Proprietor (Retail Trade),,green grocer in shop,food_drink,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Female,789,builders surveyor wife,1,1881,builders surveyor wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,builders surveyor wife,family_dependent,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Female,789,no occ blacksmith wife,1,1881,no occ blacksmiths wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,no occ blacksmith wife,family_dependent,0.8195619911009847,False,acceptable_quality,[],False,
Kent (Extra London),Male,6,civil service excise branch ride officer,1,1881,civil service excise branch ride officer,20200,31000,OTHER CIVIL SERVICE OFFICERS AND CLERKS,"Government Executive Official, Specialisation Unknown",,civil service excise branch ride officer,other,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,19,retired major in the army,1,1881,major in the army retired,58420,58320,ARMY OFFICERS (RETIRED),Officer,,retired major in the army,unemployed_seeking,0.8705716902840996,False,acceptable_quality,[],False,
Kent (Extra London),Male,44,veterinary surgeon mr cuvs,1,1881,veterinary surgeon m r c u v s,6300,6510,VETERINARY SURGEONS,"Veterinarian, General",,veterinary surgeon m r c u v s,professional_clerical,0.27,True,unchanged_with_many_invalid_words,"['m', 'r', 'c', 'u', 'v', 's']",False,veterinary surgeon m r c u v s
Kent (Extra London),Male,76,teacher of languages maths,1,1881,teacher of languages  maths,17120,17120,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Composer,,teacher of languages maths,professional_clerical,0.8900100584126297,False,acceptable_quality,[],False,
Kent (Extra London),Male,84,gentlemans domestic servant,1,1881,gentlemans domestic servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,gentlemans domestic servant,domestic_service,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,84,servant to a family domestic,1,1881,servant to a family domestic,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,complex,servant to a family domestic,domestic_service,0.7200000000000001,False,unchanged_with_few_invalid_words,['a'],False,
Kent (Extra London),Male,105,formerly tilemaker,1,1881,formerly tilemaker,56000,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",,formerly tilemaker,other,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,108,nautical assessor home department csc,1,1881,nautical assessor home department csc,54010,54010,SERVANTS - UNDEFINED (NON-RESIDENT),"Domestic Servant, General",complex,nautical assessor home department csc,other,0.7200000000000001,False,unchanged_with_few_invalid_words,['csc'],False,
Kent (Extra London),Male,119,agency clerk,1,1881,agency clerk,39310,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,agency clerk,professional_clerical,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,157,seaman mate,1,1881,seaman mate,4250,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",moderate,seaman mate,transport_communication,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,159,steward,1,1881,steward,52030,54060,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Steward,simple,steward,other,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,171,boy errand greengrocers,1,1881,errand boy greengrocers,37040,37040,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Messenger,moderate,boy errand greengrocers,food_drink,0.8849722999975022,False,acceptable_quality,[],False,
Kent (Extra London),Male,171,labourer porter,1,1881,labourer porter,37040,37040,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Messenger,,labourer porter,transport_communication,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,348,shipwright,1,1881,shipwright h m d,87530,95440,SHIPWRIGHTS - WOOD SHIPS,Wood Shipwright,,shipwright,crafts_trades,0.6826215201108825,False,acceptable_quality,[],False,
Kent (Extra London),Male,425,master plumber decorator,1,1881,plumber  decorator master,87130,87105,"PLUMBER, PIPE FITTER","Plumber, General",,master plumber decorator,building_construction,0.8641942726475275,False,acceptable_quality,[],False,
Kent (Extra London),Male,464,brickyard labourer layer,1,1881,brickyard labourer layer,89300,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),moderate,brickyard labourer layer,general_labour,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,510,pauper harness maker,1,1881,harness maker retd pauper,80320,80320,SADDLE HARNESS AND WHIP MAKERS,Saddler and Harness Maker,,pauper harness maker,crafts_trades,0.8207714353972287,False,acceptable_quality,[],False,
Kent (Extra London),Male,519,rag engineer in paper miller,1,1881,rag engineer in paper mill,73300,73400,PAPER MANUFACTURE,"Paper Maker, Specialisation Unknown",,rag engineer in paper miller,food_drink,0.8345304183575414,False,acceptable_quality,[],False,
Kent (Extra London),Male,601,various investments,1,1881,various investments,75400,75500,KNITTER (UNDEFINED),"Knitter, Specialisation Unknown",,various investments,other,0.9,False,acceptable_quality,[],False,
Kent (Extra London),Male,608,colour sergeant miller,1,1881,colour sergt donegal mill,75000,99930,FACTORY HANDS (TEXTILE) UNDEFINED (VARIOUS),Factory Worker,,colour sergt donegal miller,food_drink,0.6402295815611407,True,modification_poor_result,"['sergt', 'donegal']",False,colour sergt donegal miller
Kent (Extra London),Male,677,drayman,1,1881,dairyman,61260,62510,"COWKEEPERS, MILKSELLERS","Dairy Farm Worker, General",simple,drayman,transport_communication,0.7927140388264003,False,acceptable_quality,[],False,
Kent (Extra London),Male,766,engine driver,1,1881,engine driver marine,96900,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",moderate,engine driver,transport_communication,0.6862204634097738,False,acceptable_quality,[],False,
Kent (Extra London),Male,772,retired licensed victualler,1,1881,retired licensed victlr,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,retired licensed victualler,unemployed_seeking,0.931028197950078,False,acceptable_quality,[],False,
Lancashire,Male,85,coachman,293,1881,coachman dom,98520,98620,DOMESTIC--COACHMAN,Animal-Drawn Vehicle Driver (Road),,coachman,transport_communication,0.6669870385712855,False,acceptable_quality,[],False,
Lancashire,Female,548,carder in cotton miller,79,1881,carder in cotton mill,75100,75130,COTTON & COTTON GOODS MANUFACTURE CARD BLOWING ROOM PROCESSES,Fibre Picker,,carder in cotton miller,food_drink,0.8198201564326479,False,acceptable_quality,[],False,
Lancashire,Female,550,warper cotton,65,1881,warper cotton,75200,75250,COTTON & COTTON GOODS MANUFACTURE WINDING WARPING PROCESSES,Winder,,warper cotton,other,0.9,False,acceptable_quality,[],False,
Lancashire,Female,512,brush maker,55,1881,brushmaker,94290,94230,BRUSH AND BROOM MAKERS,Brush Maker (Hand),simple,brush maker,manufacturing_other,0.8635379209230444,False,acceptable_quality,[],False,
Lancashire,Male,454,lath cutter,16,1881,lath cutter,81990,95490,"LATH, WOODEN FENCE, HURDLE-MAKER","Other Carpenters, Joiners and Parquetry Workers",,lath cutter,other,0.9,False,acceptable_quality,[],False,
Lancashire,Male,519,hand copper miner,16,1881,paper mill hand,73300,73400,PAPER MANUFACTURE,"Paper Maker, Specialisation Unknown",,hand copper miner,mining_quarrying,0.5597294908074817,False,acceptable_quality,[],False,
Lancashire,Female,76,singer,13,1881,singer,17120,17145,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Singer,simple,singer,other,0.9,False,acceptable_quality,[],False,
Lancashire,Female,552,operative cotton out of work,13,1881,cotton operative out of work,75990,75990,COTTON & COTTON GOODS MANUFACTURE OTHER PROCESSES,"Other Spinners, Weavers, Knitters, Dyers and Related Workers",,operative cotton out of work,other,0.8777084789898202,False,acceptable_quality,[],False,
Lancashire,Male,138,buss conductor,12,1881,buss conductor,98550,98620,COACHMAN (NOT DOMESTIC): CABMAN,Animal-Drawn Vehicle Driver (Road),moderate,buss conductor,other,0.9,False,acceptable_quality,[],False,
Lancashire,Male,198,coal labourer,12,1881,collier labourer,71120,71105,COAL MINERS - OTHERS BELOW GROUND & UNDEFINED,"Miner, General",,coal labourer,general_labour,0.7031171289722002,False,acceptable_quality,[],False,
Lancashire,Female,588,sack bag maker,10,1881,sack  bag maker,79990,75000,SACKING MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,sack bag maker,other,0.8815231147896843,False,acceptable_quality,[],False,
Lancashire,Male,999,s,9,1881,s,-1,0,,,simple,s,agricultural,0.27,True,unchanged_with_many_invalid_words,['s'],False,s
Lancashire,Female,76,vocalist musician,8,1881,vocalist mus,17120,17120,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Composer,,vocalist musician,personal_service,0.6822443127111202,False,acceptable_quality,[],False,
Lancashire,Male,552,packer at bleachworks cotton,5,1881,packer at bleachworks cotton,75990,75990,COTTON & COTTON GOODS MANUFACTURE OTHER PROCESSES,"Other Spinners, Weavers, Knitters, Dyers and Related Workers",,packer at bleachworks cotton,other,0.9,False,acceptable_quality,[],False,
Lancashire,Male,409,operative carpenter joiner,4,1881,operative carpenter  joiner,95410,95410,"CARPENTER, JOINER","Carpenter, General",,operative carpenter joiner,building_construction,0.8900100584126297,False,acceptable_quality,[],False,
Lancashire,Male,113,apprentice meat salesman,3,1881,apprentice salesman,43090,45125,SALESMEN AND BUYERS (NOT OTHERWISE DESCRIBED),"Salesperson, Wholesale or Retail Trade",,apprentice meat salesman,food_drink,0.8275131547533967,False,acceptable_quality,[],False,
Lancashire,Male,119,clerk bleach works,3,1881,clerk bleach works,39310,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,clerk bleach works,professional_clerical,0.9,False,acceptable_quality,[],False,
Lancashire,Female,51,chiropodist,2,1881,chiropodist,6500,7990,HOSPITAL MEDICAL SERVICE,"Other Medical, Dental, Veterinary and Related Workers",,chiropodist,other,0.9,False,acceptable_quality,[],False,
Lancashire,Female,646,bonnet maker,2,1881,strawbonnet maker,79340,79310,STRAW HAT MANUFACTURE,"Hat Maker, General",,bonnet maker,personal_service,0.7911884042555402,False,acceptable_quality,[],False,
Lancashire,Female,760,pedlar,2,1881,peddlar,45220,45220,HAWKERS HUCKSTERS COSTERS,Street Vendor,simple,pedlar,retail_trade,1.0,False,acceptable_quality,[],False,
Lancashire,Male,103,servant man inn,2,1881,servant man inn,54010,54090,"DAY GIRLS, DAY SERVANTS (HOTELS LODGING EATING HOUSES)",Other Maids and Related Housekeeping Service Workers,,servant man inn,domestic_service,0.9,False,acceptable_quality,[],False,
Lancashire,Male,181,agricultural labourer agricultal indoor,2,1881,farm labourer agricultal indoor,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,agricultural labourer agricultal indoor,agricultural,0.7120792929700893,False,acceptable_quality,[],False,
Lancashire,Male,261,farrier horse shoer,2,1881,farrier horse shoer,83150,83110,FARRIERS,"Blacksmith, General",,farrier horse shoer,other,0.9,False,acceptable_quality,[],False,
Lancashire,Male,438,windsor chair maker,2,1881,windsor chair maker,81190,81190,FURNITURE AND FITTINGS - OTHERS,Other Cabinetmakers,,windsor chair maker,other,0.9,False,acceptable_quality,[],False,
Lancashire,Male,470,unemployed harness maker,2,1881,glass maker unemployed,89120,89190,OTHER WORKERS IN GLASS MANUFACTURE,"Other Glass Formers, Cutters, Grinders and Finishers",,unemployed harness maker,unemployed_seeking,0.7300659038162695,False,acceptable_quality,[],False,
Lancashire,Male,507,leather,2,1881,leather,76140,76150,CURRIERS,Leather Currier,simple,leather,other,0.9,False,acceptable_quality,[],False,
Lancashire,Male,999,retired from business,2,1881,retired from buisness,-1,0,,,,retired from buisness,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,['buisness'],False,retired from buisness
Lancashire,Female,2,post office,1,1881,post office assistant c s w,37020,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,assistant postboy office c s w,transport_communication,0.5872667075233103,True,modification_poor_result,"['c', 's', 'w']",False,assistant postboy office c s w
Lancashire,Female,82,housekeeper to earl wilton,1,1881,housekeeper to earl wilton,54090,54090,"DOMESTIC INDOOR SERVANTS IN HOTELS, LODGING HOUSES AND EATING HOUSES",Other Maids and Related Housekeeping Service Workers,,housekeeper to earl wilton,domestic_service,0.9,False,acceptable_quality,[],False,
Lancashire,Female,84,boarder servant,1,1881,boarder  servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,moderate,boarder servant,domestic_service,0.8827447512739507,False,acceptable_quality,[],False,
Lancashire,Female,84,general domestic,1,1881,generel domestic,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,generel domestic,other,0.54,True,unchanged_with_some_invalid_words,['generel'],False,generel domestic
Lancashire,Female,84,unemployed domestic servant,1,1881,domestic servant unemployed,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,unemployed domestic servant,unemployed_seeking,0.8609395425188373,False,acceptable_quality,[],False,
Lancashire,Female,551,centre for alic cotton cottons,1,1881,center for alic cotton cott,75400,75432,COTTON & COTTON GOODS MANUFACTURE WEAVING PROCESSES,Cloth Weaver (Hand or Machine),,center for alic cotton cott,other,0.54,True,unchanged_with_some_invalid_words,"['alic', 'cott']",False,center for alic cotton cott
Lancashire,Female,570,crape draper,1,1881,crape duppler,75300,75190,CRIMPERS,Other Fibre Preparers,,crape duppler,other,0.54,True,unchanged_with_some_invalid_words,['duppler'],False,crape duppler
Lancashire,Female,574,twiners c piecer,1,1881,twiners c piecer,75200,75220,SILK WORKERS - SPINNERS,"Spinner, Thread and Yarn",,twiners c piecer,other,0.54,True,unchanged_with_some_invalid_words,['c'],False,twiners c piecer
Lancashire,Female,657,dressmaker,1,1881,dressmak,79130,79140,DRESSMAKERS,Dressmaker,simple,dressmaker,clothing_footwear,1.0,False,acceptable_quality,[],False,
Lancashire,Female,719,waitress of house,1,1881,waitress of house,53220,53210,HOTEL WAITERS,"Waiter, General",,waitress of house,other,0.9,False,acceptable_quality,[],False,
Lancashire,Female,761,retired overlooker,1,1881,retired overlooker,22190,22000,"MANUFACTURERS, MANAGERS, SUPERINTENDENTS, FOREMEN (UNSPECIFIED)","Supervisor, Foreman or Inspector, Specialisation Unknown",,retired overlooker,unemployed_seeking,0.9,False,acceptable_quality,[],False,
Lancashire,Female,769,apprentice,1,1881,apprentice,99150,99999,APPRENTICES,Unspecified worktitle or several titles,,apprentice,other,0.9,False,acceptable_quality,[],False,
Lancashire,Female,771,machinist father,1,1881,machinist for father,83400,83410,MACHINISTS MACHINE WORKERS UNDEFINED,"MachineTool Operator, General",moderate,machinist father,family_dependent,0.7545801653577582,False,acceptable_quality,[],False,
Lancashire,Female,776,formerly a quilter,1,1881,formerly a quilter,99999,99999,RECEIVING OLD AGE PENSION (OCCUPATION OR FORMER OCCUPATION NOT STATED),Unspecified worktitle or several titles,,formerly a quilter,other,0.54,True,unchanged_with_some_invalid_words,['a'],False,formerly a quilter
Lancashire,Female,787,scholors,1,1881,scholors,99999,99999,SCHOLARS ETC,Unspecified worktitle or several titles,,scholors,other,0.27,True,unchanged_with_many_invalid_words,['scholors'],False,scholors
Lancashire,Female,789,bachs wife,1,1881,bachs wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,bachs wife,family_dependent,0.9,False,acceptable_quality,[],False,
