Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,final_result
1881,"London (Parts Of Middlesex, ",Male,rectifier vinger maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,rectifier vinger maker,other,0.54,True,unchanged_with_some_invalid_words,['vinger'],False,rectifier parchment maker
1881,Yorkshire West Riding,Female,cloth weaver p l,561,75200,1,75415,WOOL WINDERS WOOL WARPERS WOOL WEAVERS,Beam Warper,,cloth weaver p l,textile_manufacture,0.54,True,unchanged_with_some_invalid_words,"['p', 'l']",False,cloth weaver
1881,Gloucestershire,Female,governess private t,107,13920,5,13960,GOVERNESSES (DOMESTIC)(NON-RESIDENT),Governess,,governess private t,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['t'],False,governess private t
1881,"London (Parts Of Middlesex, ",Male,machine turner eng,289,83830,1,83220,TOOLMAKERS (AGRICULTURAL MACHINE AND IMPLEMENT MAKING),Tool and Die Maker,,machine turner eng,other,0.54,True,unchanged_with_some_invalid_words,['eng'],False,machine turner eng
1881,"London (Parts Of Middlesex, ",Male,underclothing cutter dressmakr,458,63290,1,63290,"CORK, BARK-- CUTTER, WORKER",Other Forestry Workers,moderate,underclothing cutter dressmakr,other,0.54,True,unchanged_with_some_invalid_words,['dressmakr'],False,underclothing cutter dressmaker
1881,"London (Parts Of Middlesex, ",Male,match maker bryant m fusee,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,match maker bryant m fusee,other,0.54,True,unchanged_with_some_invalid_words,"['bryant', 'm']",False,matchmaker bryant m fusee
1881,"London (Parts Of Middlesex, ",Male,tea sampler mcht,696,61220,1,62390,COFFEE TEA PLANTER GROWER,"Other Orchard, Vineyard and Related Tree and Shrub Crop Workers",moderate,tea sampler mcht,other,0.54,True,unchanged_with_some_invalid_words,['mcht'],False,tea sampler
1881,"London (Parts Of Middlesex, ",Male,late travelling sorter g p o superannuated,2,37020,1,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,late travelling sorter g p o superannuated,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,"['g', 'p', 'o']",False,late travelling sorter gpo superannuated
1881,Hampshire,Male,retired mariner capt m navy,24,58430,1,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,,retired mariner capt m navy,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,"['capt', 'm']",False,retired mariner captain m navy
1881,"London (Parts Of Middlesex, ",Female,cook d ser,98,53102,1,53130,COOKS (NOT DOMESTIC),"Cook, except Private Service",moderate,cook d ser,domestic_service,0.54,True,unchanged_with_some_invalid_words,['d'],False,cook
1881,"London (Parts Of Middlesex, ",Female,servant dom uneployed,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant dom uneployed,domestic_service,0.54,True,unchanged_with_some_invalid_words,['uneployed'],False,servant dom uneployed
1881,Hampshire,Male,umbrlla maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,umbrlla maker,other,0.54,True,unchanged_with_some_invalid_words,['umbrlla'],False,umbrella maker
1881,"London (Parts Of Middlesex, ",Male,grocers assnt,697,41010,2,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),,grocers assnt,food_drink,0.54,True,unchanged_with_some_invalid_words,['assnt'],False,grocers
1881,"London (Parts Of Middlesex, ",Male,asst clerk in a law office,40,39340,1,39340,LAW CLERK,Legal Clerk,complex,asst clerk in a law office,professional_clerical,0.54,True,unchanged_with_some_invalid_words,"['asst', 'a']",False,assistant clerk in a law office
1881,Hampshire,Male,engine driver locomotive rlwy,127,98300,1,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,complex,engine driver locomotive rlwy,transport_communication,0.54,True,unchanged_with_some_invalid_words,['rlwy'],False,engine driver locomotive railway
1881,Hampshire,Male,draftsman survey o s office,2,37020,3,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,,draftsman survey o s office,other,0.54,True,unchanged_with_some_invalid_words,"['o', 's']",False,draftsman surveyor os office
1881,Hampshire,Female,fancy repositary keeper fgi,400,41010,1,41030,TOY DEALERS,Working Proprietor (Retail Trade),,fancy repositary keeper fgi,other,0.54,True,unchanged_with_some_invalid_words,['fgi'],False,fancy repository keeper fgi
1881,Leicestershire,Female,shoe machinest,663,80100,16,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",,shoe machinest,other,0.54,True,unchanged_with_some_invalid_words,['machinest'],False,shoe machinist
1881,Denbighshire,Male,assistant medical officer m b aberd,42,6100,1,6100,"PHYSICIAN, SUGEON, REGISTERED PRACTITIONER, INCLUDING POOR LAW HOSPITALS DOCTORS ETC","Medical Doctor, Specialisation Unknown",,assistant medical officer m b aberd,other,0.54,True,unchanged_with_some_invalid_words,"['m', 'b', 'aberd']",False,assistant medical officer
1881,Suffolk,Male,superintendant suffolk county police,11,58220,1,58220,POLICE,Policeman and other Maintainers of Law and Order (except Military),,superintendant suffolk county police,public_service,0.54,True,unchanged_with_some_invalid_words,['superintendant'],False,superintendent suffolk county police
1881,Flintshire,Male,formerly farm labr,181,62110,1,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,formerly farm labr,other,0.54,True,unchanged_with_some_invalid_words,['labr'],False,formerly farm labr
1881,Middlesex (Extra London),Male,tripe dresser dlr provis,678,77400,1,77410,PROVISION CURERS,"Preserving Cook, General",,tripe dresser dlr provis,other,0.54,True,unchanged_with_some_invalid_words,"['dlr', 'provis']",False,tripe dresser dlr provis
1881,Berkshire,Male,rector of pangbourne,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,,rector of pangbourne,other,0.54,True,unchanged_with_some_invalid_words,['pangbourne'],False,rector of pangbourne
1881,Oxfordshire,Male,woolllen weaver cloth manuf,561,75200,1,75432,WOOL WINDERS WOOL WARPERS WOOL WEAVERS,Cloth Weaver (Hand or Machine),,woolllen weaver cloth manuf,textile_manufacture,0.54,True,unchanged_with_some_invalid_words,"['woolllen', 'manuf']",False,woollen weaver cloth manuf
1881,Oxfordshire,Female,servant gwtt,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant gwtt,domestic_service,0.54,True,unchanged_with_some_invalid_words,['gwtt'],False,servant
1881,Northamptonshire,Female,masheenist shoes,666,41010,1,41025,FOOTWEAR DEALERS,Working Proprietor (Wholesale or Retail Trade),moderate,masheenist shoes,other,0.54,True,unchanged_with_some_invalid_words,['masheenist'],False,machinist shoes
1881,Cornwall,Male,servant general a l,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant general a l,domestic_service,0.54,True,unchanged_with_some_invalid_words,"['a', 'l']",False,servant general in the household
1881,Northamptonshire,Female,agri scholar,787,99999,1,99999,SCHOLARS ETC,Unspecified worktitle or several titles,,agri scholar,other,0.54,True,unchanged_with_some_invalid_words,['agri'],False,agricultural scholar
1881,Northamptonshire,Male,leather cutter u f,507,76140,1,76150,CURRIERS,Leather Currier,,leather cutter u f,other,0.54,True,unchanged_with_some_invalid_words,"['u', 'f']",False,leather cutter
1881,Cornwall,Male,a l general servant,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,a l general servant,domestic_service,0.54,True,unchanged_with_some_invalid_words,"['a', 'l']",False,a general servant
1881,Montgomeryshire,Male,farm svt indoor,177,61400,25,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,farm svt indoor,other,0.54,True,unchanged_with_some_invalid_words,['svt'],False,farm servant indoor
1881,Essex,Female,late ggard organist,76,17120,1,17145,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Singer,,late ggard organist,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,['ggard'],False,late gard organist
1881,Derbyshire,Male,gardner labourer n d,765,99130,1,99910,GENERAL LABOURERS,Labourer,,gardner labourer n d,general_labour,0.54,True,unchanged_with_some_invalid_words,"['n', 'd']",False,gardener labourer n d
1881,Sussex,Male,smith b,262,83120,1,83110,BLACKSMITHS,"Blacksmith, General",,smith b,other,0.54,True,unchanged_with_some_invalid_words,['b'],False,smith b
1881,Sussex,Male,proffessor of experimental physics,53,13100,1,13100,UNIVERSITY TEACHERS,"University and Higher Education Teacher, Subject Unknown",,proffessor of experimental physics,other,0.54,True,unchanged_with_some_invalid_words,['proffessor'],False,professor of experimental physics
1881,Essex,Male,teacher asst,52,13200,1,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",,teacher asst,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['asst'],False,teacher
1881,Lincolnshire,Female,parchial relief,794,99999,1,99999,"NO SPECIFIED OCCUPATION - RECEIVING INCOME, SUPPORT",Unspecified worktitle or several titles,,parchial relief,other,0.54,True,unchanged_with_some_invalid_words,['parchial'],False,parochial relief
1881,Lincolnshire,Male,sheppard on farm,178,62430,1,62430,SHEPHERD,Sheep Farm Worker,,sheppard on farm,other,0.54,True,unchanged_with_some_invalid_words,['sheppard'],False,sheppard on farm
1881,Sussex,Male,professor of ellocution,53,13100,1,13100,UNIVERSITY TEACHERS,"University and Higher Education Teacher, Subject Unknown",,professor of ellocution,other,0.54,True,unchanged_with_some_invalid_words,['ellocution'],False,professor of elocution
1881,Bedfordshire,Male,labourer in garden n d,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,complex,labourer in garden n d,general_labour,0.54,True,unchanged_with_some_invalid_words,"['n', 'd']",False,labourer in gardens n d
1881,Surrey (Extra London),Female,retired penson,772,99999,1,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,retired penson,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,['penson'],False,retired pensioner
1881,Lincolnshire,Male,rector of willingham,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,,rector of willingham,other,0.54,True,unchanged_with_some_invalid_words,['willingham'],False,rector of willingham
1881,Yorkshire North Riding,Female,kithenmaid domestic servant,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,kithenmaid domestic servant,domestic_service,0.54,True,unchanged_with_some_invalid_words,['kithenmaid'],False,kitchenmaid domestic servant
1881,Lincolnshire,Male,journeman cordwainer,663,80100,1,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",,journeman cordwainer,clothing_footwear,0.54,True,unchanged_with_some_invalid_words,['journeman'],False,journeyman cordwainer
1881,Denbighshire,Male,clotherers  tailors assistant,654,79190,1,79190,OTHERS CLOTHING MANUFACTURERS,Other Tailors and Dressmakers,moderate,assistant clotherers tailor,clothing_footwear,0.5493646859850682,True,modification_poor_result,['clotherers'],False,assistant clothes tailor
1881,Glamorganshire,Male,hammarman tin,377,41015,1,41020,"DEALERS IN TIN, TINPLATE",Working Proprietor (Wholesale Trade),,hammarman tinman,metalwork_engineering,0.567365935943412,True,modification_poor_result,['hammarman'],False,hammarman tinman
1881,Hampshire,Male,masons apprenc,415,95110,1,99910,MASON'S LABOURER,Labourer,,mason apprenc,building_construction,0.5816944663438252,True,modification_poor_result,['apprenc'],False,mason apprentice
1881,Surrey (Extra London),Male,gardeners assistt,185,62710,1,62740,OTHER GARDENER (NOT DOMESTIC),Gardener,,gardener assistt,agricultural,0.5844798393307288,True,modification_poor_result,['assistt'],False,gardener
1881,Bedfordshire,Female,house  parlr maid dom serv stc,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,house parlr maid domestic servant stc,domestic_service,0.5858116475210938,True,modification_poor_result,"['parlr', 'stc']",False,house parlour maid domestic servant
1881,Lancashire,Female,post office assistant c s w,2,37020,1,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,assistant postboy office c s w,transport_communication,0.5872667075233103,True,modification_poor_result,"['c', 's', 'w']",False,post office
1881,Staffordshire,Male,office boy in tramy compy mess,171,37040,1,97190,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Other Dockers and Freight Handlers,,boy office in tramy compy messenger,transport_communication,0.606043038276464,True,modification_poor_result,"['tramy', 'compy']",False,office boy in tramway messenger
1881,Kent (Extra London),Male,colour sergt donegal mill,608,75000,1,99930,FACTORY HANDS (TEXTILE) UNDEFINED (VARIOUS),Factory Worker,,colour sergt donegal miller,food_drink,0.6402295815611407,True,modification_poor_result,"['sergt', 'donegal']",False,colour sergeant miller
1881,Lincolnshire,Male,s m fitters apprentice,347,87590,1,84125,FITTERS (SHIPS),Marine Engine Fitter-Assembler,,apprentice s m fitters,other,0.6608612579064314,True,modification_poor_result,"['s', 'm']",False,fitters apprentice
1881,"London (Parts Of Middlesex, ",Male,captn r n retired,24,58430,1,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,,retired captn r n,unemployed_seeking,0.6637465343229157,True,modification_poor_result,"['captn', 'r', 'n']",False,captain r n retired
1881,Lancashire,Male,hair drawer assistant o v,511,94290,1,94290,HAIR AND BRISTLE WORKERS,Other Basketry Weavers and Brush Makers,,assistant hair drawer o v,other,0.6702814740801679,True,modification_poor_result,"['o', 'v']",False,assistant hair drawer
1881,Cambridgeshire,Male,stonemason  blder emp  men   boys,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,complex,stonemason blder emp men boys,building_construction,0.6737909611031686,True,modification_poor_result,"['blder', 'emp']",False,stonemason builder emp men boys
1881,Lincolnshire,Male,inkeeper  c farms  acres,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,inkeeper c farms acres,other,0.6817535514000662,True,modification_poor_result,"['inkeeper', 'c']",False,inkeeper farms acres
1881,Lancashire,Male,cotn warehouse boy,168,97190,1,97145,WAREHOUSEMEN (NOT MANCHESTER GOODS),Warehouse Porter,,boy cotn warehouse,other,0.6847680419330034,True,modification_poor_result,['cotn'],False,cloth warehouse boy
1881,Essex,Male,hawkers a c  c,35,14140,6,14140,MONKS,Religious Worker (Member of Religious Order),,hawkers a c c,retail_trade,0.6860971581213426,True,modification_poor_result,"['a', 'c', 'c']",False,hawkers a c c
1881,Yorkshire West Riding,Male,locamotive  driver,127,98300,1,98330,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway SteamEngine Fireman,,locamotive driver,other,0.6881466471304049,True,modification_poor_result,['locamotive'],False,locomotive driver
1881,Staffordshire,Male,figure maker c  g,747,92900,1,16120,FIGURE AND IMAGE MAKERS NOT EARTHENWARE,Sculptor,,figure maker c g,other,0.6886898312450512,True,modification_poor_result,"['c', 'g']",False,figure maker cg
1881,"London (Parts Of Middlesex, ",Male,chair  couch manufr,438,81190,1,81190,FURNITURE AND FITTINGS - OTHERS,Other Cabinetmakers,,chair couch manufr,other,0.6888006226292116,True,modification_poor_result,['manufr'],False,chair couch manufr
1881,Lancashire,Male,g apprentice,769,99150,1,99999,APPRENTICES,Unspecified worktitle or several titles,,apprentice g,other,0.6888310438601435,True,modification_poor_result,['g'],False,apprentice g
1881,Surrey (Extra London),Male,enginers labr e  m,27,58420,1,58340,MEN OF THE MARINES,Other Military Ranks,,enginers labr e m,other,0.6893517019594985,True,modification_poor_result,"['enginers', 'labr', 'e', 'm']",False,enginer labr e r
1881,Cheshire,Male,cashier  comm l clerk,121,33130,1,33160,"BANK SERVICE, BANK OFFICIALS AND CLERKS",Cash Desk Cashier,,cashier comm l clerk,professional_clerical,0.6899135925778249,True,modification_poor_result,"['comm', 'l']",False,cashier common law clerk
1881,"London (Parts Of Middlesex, ",Male,potman  waiter unempd,718,53220,1,53210,BOARDING LODGING HOUSE WAITERS (NON-RESIDENT),"Waiter, General",,potman waiter unempd,other,0.6899135925778249,True,modification_poor_result,['unempd'],False,potman waiter unemployed
1881,"London (Parts Of Middlesex, ",Male,billard marker  barman,81,59990,1,18020,BILLIARDS CRICKET AND OTHER GAMES SERVICE,Professional Sportsman,,billard marker barman,other,0.6903910480598322,True,modification_poor_result,['billard'],False,billard marker barman
1881,Kent (Extra London),Female,draper emplying  assist,628,41010,1,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),,draper emplying assist,retail_trade,0.6908253429700068,True,modification_poor_result,['emplying'],False,draper emplying assist
1881,Cumberland,Male,engine driver on m  c ry,127,98300,1,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,complex,engine driver on m c ry,transport_communication,0.6912220767780722,True,modification_poor_result,"['m', 'c', 'ry']",False,engine driver on mcry
1881,"London (Parts Of Middlesex, ",Male,inspector goods dept  rly,13,58900,1,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY OFFICERS",Government Executive Officials Not Elsewhere Classified,,inspector goods dept rly,other,0.6915859204775482,True,modification_poor_result,"['dept', 'rly']",False,inspector of goods dept rly
1881,Yorkshire North Riding,Male,inspecting engines e  m,27,58420,2,58340,MEN OF THE MARINES,Other Military Ranks,,inspecting engines e m,other,0.6917619949032526,True,modification_poor_result,"['e', 'm']",False,inspecting engines em
1881,Devon,Male,apprentice to b  s mkr boot,769,99150,1,99999,APPRENTICES,Unspecified worktitle or several titles,,apprentice to b s mkr boot,other,0.6922300454320452,True,modification_poor_result,"['b', 's', 'mkr']",False,apprentice to blacksmith boot
1881,Staffordshire,Male,draper emp  assts  app,628,41010,1,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),,apprentice draper emp assts,retail_trade,0.7288765968776667,True,modification_poor_result,"['emp', 'assts']",False,apprentice draper employee
1881,Carnarvonshire,Male,blacksmith asst servent,262,83120,1,83110,BLACKSMITHS,"Blacksmith, General",,blacksmith asst servant,domestic_service,0.9843780117049392,True,modification_poor_result,['asst'],False,blacksmith asst servant
