record_id,original_hisco,enhanced_input,original_occupation,sex,county,count
336,87130,Male master plumber decorator in Kent (Extra London),master plumber decorator,Male,Kent (Extra London),1
337,89300,Male brickyard labourer layer in Kent (Extra London),brickyard labourer layer,Male,Kent (Extra London),1
338,80320,Male pauper harness maker in Kent (Extra London),pauper harness maker,Male,Kent (Extra London),1
339,73300,Male rag engineer in paper miller in Kent (Extra London),rag engineer in paper miller,Male,Kent (Extra London),1
340,75400,Male various investments in Kent (Extra London),various investments,Male,Kent (Extra London),1
341,75000,Male colour sergeant miller in Kent (Extra London),colour sergeant miller,Male,Kent (Extra London),1
342,61260,Male drayman in Kent (Extra London),drayman,Male,Kent (Extra London),1
343,96900,Male engine driver in Kent (Extra London),engine driver,Male,Kent (Extra London),1
344,99999,Male retired licensed victualler in Kent (Extra London),retired licensed victualler,Male,Kent (Extra London),1
345,98520,Male coachman in Lancashire,coachman,Male,Lancashire,293
346,75100,Female carder in cotton miller in Lancashire,carder in cotton miller,Female,Lancashire,79
347,75200,Female warper cotton in Lancashire,warper cotton,Female,Lancashire,65
348,94290,Female brush maker in Lancashire,brush maker,Female,Lancashire,55
349,81990,Male lath cutter in Lancashire,lath cutter,Male,Lancashire,16
350,73300,Male hand copper miner in Lancashire,hand copper miner,Male,Lancashire,16
351,17120,Female singer in Lancashire,singer,Female,Lancashire,13
352,75990,Female operative cotton out of work in Lancashire,operative cotton out of work,Female,Lancashire,13
353,98550,Male buss conductor in Lancashire,buss conductor,Male,Lancashire,12
354,71120,Male coal labourer in Lancashire,coal labourer,Male,Lancashire,12
355,79990,Female sack bag maker in Lancashire,sack bag maker,Female,Lancashire,10
356,-1,Male s in Lancashire,s,Male,Lancashire,9
357,17120,Female vocalist musician in Lancashire,vocalist musician,Female,Lancashire,8
358,75990,Male packer at bleachworks cotton in Lancashire,packer at bleachworks cotton,Male,Lancashire,5
359,95410,Male operative carpenter joiner in Lancashire,operative carpenter joiner,Male,Lancashire,4
360,43090,Male apprentice meat salesman in Lancashire,apprentice meat salesman,Male,Lancashire,3
361,39310,Male clerk bleach works in Lancashire,clerk bleach works,Male,Lancashire,3
362,6500,Female chiropodist in Lancashire,chiropodist,Female,Lancashire,2
363,79340,Female bonnet maker in Lancashire,bonnet maker,Female,Lancashire,2
364,45220,Female pedlar in Lancashire,pedlar,Female,Lancashire,2
365,54010,Male servant man inn in Lancashire,servant man inn,Male,Lancashire,2
366,62110,Male agricultural labourer agricultal indoor in Lancashire,agricultural labourer agricultal indoor,Male,Lancashire,2
367,83150,Male farrier horse shoer in Lancashire,farrier horse shoer,Male,Lancashire,2
368,81190,Male windsor chair maker in Lancashire,windsor chair maker,Male,Lancashire,2
369,89120,Male unemployed harness maker in Lancashire,unemployed harness maker,Male,Lancashire,2
370,76140,Male leather in Lancashire,leather,Male,Lancashire,2
371,-1,Male retired from business in Lancashire,retired from business,Male,Lancashire,2
372,37020,Female post office in Lancashire,post office,Female,Lancashire,1
373,54090,Female housekeeper to earl wilton in Lancashire,housekeeper to earl wilton,Female,Lancashire,1
374,54020,Female boarder servant in Lancashire,boarder servant,Female,Lancashire,1
375,54020,Female general domestic in Lancashire,general domestic,Female,Lancashire,1
376,54020,Female unemployed domestic servant in Lancashire,unemployed domestic servant,Female,Lancashire,1
377,75400,Female centre for alic cotton cottons in Lancashire,centre for alic cotton cottons,Female,Lancashire,1
378,75300,Female crape draper in Lancashire,crape draper,Female,Lancashire,1
379,75200,Female twiners c piecer in Lancashire,twiners c piecer,Female,Lancashire,1
380,79130,Female dressmaker in Lancashire,dressmaker,Female,Lancashire,1
381,53220,Female waitress of house in Lancashire,waitress of house,Female,Lancashire,1
382,22190,Female retired overlooker in Lancashire,retired overlooker,Female,Lancashire,1
383,99150,Female apprentice in Lancashire,apprentice,Female,Lancashire,1
384,83400,Female machinist father in Lancashire,machinist father,Female,Lancashire,1
385,99999,Female formerly a quilter in Lancashire,formerly a quilter,Female,Lancashire,1
386,99999,Female scholors in Lancashire,scholors,Female,Lancashire,1
387,99999,Female bachs wife in Lancashire,bachs wife,Female,Lancashire,1
388,99999,Female bleacher cloths wife in Lancashire,bleacher cloths wife,Female,Lancashire,1
389,99999,Female boot and shoe maker wife in Lancashire,boot and shoe maker wife,Female,Lancashire,1
390,99999,Female earthenware manufacture wife in Lancashire,earthenware manufacture wife,Female,Lancashire,1
391,99999,Female foreman dyer wife in Lancashire,foreman dyer wife,Female,Lancashire,1
392,99999,Female spreaders wife in Lancashire,spreaders wife,Female,Lancashire,1
393,99999,Female iron manufacture daughter in Lancashire,iron manufacture daughter,Female,Lancashire,1
394,37020,Male at postboy office csm in Lancashire,at postboy office csm,Male,Lancashire,1
395,37020,Male com clerk indian manchester office in Lancashire,com clerk indian manchester office,Male,Lancashire,1
396,14120,Male vicar of tonge cum brightmead in Lancashire,vicar of tonge cum brightmead,Male,Lancashire,1
397,16150,Male apprentice to engraver litho in Lancashire,apprentice to engraver litho,Male,Lancashire,1
398,17120,Male music teacher advertising agent in Lancashire,music teacher advertising agent,Male,Lancashire,1
399,54090,Male asylum attendant instit domestic servant in Lancashire,asylum attendant instit domestic servant,Male,Lancashire,1
400,41010,Male turkish merchant in Lancashire,turkish merchant,Male,Lancashire,1
401,43090,Male commercial traveller in Lancashire,commercial traveller,Male,Lancashire,1
402,43090,Male commercial traveller boot shoe trade in Lancashire,commercial traveller boot shoe trade,Male,Lancashire,1
403,39310,Male clerk at tobacco manufactory in Lancashire,clerk at tobacco manufactory,Male,Lancashire,1
404,97130,Male railway porter in Lancashire,railway porter,Male,Lancashire,1
405,4250,Male frierman seaman in Lancashire,frierman seaman,Male,Lancashire,1
406,97120,Male commerce clerk dock labourer in Lancashire,commerce clerk dock labourer,Male,Lancashire,1
407,97190,Male cloth warehouse boy in Lancashire,cloth warehouse boy,Male,Lancashire,1
408,62920,Male stockwright in Lancashire,stockwright,Male,Lancashire,1
409,71190,Male laborer at colliery miner in Lancashire,laborer at colliery miner,Male,Lancashire,1
410,87330,Male copper refiner in Lancashire,copper refiner,Male,Lancashire,1
411,72400,Male iron foundry labourer general in Lancashire,iron foundry labourer general,Male,Lancashire,1
412,72400,Male mechanic beer seller agricl iron works in Lancashire,mechanic beer seller agricl iron works,Male,Lancashire,1
413,84130,Male engine tool fitter at works in Lancashire,engine tool fitter at works,Male,Lancashire,1
414,83520,Male miller finisher retailer in Lancashire,miller finisher retailer,Male,Lancashire,1
415,83400,Male beershop keeper in Lancashire,beershop keeper,Male,Lancashire,1
416,84190,Male apprentice turner in machine works in Lancashire,apprentice turner in machine works,Male,Lancashire,1
417,83830,Male ag implement maker in Lancashire,ag implement maker,Male,Lancashire,1
418,83850,Male nail maker in Lancashire,nail maker,Male,Lancashire,1
419,83860,Male foreman wire works tobacconist in Lancashire,foreman wire works tobacconist,Male,Lancashire,1
420,83860,Male goldsmith wire maker ont in Lancashire,goldsmith wire maker ont,Male,Lancashire,1
421,21230,Male employer joiner builder of labour in Lancashire,employer joiner builder of labour,Male,Lancashire,1
422,95410,Male master joiner in Lancashire,master joiner,Male,Lancashire,1
423,41010,Male apprentice to chemist d in Lancashire,apprentice to chemist d,Male,Lancashire,1
424,94290,Male assistant hair drawer in Lancashire,assistant hair drawer,Male,Lancashire,1
425,43030,Male warehouseman news agent in Lancashire,warehouseman news agent,Male,Lancashire,1
426,75400,Male pensioner cotton weaver in Lancashire,pensioner cotton weaver,Male,Lancashire,1
427,75200,Male hand woollen weaver by in Lancashire,hand woollen weaver by,Male,Lancashire,1
428,75400,Male silk weaver dresser in Lancashire,silk weaver dresser,Male,Lancashire,1
429,75600,Male finisher of cloth bleach wks in Lancashire,finisher of cloth bleach wks,Male,Lancashire,1
430,41010,Male apprentice in silk warehouse manuf in Lancashire,apprentice in silk warehouse manuf,Male,Lancashire,1
431,79120,Male no occupation formerly tailor in Lancashire,no occupation formerly tailor,Male,Lancashire,1
432,77100,Male miller emp men boys in Lancashire,miller emp men boys,Male,Lancashire,1
433,41010,Male grain laborer corn dl in Lancashire,grain laborer corn dl,Male,Lancashire,1
434,77650,Male apprentice to tea trade in Lancashire,apprentice to tea trade,Male,Lancashire,1
435,51020,Male outdoor beerhouse keeper in Lancashire,outdoor beerhouse keeper,Male,Lancashire,1
436,99120,Male labourer carter out of employ in Lancashire,labourer carter out of employ,Male,Lancashire,1
437,96900,Male boiler tender unemployed engine driver in Lancashire,boiler tender unemployed engine driver,Male,Lancashire,1
438,99150,Male apprentice g in Lancashire,apprentice g,Male,Lancashire,1
439,80100,Female shoe machinist in Leicestershire,shoe machinist,Female,Leicestershire,16
440,17120,Female teacher music in Leicestershire,teacher music,Female,Leicestershire,4
441,61400,Male bailiff in Leicestershire,bailiff,Male,Leicestershire,4
442,77310,Female retired butcher in Leicestershire,retired butcher,Female,Leicestershire,3
443,62110,Male work on farm in Leicestershire,work on farm,Male,Leicestershire,2
444,12900,Female clerk solicitors in Leicestershire,clerk solicitors,Female,Leicestershire,1
445,54090,Female vegetable maid in Leicestershire,vegetable maid,Female,Leicestershire,1
446,97190,Female housekeeper in Leicestershire,housekeeper,Female,Leicestershire,1
447,81730,Female box maker in Leicestershire,box maker,Female,Leicestershire,1
448,81300,Male employed at ry wagon works in Leicestershire,employed at ry wagon works,Male,Leicestershire,1
449,87130,Male master plumber employing plumbers plumber labs in Leicestershire,master plumber employing plumbers plumber labs,Male,Leicestershire,1
450,75000,Male engine smith at factory em in Leicestershire,engine smith at factory em,Male,Leicestershire,1
451,75500,Male frameworker employing men hos manf in Leicestershire,frameworker employing men hos manf,Male,Leicestershire,1
452,99999,Male labourer son in Lincolnshire,labourer son,Male,Lincolnshire,34
453,37040,Male boy baker errand in Lincolnshire,boy baker errand,Male,Lincolnshire,9
454,99999,Male annutant in Lincolnshire,annutant,Male,Lincolnshire,4
455,62110,Male general servant agricultural labourer in Lincolnshire,general servant agricultural labourer,Male,Lincolnshire,2
456,95920,Female paperhanger wife in Lincolnshire,paperhanger wife,Female,Lincolnshire,1
457,99999,Female parochial relief in Lincolnshire,parochial relief,Female,Lincolnshire,1
458,20200,Male inland revenue officer cs off in Lincolnshire,inland revenue officer cs off,Male,Lincolnshire,1
459,14120,Male rector of willingham in Lincolnshire,rector of willingham,Male,Lincolnshire,1
460,6100,Male frcsengl lrcpedlsaland genl practioner in Lincolnshire,frcsengl lrcpedlsaland genl practioner,Male,Lincolnshire,1
461,2700,Male civil engineer architect in Lincolnshire,civil engineer architect,Male,Lincolnshire,1
462,61110,Male agricultural labourer in Lincolnshire,agricultural labourer,Male,Lincolnshire,1
463,61110,Male brewer maltster farmer in Lincolnshire,brewer maltster farmer,Male,Lincolnshire,1
464,61110,Male farmer acres employs men boys in Lincolnshire,farmer acres employs men boys,Male,Lincolnshire,1
465,61110,Male farmer of acres employing men and boys in Lincolnshire,farmer of acres employing men and boys,Male,Lincolnshire,1
466,61110,Male farmer of acres grocer in Lincolnshire,farmer of acres grocer,Male,Lincolnshire,1
467,61110,Male inkeeper farms acres in Lincolnshire,inkeeper farms acres,Male,Lincolnshire,1
468,61400,Male bailiff foreman on a farm in Lincolnshire,bailiff foreman on a farm,Male,Lincolnshire,1
469,62430,Male sheppard on farm in Lincolnshire,sheppard on farm,Male,Lincolnshire,1
470,62110,Male servant in Lincolnshire,servant,Male,Lincolnshire,1
471,83830,Male machine maker in Lincolnshire,machine maker,Male,Lincolnshire,1
472,87590,Male fitters apprentice in Lincolnshire,fitters apprentice,Male,Lincolnshire,1
473,81400,Male wheelwright and machine mate in Lincolnshire,wheelwright and machine mate,Male,Lincolnshire,1
474,79190,Male tailor cutter in Lincolnshire,tailor cutter,Male,Lincolnshire,1
475,80100,Male journeyman cordwainer in Lincolnshire,journeyman cordwainer,Male,Lincolnshire,1
476,80100,Male rivetter shoe in Lincolnshire,rivetter shoe,Male,Lincolnshire,1
477,41010,Male tobbaconist in Lincolnshire,tobbaconist,Male,Lincolnshire,1
478,80100,"Male boot maker in London (Parts Of Middlesex, ",boot maker,Male,"London (Parts Of Middlesex, ",4547
479,62460,"Male no in London (Parts Of Middlesex, ",no,Male,"London (Parts Of Middlesex, ",49
480,53290,"Male servant club in London (Parts Of Middlesex, ",servant club,Male,"London (Parts Of Middlesex, ",27
481,79320,"Female apprentice milliner in London (Parts Of Middlesex, ",apprentice milliner,Female,"London (Parts Of Middlesex, ",16
482,81730,"Female cardboard liner in London (Parts Of Middlesex, ",cardboard liner,Female,"London (Parts Of Middlesex, ",10
483,84110,"Female assist in London (Parts Of Middlesex, ",assist,Female,"London (Parts Of Middlesex, ",8
484,17120,"Male retired musician in London (Parts Of Middlesex, ",retired musician,Male,"London (Parts Of Middlesex, ",7
485,33130,"Male clerk to bank in London (Parts Of Middlesex, ",clerk to bank,Male,"London (Parts Of Middlesex, ",7
486,62710,"Male road labourer in London (Parts Of Middlesex, ",road labourer,Male,"London (Parts Of Middlesex, ",7
487,99999,"Male watch maker son in London (Parts Of Middlesex, ",watch maker son,Male,"London (Parts Of Middlesex, ",6
488,99999,"Female of dentist wife in London (Parts Of Middlesex, ",of dentist wife,Female,"London (Parts Of Middlesex, ",5
489,54020,"Female servant ladysmaid in London (Parts Of Middlesex, ",servant ladysmaid,Female,"London (Parts Of Middlesex, ",4
490,99999,"Female schoolmaster in London (Parts Of Middlesex, ",schoolmaster,Female,"London (Parts Of Middlesex, ",4
491,16150,"Male apprentice wood engravers in London (Parts Of Middlesex, ",apprentice wood engravers,Male,"London (Parts Of Middlesex, ",4
492,7110,"Female nurse in London (Parts Of Middlesex, ",nurse,Female,"London (Parts Of Middlesex, ",3
493,54020,"Female domestic servant in London (Parts Of Middlesex, ",domestic servant,Female,"London (Parts Of Middlesex, ",3
494,3200,"Female assistant hat in London (Parts Of Middlesex, ",assistant hat,Female,"London (Parts Of Middlesex, ",3
495,81190,"Female cabinet maker wife in London (Parts Of Middlesex, ",cabinet maker wife,Female,"London (Parts Of Middlesex, ",3
496,97120,"Male dock labourer in London (Parts Of Middlesex, ",dock labourer,Male,"London (Parts Of Middlesex, ",3
497,81190,"Male chair back maker in London (Parts Of Middlesex, ",chair back maker,Male,"London (Parts Of Middlesex, ",3
498,74730,"Male labourer soap works in London (Parts Of Middlesex, ",labourer soap works,Male,"London (Parts Of Middlesex, ",3
499,41010,"Male late coal merchant in London (Parts Of Middlesex, ",late coal merchant,Male,"London (Parts Of Middlesex, ",3
500,54020,"Female assistant housekeeper in London (Parts Of Middlesex, ",assistant housekeeper,Female,"London (Parts Of Middlesex, ",2
501,54020,"Female servant house maid in London (Parts Of Middlesex, ",servant house maid,Female,"London (Parts Of Middlesex, ",2
502,91020,"Female mantle maker cutter in London (Parts Of Middlesex, ",mantle maker cutter,Female,"London (Parts Of Middlesex, ",2
503,41010,"Female apprentice cigar making tobacconist in London (Parts Of Middlesex, ",apprentice cigar making tobacconist,Female,"London (Parts Of Middlesex, ",2
504,99999,"Female carrier wife in London (Parts Of Middlesex, ",carrier wife,Female,"London (Parts Of Middlesex, ",2
505,99999,"Female milk carrier daughter in London (Parts Of Middlesex, ",milk carrier daughter,Female,"London (Parts Of Middlesex, ",2
506,39310,"Male clerk leather merchants in London (Parts Of Middlesex, ",clerk leather merchants,Male,"London (Parts Of Middlesex, ",2
507,81300,"Male waggon maker ry in London (Parts Of Middlesex, ",waggon maker ry,Male,"London (Parts Of Middlesex, ",2
508,41010,"Male grocers in London (Parts Of Middlesex, ",grocers,Male,"London (Parts Of Middlesex, ",2
509,99999,"Male visiting in London (Parts Of Middlesex, ",visiting,Male,"London (Parts Of Middlesex, ",2
510,37020,"Female assistant supervisor postboy office telegraphist in London (Parts Of Middlesex, ",assistant supervisor postboy office telegraphist,Female,"London (Parts Of Middlesex, ",1
511,14120,"Female annuitant w of clergyman of church of england in London (Parts Of Middlesex, ",annuitant w of clergyman of church of england,Female,"London (Parts Of Middlesex, ",1
512,14120,"Female lode in London (Parts Of Middlesex, ",lode,Female,"London (Parts Of Middlesex, ",1
513,14120,"Female genlservtdomestic in London (Parts Of Middlesex, ",genlservtdomestic,Female,"London (Parts Of Middlesex, ",1
514,17120,"Female musician in London (Parts Of Middlesex, ",musician,Female,"London (Parts Of Middlesex, ",1
515,54020,"Female monthly in London (Parts Of Middlesex, ",monthly,Female,"London (Parts Of Middlesex, ",1
516,54020,"Female servant dom uneployed in London (Parts Of Middlesex, ",servant dom uneployed,Female,"London (Parts Of Middlesex, ",1
517,53102,"Female cook in London (Parts Of Middlesex, ",cook,Female,"London (Parts Of Middlesex, ",1
518,53101,"Female cook dom boarder in London (Parts Of Middlesex, ",cook dom boarder,Female,"London (Parts Of Middlesex, ",1
519,83890,"Female grazier in London (Parts Of Middlesex, ",grazier,Female,"London (Parts Of Middlesex, ",1
520,94290,"Female wire bristle brush maker in London (Parts Of Middlesex, ",wire bristle brush maker,Female,"London (Parts Of Middlesex, ",1
521,41010,"Female stationer fancy dealer in London (Parts Of Middlesex, ",stationer fancy dealer,Female,"London (Parts Of Middlesex, ",1
522,41010,"Female leather bag maker draper in London (Parts Of Middlesex, ",leather bag maker draper,Female,"London (Parts Of Middlesex, ",1
523,79340,"Female late bonnet maker in London (Parts Of Middlesex, ",late bonnet maker,Female,"London (Parts Of Middlesex, ",1
524,79330,"Female army cap maker accoutrement in London (Parts Of Middlesex, ",army cap maker accoutrement,Female,"London (Parts Of Middlesex, ",1
525,51040,"Female surgeons boarding housekeeper widow in London (Parts Of Middlesex, ",surgeons boarding housekeeper widow,Female,"London (Parts Of Middlesex, ",1
526,99999,"Female income derived from freehold property in London (Parts Of Middlesex, ",income derived from freehold property,Female,"London (Parts Of Middlesex, ",1
527,99999,"Female missionarys wife in London (Parts Of Middlesex, ",missionarys wife,Female,"London (Parts Of Middlesex, ",1
528,99999,"Female fruiterer wife in London (Parts Of Middlesex, ",fruiterer wife,Female,"London (Parts Of Middlesex, ",1
529,99999,"Female ironmongers packer wife in London (Parts Of Middlesex, ",ironmongers packer wife,Female,"London (Parts Of Middlesex, ",1
530,99999,"Female of admiral wife in London (Parts Of Middlesex, ",of admiral wife,Female,"London (Parts Of Middlesex, ",1
531,99999,"Female stationer employing men and women wife in London (Parts Of Middlesex, ",stationer employing men and women wife,Female,"London (Parts Of Middlesex, ",1
532,99999,"Female tobacconist wife in London (Parts Of Middlesex, ",tobacconist wife,Female,"London (Parts Of Middlesex, ",1
533,99999,"Female agricultural labourer in London (Parts Of Middlesex, ",agricultural labourer,Female,"London (Parts Of Middlesex, ",1
534,38010,"Male courier sorter gpo civil in London (Parts Of Middlesex, ",courier sorter gpo civil,Male,"London (Parts Of Middlesex, ",1
535,37020,"Male clerk in meteorological office in London (Parts Of Middlesex, ",clerk in meteorological office,Male,"London (Parts Of Middlesex, ",1
536,37020,"Male late travelling sorter gpo superannuated in London (Parts Of Middlesex, ",late travelling sorter gpo superannuated,Male,"London (Parts Of Middlesex, ",1
537,37020,"Male masters clerk central office royal courts of justice in London (Parts Of Middlesex, ",masters clerk central office royal courts of justice,Male,"London (Parts Of Middlesex, ",1
538,37020,"Male private enquiry office gnrly in London (Parts Of Middlesex, ",private enquiry office gnrly,Male,"London (Parts Of Middlesex, ",1
539,37020,"Male retired surveyor of taxes in London (Parts Of Middlesex, ",retired surveyor of taxes,Male,"London (Parts Of Middlesex, ",1
540,20200,"Male civil service regents pk constable in London (Parts Of Middlesex, ",civil service regents pk constable,Male,"London (Parts Of Middlesex, ",1
541,58220,"Male police inspector supernumerary in London (Parts Of Middlesex, ",police inspector supernumerary,Male,"London (Parts Of Middlesex, ",1
542,58900,"Male inspector of goods dept rly in London (Parts Of Middlesex, ",inspector of goods dept rly,Male,"London (Parts Of Middlesex, ",1
543,58900,"Male rate and tax collector clerk in London (Parts Of Middlesex, ",rate and tax collector clerk,Male,"London (Parts Of Middlesex, ",1
544,31090,"Male schoolmaster wes local preacher in London (Parts Of Middlesex, ",schoolmaster wes local preacher,Male,"London (Parts Of Middlesex, ",1
545,58420,"Male retired staff vety surgeon list madras army in London (Parts Of Middlesex, ",retired staff vety surgeon list madras army,Male,"London (Parts Of Middlesex, ",1
546,58420,"Male retired surgeon major lst in London (Parts Of Middlesex, ",retired surgeon major lst,Male,"London (Parts Of Middlesex, ",1
547,58430,"Male late captn kings own light infantry militia in London (Parts Of Middlesex, ",late captn kings own light infantry militia,Male,"London (Parts Of Middlesex, ",1
548,58430,"Male captain r n retired in London (Parts Of Middlesex, ",captain r n retired,Male,"London (Parts Of Middlesex, ",1
549,58420,"Male superintendent of police in London (Parts Of Middlesex, ",superintendent of police,Male,"London (Parts Of Middlesex, ",1
550,39340,"Male assistant clerk in a law office in London (Parts Of Middlesex, ",assistant clerk in a law office,Male,"London (Parts Of Middlesex, ",1
551,13100,"Male undergraduate of the university of london in London (Parts Of Middlesex, ",undergraduate of the university of london,Male,"London (Parts Of Middlesex, ",1
552,59990,"Male billard marker barman in London (Parts Of Middlesex, ",billard marker barman,Male,"London (Parts Of Middlesex, ",1
553,64990,"Male assistant keeper of the gyts in London (Parts Of Middlesex, ",assistant keeper of the gyts,Male,"London (Parts Of Middlesex, ",1
554,43090,"Male commercial traveller in London (Parts Of Middlesex, ",commercial traveller,Male,"London (Parts Of Middlesex, ",1
555,39310,"Male chelsea pensioner clerk in London (Parts Of Middlesex, ",chelsea pensioner clerk,Male,"London (Parts Of Middlesex, ",1
556,39310,"Male clerk at contractors in London (Parts Of Middlesex, ",clerk at contractors,Male,"London (Parts Of Middlesex, ",1
557,98300,"Male engine driver to builder in London (Parts Of Middlesex, ",engine driver to builder,Male,"London (Parts Of Middlesex, ",1
558,98490,"Male laborer carriage cleaner in London (Parts Of Middlesex, ",laborer carriage cleaner,Male,"London (Parts Of Middlesex, ",1
559,41010,"Male sheriffs man in London (Parts Of Middlesex, ",sheriffs man,Male,"London (Parts Of Middlesex, ",1
560,98550,"Male omnibus cleaner in London (Parts Of Middlesex, ",omnibus cleaner,Male,"London (Parts Of Middlesex, ",1
561,98550,"Male boy bookseller men in London (Parts Of Middlesex, ",boy bookseller men,Male,"London (Parts Of Middlesex, ",1
562,4290,"Male bricklayer in London (Parts Of Middlesex, ",bricklayer,Male,"London (Parts Of Middlesex, ",1
563,37040,"Male boy boy newspaper errand in London (Parts Of Middlesex, ",boy boy newspaper errand,Male,"London (Parts Of Middlesex, ",1
564,37040,"Male boy errand fisherman in London (Parts Of Middlesex, ",boy errand fisherman,Male,"London (Parts Of Middlesex, ",1
565,83230,"Male apprentice house furnishers cabt maker in London (Parts Of Middlesex, ",apprentice house furnishers cabt maker,Male,"London (Parts Of Middlesex, ",1
566,85100,"Male electricion in London (Parts Of Middlesex, ",electricion,Male,"London (Parts Of Middlesex, ",1
567,83830,"Male machine turner eng in London (Parts Of Middlesex, ",machine turner eng,Male,"London (Parts Of Middlesex, ",1
568,72000,"Male labourer tank work iron in London (Parts Of Middlesex, ",labourer tank work iron,Male,"London (Parts Of Middlesex, ",1
569,81300,"Male carriage spring maker coachmaker mkr in London (Parts Of Middlesex, ",carriage spring maker coachmaker mkr,Male,"London (Parts Of Middlesex, ",1
570,21230,"Male master builder m boys in London (Parts Of Middlesex, ",master builder m boys,Male,"London (Parts Of Middlesex, ",1
571,95410,"Male apprentice to carpenter and joiner in London (Parts Of Middlesex, ",apprentice to carpenter and joiner,Male,"London (Parts Of Middlesex, ",1
572,93120,"Male house decr employing men in London (Parts Of Middlesex, ",house decr employing men,Male,"London (Parts Of Middlesex, ",1
573,81190,"Male chair couch manufr in London (Parts Of Middlesex, ",chair couch manufr,Male,"London (Parts Of Middlesex, ",1
574,63290,"Male cork cutter in London (Parts Of Middlesex, ",cork cutter,Male,"London (Parts Of Middlesex, ",1
575,63290,"Male underclothing cutter dressmaker in London (Parts Of Middlesex, ",underclothing cutter dressmaker,Male,"London (Parts Of Middlesex, ",1
576,89300,"Male labourer brick layer in London (Parts Of Middlesex, ",labourer brick layer,Male,"London (Parts Of Middlesex, ",1
577,80390,"Male carpenter staircase handrail maker in London (Parts Of Middlesex, ",carpenter staircase handrail maker,Male,"London (Parts Of Middlesex, ",1
578,80390,"Male matchmaker bryant m fusee in London (Parts Of Middlesex, ",matchmaker bryant m fusee,Male,"London (Parts Of Middlesex, ",1
579,80390,"Male rectifier parchment maker in London (Parts Of Middlesex, ",rectifier parchment maker,Male,"London (Parts Of Middlesex, ",1
580,94290,"Male apprentice brush maker in London (Parts Of Middlesex, ",apprentice brush maker,Male,"London (Parts Of Middlesex, ",1
581,41010,"Male boy stationer employing girls in London (Parts Of Middlesex, ",boy stationer employing girls,Male,"London (Parts Of Middlesex, ",1
582,92400,"Male artists lithographer in London (Parts Of Middlesex, ",artists lithographer,Male,"London (Parts Of Middlesex, ",1
583,92600,"Male book binder in London (Parts Of Middlesex, ",book binder,Male,"London (Parts Of Middlesex, ",1
584,75500,"Male table maker out of work in London (Parts Of Middlesex, ",table maker out of work,Male,"London (Parts Of Middlesex, ",1
585,79990,"Male braid maker trimmings in London (Parts Of Middlesex, ",braid maker trimmings,Male,"London (Parts Of Middlesex, ",1
586,79330,"Male hat maker hatter in London (Parts Of Middlesex, ",hat maker hatter,Male,"London (Parts Of Middlesex, ",1
587,79590,"Male hat manufacture in London (Parts Of Middlesex, ",hat manufacture,Male,"London (Parts Of Middlesex, ",1
588,77650,"Male packer in London (Parts Of Middlesex, ",packer,Male,"London (Parts Of Middlesex, ",1
589,61220,"Male tea sampler in London (Parts Of Middlesex, ",tea sampler,Male,"London (Parts Of Middlesex, ",1
590,41010,"Male tobacconist and letter carrier in London (Parts Of Middlesex, ",tobacconist and letter carrier,Male,"London (Parts Of Middlesex, ",1
591,53220,"Male potman waiter unemployed in London (Parts Of Middlesex, ",potman waiter unemployed,Male,"London (Parts Of Middlesex, ",1
592,41010,"Male wine merchant wholesale in London (Parts Of Middlesex, ",wine merchant wholesale,Male,"London (Parts Of Middlesex, ",1
593,92900,"Male cartridge maker in r arsenal in London (Parts Of Middlesex, ",cartridge maker in r arsenal,Male,"London (Parts Of Middlesex, ",1
594,49020,"Male unemployed broker in London (Parts Of Middlesex, ",unemployed broker,Male,"London (Parts Of Middlesex, ",1
595,83400,"Male boy machinist messenger in London (Parts Of Middlesex, ",boy machinist messenger,Male,"London (Parts Of Middlesex, ",1
596,99999,"Male retired manager of braid trimming business in London (Parts Of Middlesex, ",retired manager of braid trimming business,Male,"London (Parts Of Middlesex, ",1
597,99999,"Male pensioner attendant on gentleman in London (Parts Of Middlesex, ",pensioner attendant on gentleman,Male,"London (Parts Of Middlesex, ",1
598,-1,"Male dressmaker in London (Parts Of Middlesex, ",dressmaker,Male,"London (Parts Of Middlesex, ",1
599,-1,"Male maartist in London (Parts Of Middlesex, ",maartist,Male,"London (Parts Of Middlesex, ",1
600,-1,"Male upholsterer in London (Parts Of Middlesex, ",upholsterer,Male,"London (Parts Of Middlesex, ",1
601,95410,"Unknown joiner in London (Parts Of Middlesex, ",joiner,Unknown,"London (Parts Of Middlesex, ",1
602,21194,Male bookseller in Merionethshire,bookseller,Male,Merionethshire,10
603,62110,Male agricultural labourer in Merionethshire,agricultural labourer,Male,Merionethshire,3
604,62430,Male farm servant shepherd in Merionethshire,farm servant shepherd,Male,Merionethshire,2
605,54020,Female assistant housekeeper in Merionethshire,assistant housekeeper,Female,Merionethshire,1
606,99999,Female shop man wife in Merionethshire,shop man wife,Female,Merionethshire,1
607,17120,Male bachelor of arts teacher in Merionethshire,bachelor of arts teacher,Male,Merionethshire,1
608,41010,Female retired grocer in Middlesex (Extra London),retired grocer,Female,Middlesex (Extra London),11
609,62110,Male field laborer in Middlesex (Extra London),field laborer,Male,Middlesex (Extra London),4
610,54020,Female domestic servant in Middlesex (Extra London),domestic servant,Female,Middlesex (Extra London),3
