record_id,original_hisco,enhanced_input,original_occupation,sex,county,count
322,41010,Male shop in Kent,shop,Male,KENT,1
323,45220,Male hawker cocoanuts in Kent,hawker cocoanuts,Male,KENT,1
324,99999,Male chool in Lancashire,chool,Male,LANCASHIRE,34
325,52030,Male ships baker in Lancashire,ships baker,Male,LANCASHIRE,29
326,75400,Female colour weaver in Lancashire,colour weaver,Female,LANCASHIRE,9
327,94290,Male apprentice brush maker in Lancashire,apprentice brush maker,Male,LANCASHIRE,8
328,37040,Male boy errand ironmongers in Lancashire,boy errand ironmongers,Male,LANCASHIRE,7
329,95110,Male apprentice stone mason in Lancashire,apprentice stone mason,Male,LANCASHIRE,7
330,83860,Male wirer in Lancashire,wirer,Male,LANCASHIRE,6
331,92900,Male printers overseer in Lancashire,printers overseer,Male,LANCASHIRE,6
332,41010,Male retail shop manager in Lancashire,retail shop manager,Male,LANCASHIRE,5
333,75200,Female factory cop winder in Lancashire,factory cop winder,Female,LANCASHIRE,4
334,96900,Female fisherwoman in Lancashire,fisherwoman,Female,LANCASHIRE,4
335,99999,Female cshool in Lancashire,cshool,Female,LANCASHIRE,4
336,79990,Female cleaner cotton miller in Lancashire,cleaner cotton miller,Female,LANCASHIRE,3
337,41010,Female assistant drapers retail in Lancashire,assistant drapers retail,Female,LANCASHIRE,3
338,75990,Male cotton waste overlooker in Lancashire,cotton waste overlooker,Male,LANCASHIRE,3
339,79590,Male sticher in Lancashire,sticher,Male,LANCASHIRE,3
340,77830,Male retired maltster in Lancashire,retired maltster,Male,LANCASHIRE,3
341,56000,Female lanudres in Lancashire,lanudres,Female,LANCASHIRE,2
342,81300,Female coachmaker trimmer in Lancashire,coachmaker trimmer,Female,LANCASHIRE,2
343,83400,Female machinist servant in Lancashire,machinist servant,Female,LANCASHIRE,2
344,62113,Male farmer horseman on farm son in Lancashire,farmer horseman on farm son,Male,LANCASHIRE,2
345,72400,Male labourer at iron work in Lancashire,labourer at iron work,Male,LANCASHIRE,2
346,72400,Male founder plate moulder in Lancashire,founder plate moulder,Male,LANCASHIRE,2
347,93120,Male master house and church decorator in Lancashire,master house and church decorator,Male,LANCASHIRE,2
348,75400,Male retired weaver cotton in Lancashire,retired weaver cotton,Male,LANCASHIRE,2
349,94990,Male pcker in Lancashire,pcker,Male,LANCASHIRE,2
350,49020,Male apprentice pawn broker in Lancashire,apprentice pawn broker,Male,LANCASHIRE,2
351,99999,Male schoolgirl in Lancashire,schoolgirl,Male,LANCASHIRE,2
352,13200,Female assistant teacher upper elementary mixed in Lancashire,assistant teacher upper elementary mixed,Female,LANCASHIRE,1
353,44330,Female typist estate agents in Lancashire,typist estate agents,Female,LANCASHIRE,1
354,24100,Female retired railway clerk in Lancashire,retired railway clerk,Female,LANCASHIRE,1
355,97430,Female layer on for doublers in Lancashire,layer on for doublers,Female,LANCASHIRE,1
356,97190,Female mineral water bottle washing in Lancashire,mineral water bottle washing,Female,LANCASHIRE,1
357,62113,Female farmer household work daughter in Lancashire,farmer household work daughter,Female,LANCASHIRE,1
358,62110,Female assisting farm work in Lancashire,assisting farm work,Female,LANCASHIRE,1
359,74390,Female miner in Lancashire,miner,Female,LANCASHIRE,1
360,72400,Female core maker iron founders in Lancashire,core maker iron founders,Female,LANCASHIRE,1
361,90100,Female apprenticed garment maker in Lancashire,apprenticed garment maker,Female,LANCASHIRE,1
362,80390,Female seacomb forewoman at belt works in Lancashire,seacomb forewoman at belt works,Female,LANCASHIRE,1
363,80390,Female silkscreen costume maker in Lancashire,silkscreen costume maker,Female,LANCASHIRE,1
364,41010,Female sub postmistress stationer in Lancashire,sub postmistress stationer,Female,LANCASHIRE,1
365,75100,Female comber tenter cardroom cardroom in Lancashire,comber tenter cardroom cardroom,Female,LANCASHIRE,1
366,75200,Female carding engine cotton spinning in Lancashire,carding engine cotton spinning,Female,LANCASHIRE,1
367,75200,Female cotton ring doffer school half time in Lancashire,cotton ring doffer school half time,Female,LANCASHIRE,1
368,75200,Female cotton bobbin carriers in Lancashire,cotton bobbin carriers,Female,LANCASHIRE,1
369,75990,Female cop cotton wiender in Lancashire,cop cotton wiender,Female,LANCASHIRE,1
370,79990,Female operative cotton cotton warper in Lancashire,operative cotton cotton warper,Female,LANCASHIRE,1
371,79990,Female rover and doffer cotton in Lancashire,rover and doffer cotton,Female,LANCASHIRE,1
372,75200,Female plain cloth weaver calico in Lancashire,plain cloth weaver calico,Female,LANCASHIRE,1
373,41010,Female quilt warehouse maker up in Lancashire,quilt warehouse maker up,Female,LANCASHIRE,1
374,79130,Female dressmaker artistic in Lancashire,dressmaker artistic,Female,LANCASHIRE,1
375,79190,Female corset caser in Lancashire,corset caser,Female,LANCASHIRE,1
376,41010,Female off license holder provision dealer in Lancashire,off license holder provision dealer,Female,LANCASHIRE,1
377,59990,Female bill poster in Lancashire,bill poster,Female,LANCASHIRE,1
378,49040,Female part time school winder in Lancashire,part time school winder,Female,LANCASHIRE,1
379,83400,Female machinist umbrella in Lancashire,machinist umbrella,Female,LANCASHIRE,1
380,99999,Female of gentleman wife in Lancashire,of gentleman wife,Female,LANCASHIRE,1
381,2200,Male retired engineer on act of ill health in Lancashire,retired engineer on act of ill health,Male,LANCASHIRE,1
382,2200,Male retired mechanical engineer through accident in Lancashire,retired mechanical engineer through accident,Male,LANCASHIRE,1
383,54010,Male at home firewood dealer in Lancashire,at home firewood dealer,Male,LANCASHIRE,1
384,43090,Male meat salesman in Lancashire,meat salesman,Male,LANCASHIRE,1
385,43090,Male commercial traveller drup and chemist in Lancashire,commercial traveller drup and chemist,Male,LANCASHIRE,1
386,44330,Male rent and debt collectors house and estate agents and insurance brokers in Lancashire,rent and debt collectors house and estate agents and insurance brokers,Male,LANCASHIRE,1
387,44330,Male tailoring and outfitting gentlemens in Lancashire,tailoring and outfitting gentlemens,Male,LANCASHIRE,1
388,39310,Male clerk oil stores in Lancashire,clerk oil stores,Male,LANCASHIRE,1
389,39310,Male retired accountants clerk in Lancashire,retired accountants clerk,Male,LANCASHIRE,1
390,24100,Male master tally clerk porter in Lancashire,master tally clerk porter,Male,LANCASHIRE,1
391,98550,Male carter general quay in Lancashire,carter general quay,Male,LANCASHIRE,1
392,97190,Male laundry carman or vanman in Lancashire,laundry carman or vanman,Male,LANCASHIRE,1
393,52030,Male shipscook in Lancashire,shipscook,Male,LANCASHIRE,1
394,97190,Male warehouse man in Lancashire,warehouse man,Male,LANCASHIRE,1
395,37040,Male boy farmer milk in Lancashire,boy farmer milk,Male,LANCASHIRE,1
396,62420,Male cowman on farm in Lancashire,cowman on farm,Male,LANCASHIRE,1
397,71120,Male coal miner labourer dataler belowground in Lancashire,coal miner labourer dataler belowground,Male,LANCASHIRE,1
398,71120,Male colliery daywageman below ground in Lancashire,colliery daywageman below ground,Male,LANCASHIRE,1
399,71120,Male carter at iron ore mines in Lancashire,carter at iron ore mines,Male,LANCASHIRE,1
400,84130,Male engine fitter tobacco factory in Lancashire,engine fitter tobacco factory,Male,LANCASHIRE,1
401,83520,Male engineers brass turner and finisher in Lancashire,engineers brass turner and finisher,Male,LANCASHIRE,1
402,84190,Male assisting in business for son in Lancashire,assisting in business for son,Male,LANCASHIRE,1
403,84190,Male retired none cotton loom fitter in Lancashire,retired none cotton loom fitter,Male,LANCASHIRE,1
404,85100,Male foreman in committ in Lancashire,foreman in committ,Male,LANCASHIRE,1
405,75990,Male stationery buyer for calico printers in Lancashire,stationery buyer for calico printers,Male,LANCASHIRE,1
406,83860,Male machine wire driver in Lancashire,machine wire driver,Male,LANCASHIRE,1
407,81300,Male watchman wright in Lancashire,watchman wright,Male,LANCASHIRE,1
408,94990,Male maker up for reelers in Lancashire,maker up for reelers,Male,LANCASHIRE,1
409,41015,Male press toolmaker for sheet metal stampings in Lancashire,press toolmaker for sheet metal stampings,Male,LANCASHIRE,1
410,88050,Male firr beater in Lancashire,firr beater,Male,LANCASHIRE,1
411,95410,Male joiner at the bench in Lancashire,joiner at the bench,Male,LANCASHIRE,1
412,21290,Male sheet paviors of road in Lancashire,sheet paviors of road,Male,LANCASHIRE,1
413,89300,Male bricklayer in Lancashire,bricklayer,Male,LANCASHIRE,1
414,89120,Male sandwasher plate glass manufacturer in Lancashire,sandwasher plate glass manufacturer,Male,LANCASHIRE,1
415,89120,Male weft carrier in weaving shed in Lancashire,weft carrier in weaving shed,Male,LANCASHIRE,1
416,89130,Male cadday in Lancashire,cadday,Male,LANCASHIRE,1
417,74640,Male labourer in colour room in Lancashire,labourer in colour room,Male,LANCASHIRE,1
418,79200,Male hatters furriers in Lancashire,hatters furriers,Male,LANCASHIRE,1
419,80390,Male incendecent legh maker in Lancashire,incendecent legh maker,Male,LANCASHIRE,1
420,91020,Male cutter shirt maker in Lancashire,cutter shirt maker,Male,LANCASHIRE,1
421,92900,Male assistant linotype printers in Lancashire,assistant linotype printers,Male,LANCASHIRE,1
422,75100,Male stitcher cotton goods in Lancashire,stitcher cotton goods,Male,LANCASHIRE,1
423,75400,Male scutcher cotton trade in Lancashire,scutcher cotton trade,Male,LANCASHIRE,1
424,75400,Male spinning cotton in Lancashire,spinning cotton,Male,LANCASHIRE,1
425,79990,Male cotton fruiterer maker up in Lancashire,cotton fruiterer maker up,Male,LANCASHIRE,1
426,79990,Male stock keeper cotton miller in Lancashire,stock keeper cotton miller,Male,LANCASHIRE,1
427,75200,Male loom tachles wool miller in Lancashire,loom tachles wool miller,Male,LANCASHIRE,1
428,75200,Male weaver wool factory in Lancashire,weaver wool factory,Male,LANCASHIRE,1
429,75600,Male colour cotton cloth manufacturer in Lancashire,colour cotton cloth manufacturer,Male,LANCASHIRE,1
430,92800,Male calico printer works plaiter in Lancashire,calico printer works plaiter,Male,LANCASHIRE,1
431,75600,Male cootton cloth loomer in Lancashire,cootton cloth loomer,Male,LANCASHIRE,1
432,41010,Male assistant in drapers business in Lancashire,assistant in drapers business,Male,LANCASHIRE,1
433,79940,Male maker of artificial leith in Lancashire,maker of artificial leith,Male,LANCASHIRE,1
434,41010,Male traveller household ammored and firelighter dealer in Lancashire,traveller household ammored and firelighter dealer,Male,LANCASHIRE,1
435,41010,Male apprentice greengrocer in Lancashire,apprentice greengrocer,Male,LANCASHIRE,1
436,51040,Male kitchenmaid in lodging house in Lancashire,kitchenmaid in lodging house,Male,LANCASHIRE,1
437,22190,Male master carding miller in Lancashire,master carding miller,Male,LANCASHIRE,1
438,99130,Male railway labourer in Lancashire,railway labourer,Male,LANCASHIRE,1
439,84110,Male apprentice ductile mechanic in Lancashire,apprentice ductile mechanic,Male,LANCASHIRE,1
440,99150,Male apprentice etchers in Lancashire,apprentice etchers,Male,LANCASHIRE,1
441,99999,Male own accounts in Lancashire,own accounts,Male,LANCASHIRE,1
442,-1,Male assisting in the business in Lancashire,assisting in the business,Male,LANCASHIRE,1
443,61110,Male farmer and auctioneer in Leicestershire,farmer and auctioneer,Male,LEICESTERSHIRE,4
444,83400,Female hosiery machinist in Leicestershire,hosiery machinist,Female,LEICESTERSHIRE,2
445,17120,Female teacher of hosiery machinery in Leicestershire,teacher of hosiery machinery,Female,LEICESTERSHIRE,1
446,83400,Female girl shop sewing machinists in Leicestershire,girl shop sewing machinists,Female,LEICESTERSHIRE,1
447,75500,Female leamer of hosiery in Leicestershire,leamer of hosiery,Female,LEICESTERSHIRE,1
448,79190,Female sewing machinist hosiery making up in Leicestershire,sewing machinist hosiery making up,Female,LEICESTERSHIRE,1
449,84110,Female lead miner in Leicestershire,lead miner,Female,LEICESTERSHIRE,1
450,14120,Male a priest of the church of god rector in Leicestershire,a priest of the church of god rector,Male,LEICESTERSHIRE,1
451,6500,Male doctors servant page in Leicestershire,doctors servant page,Male,LEICESTERSHIRE,1
452,71130,Male granite sett maker in Leicestershire,granite sett maker,Male,LEICESTERSHIRE,1
453,71130,Male clay carrying in Leicestershire,clay carrying,Male,LEICESTERSHIRE,1
454,41010,Male retired furniture salesman in Leicestershire,retired furniture salesman,Male,LEICESTERSHIRE,1
455,75500,Male formerly hosiery counterman in Leicestershire,formerly hosiery counterman,Male,LEICESTERSHIRE,1
456,77880,Male bottling beer trade in Leicestershire,bottling beer trade,Male,LEICESTERSHIRE,1
457,53220,Female waitress in Lincolnshire,waitress,Female,LINCOLNSHIRE,94
458,41010,Male grocer and pork butcher in Lincolnshire,grocer and pork butcher,Male,LINCOLNSHIRE,2
459,54020,Female formerly general servant domestic in Lincolnshire,formerly general servant domestic,Female,LINCOLNSHIRE,1
460,79990,Female sack maker and prepairer in Lincolnshire,sack maker and prepairer,Female,LINCOLNSHIRE,1
461,79130,Female dfressmaking in Lincolnshire,dfressmaking,Female,LINCOLNSHIRE,1
462,6100,Male doctor in medicine in Lincolnshire,doctor in medicine,Male,LINCOLNSHIRE,1
463,55100,Male caretaker isolation hospital in Lincolnshire,caretaker isolation hospital,Male,LINCOLNSHIRE,1
464,98430,Male railway signal lampman in Lincolnshire,railway signal lampman,Male,LINCOLNSHIRE,1
465,98200,Male marine engineer fishery in Lincolnshire,marine engineer fishery,Male,LINCOLNSHIRE,1
466,62113,Male helper on farm son in Lincolnshire,helper on farm son,Male,LINCOLNSHIRE,1
467,62110,Male agricultural labourer in Lincolnshire,agricultural labourer,Male,LINCOLNSHIRE,1
468,84130,Male apprentice fitter iron foundry in Lincolnshire,apprentice fitter iron foundry,Male,LINCOLNSHIRE,1
469,87530,Male apprentice orphan builders in Lincolnshire,apprentice orphan builders,Male,LINCOLNSHIRE,1
470,99130,Male general labourer in Lincolnshire,general labourer,Male,LINCOLNSHIRE,1
471,99999,Male pensioner agricultural labourer in Lincolnshire,pensioner agricultural labourer,Male,LINCOLNSHIRE,1
472,99999,Female no in London,no,Female,LONDON,709
473,99200,Female factor in London,factor,Female,LONDON,239
474,33130,Male retired bank clerk in London,retired bank clerk,Male,LONDON,68
475,79200,Male retired currier in London,retired currier,Male,LONDON,7
476,38010,Male telegraph lad in London,telegraph lad,Male,LONDON,5
477,96900,Male assisting engineer in London,assisting engineer,Male,LONDON,5
478,62460,Male hosler in London,hosler,Male,LONDON,4
479,62460,Male other in London,other,Male,LONDON,4
480,98550,Male carman in London,carman,Male,LONDON,4
481,4250,Male retired shipmaster in London,retired shipmaster,Male,LONDON,3
482,84400,Male apprentice to motor engineering in London,apprentice to motor engineering,Male,LONDON,3
483,81990,Male wood in London,wood,Male,LONDON,3
484,41015,Male carman wholesale milk in London,carman wholesale milk,Male,LONDON,3
485,54090,Female massuse in London,massuse,Female,LONDON,2
486,84290,Female fitter of surgical appliances in London,fitter of surgical appliances,Female,LONDON,2
487,92600,Female bock folder in London,bock folder,Female,LONDON,2
488,77400,Female sweet stuff maker in London,sweet stuff maker,Female,LONDON,2
489,99999,Female poor law relief in London,poor law relief,Female,LONDON,2
490,99999,Female pensioner help in retail shop and postboy office in London,pensioner help in retail shop and postboy office,Female,LONDON,2
491,99999,Female scholar orphan in London,scholar orphan,Female,LONDON,2
492,58430,Male gunner royal artillery in London,gunner royal artillery,Male,LONDON,2
493,6100,Male checker s e and c rly in London,checker s e and c rly,Male,LONDON,2
494,57040,Male house proprietor in London,house proprietor,Male,LONDON,2
495,98490,Male labourer g n rly in London,labourer g n rly,Male,LONDON,2
496,83120,Male blacksmith in London,blacksmith,Male,LONDON,2
497,92120,Male printing monotype operator in London,printing monotype operator,Male,LONDON,2
498,75700,Male cordwainer in London,cordwainer,Male,LONDON,2
499,41010,Male spirit bottling in London,spirit bottling,Male,LONDON,2
500,84110,Male layer in London,layer,Male,LONDON,2
501,99999,Male student commerce in London,student commerce,Male,LONDON,2
502,37020,Female civil servant clark postboy office in London,civil servant clark postboy office,Female,LONDON,1
503,37020,Female pensioner p o in London,pensioner p o,Female,LONDON,1
504,7220,Female hospital nurse domestic in London,hospital nurse domestic,Female,LONDON,1
505,13200,Female apprentice teacher in London,apprentice teacher,Female,LONDON,1
506,13990,Female forte teacher in London,forte teacher,Female,LONDON,1
507,39900,Female millinery trade school in London,millinery trade school,Female,LONDON,1
508,54020,Female housekeeper drapery est in London,housekeeper drapery est,Female,LONDON,1
509,54020,Female private means gate domestic servant in London,private means gate domestic servant,Female,LONDON,1
510,55200,Female charwoman in London,charwoman,Female,LONDON,1
511,54010,Female hallmaid in London,hallmaid,Female,LONDON,1
512,83210,Female artificia in London,artificia,Female,LONDON,1
513,83890,Female lampfactory in London,lampfactory,Female,LONDON,1
514,83890,Female cashier at liptons in London,cashier at liptons,Female,LONDON,1
515,83890,Female work at stay works in London,work at stay works,Female,LONDON,1
516,94990,Female box fillers wax match in London,box fillers wax match,Female,LONDON,1
517,80390,Female fulther maker in London,fulther maker,Female,LONDON,1
518,94290,Female lamerry prepare in London,lamerry prepare,Female,LONDON,1
519,94290,Female worker hair wigs in London,worker hair wigs,Female,LONDON,1
520,21194,Female musicpublisher in London,musicpublisher,Female,LONDON,1
521,75000,Female machinist in London,machinist,Female,LONDON,1
522,79990,Female marnell in London,marnell,Female,LONDON,1
523,79320,Female salewwoman in London,salewwoman,Female,LONDON,1
524,79190,Female tailoress hand fellign in London,tailoress hand fellign,Female,LONDON,1
525,79590,Female hemstitsher in London,hemstitsher,Female,LONDON,1
526,41010,Female boot swing in London,boot swing,Female,LONDON,1
527,57020,Female assistant hairdresser in London,assistant hairdresser,Female,LONDON,1
528,41010,Female fishmonger in London,fishmonger,Female,LONDON,1
529,77840,Female faneywork in London,faneywork,Female,LONDON,1
530,51020,Female managerass in London,managerass,Female,LONDON,1
531,94990,Female banknote checker in London,banknote checker,Female,LONDON,1
532,22190,Female wardrobe dealers manageress in London,wardrobe dealers manageress,Female,LONDON,1
533,99200,Female coal in factory in London,coal in factory,Female,LONDON,1
534,99999,Female retired domestic servant in London,retired domestic servant,Female,LONDON,1
535,99999,Female a wife mother in London,a wife mother,Female,LONDON,1
536,99999,Female infants wool boot maker for cox and farmer in London,infants wool boot maker for cox and farmer,Female,LONDON,1
537,38010,Male overser london postal service in London,overser london postal service,Male,LONDON,1
538,37020,Male ex soldier clerk war office whitehall sw in London,ex soldier clerk war office whitehall sw,Male,LONDON,1
539,20200,Male civil servant nd dis clerk in London,civil servant nd dis clerk,Male,LONDON,1
540,20200,Male civil servant nd div clerk in London,civil servant nd div clerk,Male,LONDON,1
541,20200,Male civil service examining officer customs in London,civil service examining officer customs,Male,LONDON,1
542,58220,Male retired police inspector in London,retired police inspector,Male,LONDON,1
543,58900,Male retired inspector general of hospital rr in London,retired inspector general of hospital rr,Male,LONDON,1
544,19100,Male asst jewellrey in London,asst jewellrey,Male,LONDON,1
545,58420,Male retired dr coll army pay department drawing pension in London,retired dr coll army pay department drawing pension,Male,LONDON,1
546,15100,Male author journalist legal branch in London,author journalist legal branch,Male,LONDON,1
547,19990,Male artist subjects in London,artist subjects,Male,LONDON,1
548,3010,Male surveyor in bc in London,surveyor in bc,Male,LONDON,1
549,17120,Male teacher of the pianoforte in London,teacher of the pianoforte,Male,LONDON,1
550,16110,Male theatre work in London,theatre work,Male,LONDON,1
551,54020,Male gentleman servant butter in London,gentleman servant butter,Male,LONDON,1
552,54020,Male vater in London,vater,Male,LONDON,1
553,53290,Male club steward out of work in London,club steward out of work,Male,LONDON,1
554,55100,Male late chapel keeper in London,late chapel keeper,Male,LONDON,1
555,55230,Male journeyman dining cleaner in London,journeyman dining cleaner,Male,LONDON,1
556,43090,Male bag and trunk salesman in London,bag and trunk salesman,Male,LONDON,1
557,43090,Male cam traveller underlines in London,cam traveller underlines,Male,LONDON,1
558,43090,Male trarsler in London,trarsler,Male,LONDON,1
559,44330,Male late manager trusteed fathers estate in London,late manager trusteed fathers estate,Male,LONDON,1
560,39310,Male as present without occupation else clerk in London,as present without occupation else clerk,Male,LONDON,1
561,39310,Male fire insurance inspector in London,fire insurance inspector,Male,LONDON,1
562,97130,Male dispensary porter upper st in London,dispensary porter upper st,Male,LONDON,1
563,97130,Male railway porter in London,railway porter,Male,LONDON,1
564,98550,Male cometman in London,cometman,Male,LONDON,1
565,98550,Male carter market jobber in London,carter market jobber,Male,LONDON,1
566,98200,Male marine engr and inventor in London,marine engr and inventor,Male,LONDON,1
567,97190,Male warehouse man in London,warehouse man,Male,LONDON,1
568,37040,Male boy butcher errand out of employment in London,boy butcher errand out of employment,Male,LONDON,1
569,37040,Male erand boy tea in London,erand boy tea,Male,LONDON,1
570,37040,Male shop errand in London,shop errand,Male,LONDON,1
571,72100,Male apprentice steel bridge plate worker in London,apprentice steel bridge plate worker,Male,LONDON,1
572,84190,Male draightsman in London,draightsman,Male,LONDON,1
573,85100,Male johnson and phillip arc lamp dept in London,johnson and phillip arc lamp dept,Male,LONDON,1
574,74200,Male turner rc laboratory dept royal arsenal in London,turner rc laboratory dept royal arsenal,Male,LONDON,1
575,83890,Male gridiron maker in London,gridiron maker,Male,LONDON,1
576,72000,Male trammayer worker in London,trammayer worker,Male,LONDON,1
577,84400,Male apprentice to motor firm in London,apprentice to motor firm,Male,LONDON,1
578,84400,Male chaffeur motor in London,chaffeur motor,Male,LONDON,1
579,84400,Male piano trade engineer in London,piano trade engineer,Male,LONDON,1
580,84460,Male coach motor body maker in London,coach motor body maker,Male,LONDON,1
581,41010,Male clerk in dried fruiterer merchant in London,clerk in dried fruiterer merchant,Male,LONDON,1
582,41010,Male marine store dealer in London,marine store dealer,Male,LONDON,1
583,21230,Male former builder unable to work in London,former builder unable to work,Male,LONDON,1
584,95410,Male joiner in London,joiner,Male,LONDON,1
585,95420,Male formerly a carpenter joiner in London,formerly a carpenter joiner,Male,LONDON,1
586,93120,Male laberer painters house in London,laberer painters house,Male,LONDON,1
587,79620,Male stuffing upholster in London,stuffing upholster,Male,LONDON,1
588,94290,Male apprentice basket maker in London,apprentice basket maker,Male,LONDON,1
589,94290,Male basket in London,basket,Male,LONDON,1
590,94290,Male band uniform manufacturer in London,band uniform manufacturer,Male,LONDON,1
591,81230,Male general wood turning in London,general wood turning,Male,LONDON,1
592,81230,Male retired wood and bone turner in London,retired wood and bone turner,Male,LONDON,1
593,89120,Male rivvesion in London,rivvesion,Male,LONDON,1
594,41010,Male labour glass and china in London,labour glass and china,Male,LONDON,1
595,80390,Male hat leather dresser in London,hat leather dresser,Male,LONDON,1
596,80390,Male elect battery maker in London,elect battery maker,Male,LONDON,1
597,81730,Male strippen in London,strippen,Male,LONDON,1
598,41010,Male assistant packers stationery in London,assistant packers stationery,Male,LONDON,1
599,92120,Male music and general compositor in London,music and general compositor,Male,LONDON,1
600,92900,Male printers formerly layer on in London,printers formerly layer on,Male,LONDON,1
601,75000,Male silk searfe cutter in London,silk searfe cutter,Male,LONDON,1
602,41010,Male machiner in boot line in London,machiner in boot line,Male,LONDON,1
603,57020,Male hairdresser in London,hairdresser,Male,LONDON,1
604,77310,Male retired pensioned butcher in London,retired pensioned butcher,Male,LONDON,1
605,41010,Male butler dealer and traveller in London,butler dealer and traveller,Male,LONDON,1
606,41010,Male dealer rag and bom in London,dealer rag and bom,Male,LONDON,1
607,39100,Male mountcutter in London,mountcutter,Male,LONDON,1
608,99130,Male coal labourer in London,coal labourer,Male,LONDON,1
609,99130,Male formerly builder labourer in London,formerly builder labourer,Male,LONDON,1
610,83400,Male apprentice machinist minder in London,apprentice machinist minder,Male,LONDON,1
611,58410,Male pensioner army overseer in London,pensioner army overseer,Male,LONDON,1
612,99999,Male pensioner civil age in London,pensioner civil age,Male,LONDON,1
613,99999,Male giving private means in London,giving private means,Male,LONDON,1
614,58430,Unknown anny in London,anny,Unknown,LONDON,1
615,20200,Male indian civil servant in Merionethshire,indian civil servant,Male,MERIONETHSHIRE,1
616,95410,Male retired carpenter in Middlesex,retired carpenter,Male,MIDDLESEX,32
617,54020,Female general servant domestic in Middlesex,general servant domestic,Female,MIDDLESEX,10
618,38010,Male retired telegraphist in Middlesex,retired telegraphist,Male,MIDDLESEX,2
619,87130,Male plumber lead in Middlesex,plumber lead,Male,MIDDLESEX,2
620,79590,Male shirtmaker in Middlesex,shirtmaker,Male,MIDDLESEX,2
621,77310,Male assistant butcher in Middlesex,assistant butcher,Male,MIDDLESEX,2
622,87130,Male stoker in Middlesex,stoker,Male,MIDDLESEX,2
623,7110,Female sick nurse monthly nurse and masseuss in Middlesex,sick nurse monthly nurse and masseuss,Female,MIDDLESEX,1
624,87390,Female metallic box maker in Middlesex,metallic box maker,Female,MIDDLESEX,1
625,59990,Female kitchen woman in Middlesex,kitchen woman,Female,MIDDLESEX,1
626,22190,Female manageress for blouse rove manufacturer in Middlesex,manageress for blouse rove manufacturer,Female,MIDDLESEX,1
627,84110,Female box maker in Middlesex,box maker,Female,MIDDLESEX,1
628,20200,Male civil servant nd div higher grade in Middlesex,civil servant nd div higher grade,Male,MIDDLESEX,1
629,58900,Male superintendent and inspector in Middlesex,superintendent and inspector,Male,MIDDLESEX,1
630,13990,Male violent teacher in Middlesex,violent teacher,Male,MIDDLESEX,1
631,43010,Male shipbuilder in Middlesex,shipbuilder,Male,MIDDLESEX,1
632,44330,Male backmaking and marking ff in Middlesex,backmaking and marking ff,Male,MIDDLESEX,1
633,39310,Male clerk to guardians of hammersmith in Middlesex,clerk to guardians of hammersmith,Male,MIDDLESEX,1
634,24100,Male carriers booking clerk in Middlesex,carriers booking clerk,Male,MIDDLESEX,1
635,98550,Male coachman in Middlesex,coachman,Male,MIDDLESEX,1
636,37040,Male ware house porter in Middlesex,ware house porter,Male,MIDDLESEX,1
637,62110,Male agricultural labourer in Middlesex,agricultural labourer,Male,MIDDLESEX,1
638,83860,Male spring roller maker window blent trade in Middlesex,spring roller maker window blent trade,Male,MIDDLESEX,1
639,84290,Male optical lens maker in Middlesex,optical lens maker,Male,MIDDLESEX,1
640,94940,Male toy maker wood in Middlesex,toy maker wood,Male,MIDDLESEX,1
641,41010,Male fishmongers canvasser in Middlesex,fishmongers canvasser,Male,MIDDLESEX,1
642,41010,Male tea shop inspector in Middlesex,tea shop inspector,Male,MIDDLESEX,1
643,58410,Male night watchman naval pensioner in Middlesex,night watchman naval pensioner,Male,MIDDLESEX,1
644,99999,Male helper to his father in Middlesex,helper to his father,Male,MIDDLESEX,1
645,71120,Male miner coal hewer in Monmouthshire,miner coal hewer,Male,MONMOUTHSHIRE,3
646,24100,Male railway officer in Monmouthshire,railway officer,Male,MONMOUTHSHIRE,2
647,85100,Male electriction in Monmouthshire,electriction,Male,MONMOUTHSHIRE,2
648,95410,Male apprentice joiner in Monmouthshire,apprentice joiner,Male,MONMOUTHSHIRE,2
649,62113,Female farmer house keeper domestic daughter in Monmouthshire,farmer house keeper domestic daughter,Female,MONMOUTHSHIRE,1
650,92600,Female apprentice book binder in Monmouthshire,apprentice book binder,Female,MONMOUTHSHIRE,1
651,24100,Male retired railway canvasser in Monmouthshire,retired railway canvasser,Male,MONMOUTHSHIRE,1
652,61250,Male nurseryman in Monmouthshire,nurseryman,Male,MONMOUTHSHIRE,1
653,72100,Male galvanized cold rollers helper in Monmouthshire,galvanized cold rollers helper,Male,MONMOUTHSHIRE,1
654,41015,Male wholesale and retail merchant in Monmouthshire,wholesale and retail merchant,Male,MONMOUTHSHIRE,1
655,94990,Male underground workman repairer in Monmouthshire,underground workman repairer,Male,MONMOUTHSHIRE,1
656,81120,Male formerly chair maker in Monmouthshire,formerly chair maker,Male,MONMOUTHSHIRE,1
657,77650,Male packer in Monmouthshire,packer,Male,MONMOUTHSHIRE,1
658,71120,Male retired lead miner in Montgomeryshire,retired lead miner,Male,MONTGOMERYSHIRE,1
659,79130,Female dressmaker in Norfolk,dressmaker,Female,NORFOLK,15
660,53102,Male chef in Norfolk,chef,Male,NORFOLK,10
661,15100,Female author in Norfolk,author,Female,NORFOLK,2
662,71120,Male labourer in Norfolk,labourer,Male,NORFOLK,2
663,16130,Female dresser artist in Norfolk,dresser artist,Female,NORFOLK,1
