County,Sex,Occode,final_result,Count,Year,Occupation_String,HISCO_x,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,standardized_llm
GLAMORGANSHIRE,Male,464,apprentice brick maker,1,1861,brick maker apprentice,89300,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),,apprentice brick maker,building_construction,0.8496787601654118,False,acceptable_quality,[],False,
GLAMORGANSHIRE,Male,714,chain maker beer house keeper,1,1861,chain maker beer house keeper,51050,51050,BEERSELLERS,"Working Proprietor  (Cafe, Bar and Snack Bar)",,chain maker beer house keeper,other,0.9,False,acceptable_quality,[],False,
GLAMORGANSHIRE,Male,761,manufacturer,1,1861,manufacturer,22190,21110,"MANUFACTURERS, MANAGERS, SUPERINTENDENTS, FOREMEN (UNSPECIFIED)",General Manager,,manufacturer,metalwork_engineering,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,84,farm servant,9,1861,formerly servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,farm servant,agricultural,0.6601174537080058,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,434,road surveyor,9,1861,road surveyor,21290,21240,"ROAD--CONTRACTOR, SURVEYOR, INSPECTOR",Contractor,,road surveyor,other,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,141,carrier,4,1861,carrier,98550,98620,CARMEN CARRIERS CARTERS AND DRAYMEN,Animal-Drawn Vehicle Driver (Road),simple,carrier,transport_communication,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Female,795,woollen drapers daughter,3,1861,woollen drapers daughter,99999,99999,NO SPECIFIED OCCUPATION - CHILDREN,Unspecified worktitle or several titles,,woollen drapers daughter,family_dependent,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,791,plumber son,3,1861,plumbers son,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,plumber son,family_dependent,0.7602866994956899,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Female,778,magistrate,2,1861,magistrate,99999,99999,PRIVATE MEANS,Unspecified worktitle or several titles,simple,magistrate,other,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Female,94,marine keeper,1,1861,marine  keeper,64990,64990,"PARK, LODGE, GATE, ETC.--KEEPER (NOT GOVERNMENT)","Other Fishermen, Hunters and Related Workers",moderate,marine keeper,other,0.8801153027334755,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Female,178,shepherd,1,1861,farm shepherd,62430,62430,SHEPHERD,Sheep Farm Worker,,shepherd,agricultural,0.6147452745182697,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Female,789,of photographer artist wife,1,1861,wife of photographer artist,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,of photographer artist wife,family_dependent,0.8839257806960299,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Female,791,police daughter,1,1861,policemans daughter,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,police daughter,family_dependent,0.6886014830585833,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,24,retired commander,1,1861,commander r n retired,58430,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,,retired commander r n,unemployed_seeking,0.6719593395844372,True,modification_poor_result,"['r', 'n']",False,retired commander r n
GLOUCESTERSHIRE,Male,28,rector of parish,1,1861,rector of parish,14120,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,moderate,rector of parish,other,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,28,vicar ofbarrington,1,1861,vicar ofbarrington,14120,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,,vicar ofbarrington,other,0.54,True,unchanged_with_some_invalid_words,['ofbarrington'],False,vicar ofbarrington
GLOUCESTERSHIRE,Male,50,master tramp ward,1,1861,tramp ward master,7990,7990,HOSPITAL WORKERS GENERAL - DEFAULT,"Other Medical, Dental, Veterinary and Related Workers",,master tramp ward,other,0.860435785640358,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,106,bath,1,1861,bath,57040,57070,BATH AND WASH-HOUSE SERVICE,Bath Attendant,,bath,other,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,111,wine merchant,1,1861,russain merchant,41010,41025,MERCHANT -- COMMODITY UNDEFINED,Working Proprietor (Wholesale or Retail Trade),,wine merchant,food_drink,0.8268472804714394,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,133,porter provision market,1,1861,porter provision market,97130,97130,RAILWAY PORTER,Railway and Road Vehicle Loader,,porter provision market,transport_communication,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,159,retired steward,1,1861,retired steward,52030,53150,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Cook,,retired steward,unemployed_seeking,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,175,farmers son,1,1861,farmers son unemployed,62113,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer son,family_dependent,0.4345026691776554,True,low_confidence,[],False,farmer son
GLOUCESTERSHIRE,Male,185,gardener,1,1861,gardener  west,62710,62740,OTHER GARDENER (NOT DOMESTIC),Gardener,moderate,gardener,agricultural,0.5980646230333772,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,185,master gardener,1,1861,gardeners master,62710,62740,OTHER GARDENER (NOT DOMESTIC),Gardener,moderate,master gardener,agricultural,0.6591154354769266,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,235,coal dealer,1,1861,coal hanllier,41015,41025,COAL MERCHANTS AND DEALERS,Working Proprietor (Wholesale or Retail Trade),,coal dealer,retail_trade,0.7839382900674151,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,362,labourer and shop keeper,1,1861,labourer and shop keeper,84300,84975,"BICYCLE MAKERS, BICYCLE REPAIRERS",Pedal-Cycle Repairer,,labourer and shop keeper,general_labour,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,
GLOUCESTERSHIRE,Male,434,road contractor employing men and boys,1,1861,road contractor employing  men and  boys,21290,3010,"ROAD--CONTRACTOR, SURVEYOR, INSPECTOR","Surveyor, General",,road contractor employing men and boys,other,0.797718323862013,False,multiple_occupation_excluded_from_llm_check,[],True,
GLOUCESTERSHIRE,Male,468,formerly glass maker,1,1861,formerly glass maker,89120,89156,"SHEET, PLATE--GLASS MANUFACTURE",Glass Cutter,,formerly glass maker,other,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,507,currier foreman,1,1861,currier foreman,76140,76150,CURRIERS,Leather Currier,,currier foreman,crafts_trades,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,669,umbrella crack maker,1,1861,umbrella crack maker,79930,79930,UMBRELLA PARASOL AND STICK MAKERS,Umbrella Maker,,umbrella crack maker,other,0.9,False,acceptable_quality,[],False,
GLOUCESTERSHIRE,Male,772,retired gamekeeper,1,1861,retired farm keeper,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,retired gamekeeper,unemployed_seeking,0.6652687554703921,False,acceptable_quality,[],False,
HAMPSHIRE,Male,158,marine artilleryman,7,1861,marine artilleryman,98200,98220,MERCHANT SERVICE; SEAMAN--ENGINEERING DEPARTMENT,Ship's Fireman,,marine artilleryman,other,0.9,False,acceptable_quality,[],False,
HAMPSHIRE,Female,84,housekeeper domestic servant,4,1861,housekeeper domestic servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,housekeeper domestic servant,domestic_service,0.9,False,acceptable_quality,[],False,
HAMPSHIRE,Male,181,labourer in farm,3,1861,labourer in farm,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,labourer in farm,general_labour,0.9,False,acceptable_quality,[],False,
HAMPSHIRE,Female,6,servant of mede clerk,1,1861,servant of medi clerk,20200,20210,OTHER CIVIL SERVICE OFFICERS AND CLERKS,Government Administrator,,servant of medi clerk,domestic_service,0.54,True,unchanged_with_some_invalid_words,['medi'],False,servant of medi clerk
HAMPSHIRE,Female,52,master school,1,1861,school master,13200,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",,master school,other,0.8446194073626947,False,acceptable_quality,[],False,
HAMPSHIRE,Female,179,dairy maid farm servant,1,1861,dairy maid farm servant,62420,62420,"AGRICULTURAL LABOURER, FARM SERVANT--DISTINGUISHED AS IN CHARGE OF CATTLE",Beef Cattle Farm Worker,,dairy maid farm servant,agricultural,0.9,False,acceptable_quality,[],False,
HAMPSHIRE,Female,584,apprentice ropemaker,1,1861,rope makers apprentice,75700,75710,"ROPE, TWINE, CORD û MAKERS","Rope Maker, General",,apprentice ropemaker,crafts_trades,0.6380262975313382,False,acceptable_quality,[],False,
HAMPSHIRE,Female,789,coachmaker smiths small shop wife,1,1861,coach smiths wife small shop,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,coachmaker smiths small shop wife,family_dependent,0.7358261167077846,False,acceptable_quality,[],False,
HAMPSHIRE,Female,791,servant for family,1,1861,servant for family,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,servant for family,domestic_service,0.9,False,acceptable_quality,[],False,
HAMPSHIRE,Male,8,east india company steward,1,1861,east india company steward,20200,20210,SENIOR OFFIALS AND OTHERS IN EAST INDIA SERVICE,Government Administrator,,east india company steward,other,0.9,False,acceptable_quality,[],False,
HAMPSHIRE,Male,117,late surveyor builder and brick forpottery,1,1861,surveyor builder and brick late forpottery,44330,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,,late surveyor builder and brick forpottery,unemployed_seeking,0.8009378191459257,False,multiple_occupation_excluded_from_llm_check,['forpottery'],True,
HAMPSHIRE,Male,123,merchant shipwright insurance broker,1,1861,merchant ship insurance broker,39310,19950,INSURANCE OFFICIALS CLERKS,Underwriter,,merchant shipwright insurance broker,professional_clerical,0.7675259028476362,False,acceptable_quality,[],False,
HAMPSHIRE,Male,173,inn keeper farmer,1,1861,inn keeper  farmer,61110,61110,"FARMER, GRAZIER",General Farmer,,inn keeper farmer,agricultural,0.8847599748819491,False,acceptable_quality,[],False,
HAMPSHIRE,Male,437,cabinet,1,1861,cabinet,81120,81120,CABINET MAKERS,Cabinetmaker,,cabinet,crafts_trades,0.9,False,acceptable_quality,[],False,
HAMPSHIRE,Male,473,shipman,1,1861,shipman,41010,41025,"EARTHENWARE, CHINA, GLASS--DEALER",Working Proprietor (Wholesale or Retail Trade),simple,shipman,other,0.9,False,acceptable_quality,[],False,
HAMPSHIRE,Male,510,boy saddler employing man,1,1861,saddler employing  man   boy,80320,80320,SADDLE HARNESS AND WHIP MAKERS,Saddler and Harness Maker,,boy saddler employing man,crafts_trades,0.861445714009725,False,acceptable_quality,[],False,
HAMPSHIRE,Male,584,rope maker royal navy,1,1861,rope maker royal navy,75700,75710,"ROPE, TWINE, CORD û MAKERS","Rope Maker, General",,rope maker royal navy,public_service,0.9,False,acceptable_quality,[],False,
HAMPSHIRE,Male,751,mangler,1,1861,monger,41010,41025,DEALERS IN SUNDRY MATERIALS,Working Proprietor (Wholesale or Retail Trade),simple,mangler,domestic_service,0.7158791539986583,False,acceptable_quality,[],False,
HAMPSHIRE,Male,772,farm laborer son,1,1861,farm laborers son,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,farm laborer son,family_dependent,0.8129301862237303,False,acceptable_quality,[],False,
HAMPSHIRE,Male,772,retired from business,1,1861,retired from business,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,retired from business,unemployed_seeking,0.9,False,acceptable_quality,[],False,
HEREFORDSHIRE,Male,180,agricultural labourer,17,1861,agricultural labourer carter,62460,62460,"AGRICULTURAL LABOURER, FARM SERVANT--DISTINGUISHED AS IN CHARGE OF HORSES",Horse Worker,,agricultural labourer,agricultural,0.7601858720798177,False,acceptable_quality,[],False,
HEREFORDSHIRE,Female,181,late farm servant,1,1861,late a farm servant,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,late farm servant,unemployed_seeking,0.9092516335050256,False,acceptable_quality,[],False,
HEREFORDSHIRE,Male,84,gentlemans servant,1,1861,gentlemans servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,gentlemans servant,domestic_service,0.9,False,acceptable_quality,[],False,
HERTFORDSHIRE,Male,409,carpenter,4,1861,carpenter,95410,95410,"CARPENTER, JOINER","Carpenter, General",simple,carpenter,building_construction,0.9,False,acceptable_quality,[],False,
HERTFORDSHIRE,Male,785,student,2,1861,student,99999,99999,OTHER STUDENTS,Unspecified worktitle or several titles,simple,student,other,0.9,False,acceptable_quality,[],False,
HERTFORDSHIRE,Female,113,beerseller,1,1861,seller,43090,42220,SALESMEN AND BUYERS (NOT OTHERWISE DESCRIBED),Buyer,simple,beerseller,food_drink,0.5340742142961542,True,modification_poor_result,['beerseller'],False,beerseller
HERTFORDSHIRE,Male,38,barrister at law in,1,1861,barrister at law in,12120,12110,"BARRISTER, ADVOCATE",Lawyer,,barrister at law in,other,0.9,False,acceptable_quality,[],False,
HERTFORDSHIRE,Male,76,musician,1,1861,musician,17120,17120,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Composer,simple,musician,personal_service,0.9,False,acceptable_quality,[],False,
HERTFORDSHIRE,Male,262,apprentice blacksmith labourer,1,1861,blacksmith labourer apprentice,83120,83110,BLACKSMITHS,"Blacksmith, General",,apprentice blacksmith labourer,metalwork_engineering,0.8655374289342,False,acceptable_quality,[],False,
HERTFORDSHIRE,Male,647,bonnet maker,1,1861,bonnet stocker,79330,79310,FELT HAT MANUFACTURE WOLLEN BONNET MANUFACTURE,"Hat Maker, General",,bonnet maker,personal_service,0.6552518785491991,False,acceptable_quality,[],False,
HERTFORDSHIRE,Male,662,haberdasher,1,1861,haberdasher,75500,41025,HOSIERS HABERDASHERS,Working Proprietor (Wholesale or Retail Trade),simple,haberdasher,other,0.9,False,acceptable_quality,[],False,
HERTFORDSHIRE,Male,711,retired smith proprietor of house,1,1861,retired smith  proprietor of house,51050,51050,COFFEE AND EATING-HOUSE KEEPERS,"Working Proprietor  (Cafe, Bar and Snack Bar)",complex,retired smith proprietor of house,unemployed_seeking,0.8921210898615476,False,acceptable_quality,[],False,
HUNTINGDONSHIRE,Female,788,coal labourer wife,2,1861,agl labourer wife,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,coal labourer wife,family_dependent,0.952818742946768,False,acceptable_quality,[],False,
HUNTINGDONSHIRE,Male,192,butcher and farmer farm,1,1861,butcher and farmer  farm,95330,62990,THATCHERS (AGRICULTURE),Other Agricultural and Animal Husbandry Workers,,butcher and farmer farm,agricultural,0.7998426888431979,False,multiple_occupation_excluded_from_llm_check,[],True,
HUNTINGDONSHIRE,Male,260,draperagent,1,1861,draperagent,72400,72420,BRASS FOUNDERS,Metal Pourer,simple,draperagent,professional_clerical,0.27,True,unchanged_with_many_invalid_words,['draperagent'],False,draperagent
HUNTINGDONSHIRE,Male,464,brick maker employing men,1,1861,brick maker employing  men,89300,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),,brick maker employing men,building_construction,0.8896124589100938,False,acceptable_quality,[],False,
HUNTINGDONSHIRE,Male,795,orphan,1,1861,orphan,99999,99999,NO SPECIFIED OCCUPATION - CHILDREN,Unspecified worktitle or several titles,simple,orphan,other,0.9,False,acceptable_quality,[],False,
ISLANDS IN THE BRITISH SEAS,Male,8,captain h m indian service,1,1861,capt h m indian service,20200,20210,SENIOR OFFIALS AND OTHERS IN EAST INDIA SERVICE,Government Administrator,,capt h m indian service,other,0.27,True,unchanged_with_many_invalid_words,"['capt', 'h', 'm']",False,capt h m indian service
ISLANDS IN THE BRITISH SEAS,Male,19,retired commissary general army,1,1861,retired commissary general army,58420,58320,ARMY OFFICERS (RETIRED),Officer,,retired commissary general army,unemployed_seeking,0.9,False,acceptable_quality,[],False,
ISLANDS IN THE BRITISH SEAS,Male,180,late tide survey on superanate on list farming,1,1861,late tide survey on superanate on list farming,62460,62460,"AGRICULTURAL LABOURER, FARM SERVANT--DISTINGUISHED AS IN CHARGE OF HORSES",Horse Worker,,late tide survey on superanate on list farming,unemployed_seeking,0.7200000000000001,False,unchanged_with_few_invalid_words,['superanate'],False,
ISLANDS IN THE BRITISH SEAS,Male,409,master carpenter employing men and,1,1861,master carpenter employing  men and  boy,95410,95410,"CARPENTER, JOINER","Carpenter, General",,master carpenter employing men and,building_construction,0.7358127759317025,False,multiple_occupation_excluded_from_llm_check,[],True,
ISLANDS IN THE BRITISH SEAS,Male,543,librarian,1,1861,librarian,21194,21110,"PUBLISHERS, BOOKSELLERS AND LIBRARIANS (EXCEPT PUBLIC LIBRARIANS)",General Manager,,librarian,other,0.9,False,acceptable_quality,[],False,
KENT,Male,181,agricultural labourer,1826,1861,farm labourer,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,agricultural labourer,agricultural,0.5150268445088766,False,acceptable_quality,[],False,
KENT,Male,180,farm worker,33,1861,farm waggoner,62460,62460,"AGRICULTURAL LABOURER, FARM SERVANT--DISTINGUISHED AS IN CHARGE OF HORSES",Horse Worker,,farm worker,agricultural,0.6618039490758677,False,acceptable_quality,[],False,
KENT,Male,409,apprentice carpenter,20,1861,apprentice carpenter,95410,95420,"CARPENTER, JOINER",Construction Joiner,,apprentice carpenter,building_construction,0.9,False,acceptable_quality,[],False,
KENT,Female,84,servant,15,1861,servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant,agricultural,0.9,False,acceptable_quality,[],False,
KENT,Female,105,launder,13,1861,launder,56000,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",simple,launder,other,0.9,False,acceptable_quality,[],False,
KENT,Female,650,milliner,6,1861,miliner,79320,79310,MILLINERS (NOT RETAIL - WORKSHOP/FACTORY),"Hat Maker, General",simple,milliner,clothing_footwear,1.0,False,acceptable_quality,[],False,
KENT,Male,417,apprentice plasterer,3,1861,plasterer apprentice,95140,95510,PLASTERER,"Plaster, General",,apprentice plasterer,building_construction,0.8496787601654118,False,acceptable_quality,[],False,
KENT,Female,791,visiting,2,1861,visiting,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,visiting,other,0.9,False,acceptable_quality,[],False,
KENT,Male,17,cn sergeant in the army,2,1861,cn sergeant in the army,58420,58320,ARMY OFFICERS (EFFECTIVE),Officer,,cn sergeant in the army,public_service,0.7200000000000001,False,unchanged_with_few_invalid_words,['cn'],False,
KENT,Male,141,grocer carrier,2,1861,grocer  carrier,98550,98620,CARMEN CARRIERS CARTERS AND DRAYMEN,Animal-Drawn Vehicle Driver (Road),,grocer carrier,food_drink,0.8815231147896843,False,acceptable_quality,[],False,
KENT,Male,173,farmer of acres employing man,2,1861,farmer of  acres employing  man,61110,61110,"FARMER, GRAZIER",General Farmer,,farmer of acres employing man,agricultural,0.8821548176886764,False,acceptable_quality,[],False,
KENT,Female,108,house servant,1,1861,houseser,54010,54010,SERVANTS - UNDEFINED (NON-RESIDENT),"Domestic Servant, General",,house servant,domestic_service,0.7821274282692877,False,acceptable_quality,[],False,
KENT,Female,772,miller wife,1,1861,wife of miller,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,miller wife,family_dependent,0.7140273688035458,False,acceptable_quality,[],False,
KENT,Female,788,blacksmith wife,1,1861,labrs wife,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,labrs wife,family_dependent,0.54,True,unchanged_with_some_invalid_words,['labrs'],False,labrs wife
KENT,Female,789,formerly publican wife,1,1861,formerly publican wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,formerly publican wife,family_dependent,0.9,False,acceptable_quality,[],False,
KENT,Male,27,marine,1,1861,m k c s ed l a c,58420,58340,MEN OF THE MARINES,Other Military Ranks,,m k c s ed l a c,other,0.27,True,unchanged_with_many_invalid_words,"['m', 'k', 'c', 's', 'l', 'a', 'c']",False,m k c s ed l a c
KENT,Male,173,boy farm of acres employing labourer and,1,1861,farm of  acres employing  labourers and  boy,61110,61110,"FARMER, GRAZIER",General Farmer,,boy farm of acres employing labourer and,general_labour,0.7112724611880451,False,multiple_occupation_excluded_from_llm_check,[],True,
KENT,Male,175,farmer son,1,1861,farm son,62113,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer son,family_dependent,0.7029304110707012,False,acceptable_quality,[],False,
KENT,Male,409,apprentice carpenter and painter,1,1861,carpenter and painter apprentice,95410,95420,"CARPENTER, JOINER",Construction Joiner,,apprentice carpenter and painter,building_construction,0.781235237839389,False,multiple_occupation_excluded_from_llm_check,[],True,
KENT,Male,442,grocer shop maker,1,1861,grocer shop maker,83890,87310,HOUSE & SHOP FITTINGS MAKERS,"Sheet-Metal Worker, General",,grocer shop maker,food_drink,0.9,False,acceptable_quality,[],False,
KENT,Male,464,brick maker,1,1861,brick making,89300,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),moderate,brick maker,building_construction,0.6881641542170612,False,acceptable_quality,[],False,
KENT,Male,512,retired brush maker,1,1861,retired brush maker,94290,94240,BRUSH AND BROOM MAKERS,Broom Maker (Hand),moderate,retired brush maker,unemployed_seeking,0.9,False,acceptable_quality,[],False,
KENT,Male,543,tea dealer and book seller,1,1861,tea dealer and book seller,21194,19120,"PUBLISHERS, BOOKSELLERS AND LIBRARIANS (EXCEPT PUBLIC LIBRARIANS)",Librarian,complex,tea dealer and book seller,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,
KENT,Male,663,boot and shoe maker,1,1861,book  shoe maker,80100,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",,boot and shoe maker,clothing_footwear,0.727227970689519,False,acceptable_quality,[],False,
KENT,Male,663,boot maker employ man,1,1861,boot maker employ  man,80100,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",complex,boot maker employ man,clothing_footwear,0.8876456332197843,False,acceptable_quality,[],False,
KENT,Male,663,boot shoe maker inspector of weights measur,1,1861,boot  shoe maker  inspector of weights  measur,80100,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",,boot shoe maker inspector of weights measur,clothing_footwear,0.8819491051231323,False,acceptable_quality,[],False,
KENT,Male,663,shoe,1,1861,shoe,80100,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",simple,shoe,clothing_footwear,0.9,False,acceptable_quality,[],False,
KENT,Male,775,pensioner shipwright,1,1861,pensioner dock shipwright,99999,99999,"PENSIONERS, SUPERANNUATED",Unspecified worktitle or several titles,,pensioner shipwright,unemployed_seeking,0.7277160124998571,False,acceptable_quality,[],False,
KENT,Male,999,marone enfmark,1,1861,marone enfmark,-1,0,,,,marone enfmark,other,0.27,True,unchanged_with_many_invalid_words,"['marone', 'enfmark']",False,marone enfmark
LANCASHIRE,Female,76,musician,37,1861,musician,17120,17140,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Instrumentalist,simple,musician,personal_service,0.9,False,acceptable_quality,[],False,
LANCASHIRE,Male,262,smith labourer,19,1861,smith labourer,83120,83110,BLACKSMITHS,"Blacksmith, General",,smith labourer,general_labour,0.9,False,acceptable_quality,[],False,
LANCASHIRE,Female,421,house painter,18,1861,house painter,93120,93120,"PAINTERS, DISTEMPERERS & DECORATORS",Building Painter,,house painter,building_construction,0.9,False,acceptable_quality,[],False,
LANCASHIRE,Male,203,worker coal,15,1861,coal worker,71190,71190,MINE SERVICE OTHERS (COAL),Other Miners and Quarrymen,,worker coal,other,0.8553577379923121,False,acceptable_quality,[],False,
LANCASHIRE,Male,551,cotton power loom,15,1861,cotton power loom,75400,75432,COTTON & COTTON GOODS MANUFACTURE WEAVING PROCESSES,Cloth Weaver (Hand or Machine),,cotton power loom,other,0.9,False,acceptable_quality,[],False,
LANCASHIRE,Male,765,out door labourer,15,1861,out door lab,99130,99910,GENERAL LABOURERS,Labourer,,out door labourer,general_labour,0.719408730356576,False,acceptable_quality,[],False,
LANCASHIRE,Male,480,labourer chemical works,14,1861,lab chemical works,1100,1190,MANUFACTURING CHEMIST,Other Chemists,,labourer chemical works,general_labour,0.7475232058275046,False,acceptable_quality,[],False,
LANCASHIRE,Male,157,mariner ordinary,9,1861,mariner ordinary,4250,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",,mariner ordinary,other,0.9,False,acceptable_quality,[],False,
LANCASHIRE,Male,117,land agent surveyor,4,1861,land agent  surveyor,44330,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,moderate,land agent surveyor,professional_clerical,0.8863536931800144,False,acceptable_quality,[],False,
LANCASHIRE,Male,160,officer,3,1861,officer,98120,98100,BOATMEN ON SEAS (SEAMEN GENERAL),"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",simple,officer,transport_communication,0.9,False,acceptable_quality,[],False,
LANCASHIRE,Male,289,machinist,3,1861,machine,83830,83220,TOOLMAKERS (AGRICULTURAL MACHINE AND IMPLEMENT MAKING),Tool and Die Maker,,machinist,metalwork_engineering,0.7165258089068093,False,acceptable_quality,[],False,
LANCASHIRE,Male,290,apprentice boot maker,3,1861,apprentice tool maker,83210,83220,TOOLMAKERS,Tool and Die Maker,,apprentice boot maker,clothing_footwear,0.776522896291279,False,acceptable_quality,[],False,
LANCASHIRE,Male,428,dutch workman,3,1861,dutch workman,21220,21240,CONTRACTORS: PUBLIC WORKS: SEWER DRAINAGE DOCK HARBOUR CANAL,Contractor,moderate,dutch workman,other,0.9,False,acceptable_quality,[],False,
LANCASHIRE,Female,685,assistant in the,2,1861,assistant in the,41010,77940,FISHMONGERS,Fish Butcher,,assistant in the,other,0.9,False,acceptable_quality,[],False,
LANCASHIRE,Male,2,clerk in shipwright broker office,2,1861,clerk in ship broker office,37020,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,clerk in shipwright broker office,professional_clerical,0.7591081020464402,False,acceptable_quality,[],False,
LANCASHIRE,Male,33,methodist minister,2,1861,methodist minister,14120,14120,"MINISTER, PRIEST, OF OTHER RELIGIOUS BODIES",Minister of Religion,moderate,methodist minister,other,0.9,False,acceptable_quality,[],False,
