Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,all_predicted_hisco,prediction_count,prediction_details
1861,STAFFORDSHIRE,Male,victualler and small farmer,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,victualler and small farmer,agricultural,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[51020, np.float32(0.8530134), 'Working Proprietor (Hotel and Restaurant)']]; [[61110, np.float32(0.91808945), 'General Farmer']]",2,"[{'hisco': ""[[51020, np.float32(0.8530134), 'Working Proprietor (Hotel and Restaurant)']]"", 'split_index': 0, 'occupation': 'victualler'}, {'hisco': ""[[61110, np.float32(0.91808945), 'General Farmer']]"", 'split_index': 1, 'occupation': 'small farmer'}]"
1861,STAFFORDSHIRE,Male,grocer and gardeners son,791,99999,2,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,grocer and gardener son,family_dependent,0.7380880496149167,False,multiple_occupation_excluded_from_llm_check,[],True,"[]; [[14120, np.float32(0.23834991), 'Minister of Religion'], [64990, np.float32(0.9159868), 'Other Fishermen, Hunters and Related Workers']]",2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'grocer'}, {'hisco': ""[[14120, np.float32(0.23834991), 'Minister of Religion'], [64990, np.float32(0.9159868), 'Other Fishermen, Hunters and Related Workers']]"", 'split_index': 1, 'occupation': 'gardeners son'}]"
1861,STAFFORDSHIRE,Male,japanner employs  men and  females,742,93330,1,93920,JAPANNERS,BrushPainter (except Construction),,japanner employs men and females,other,0.7954333693723683,False,multiple_occupation_excluded_from_llm_check,[],True,"[[94990, np.float32(0.47417182), 'Other Production and Related Workers Not Elsewhere Classified']]; [[54090, np.float32(0.76199263), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.38414514), 'Other Production and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[94990, np.float32(0.47417182), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'japanner employs men'}, {'hisco': ""[[54090, np.float32(0.76199263), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.38414514), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'females'}]"
1861,CARDIGANSHIRE,Male,linen and woollen draper master,655,41010,1,41025,CLOTHIERS & OUTFITTERS (IE DEALERS AND MERCHANTS),Working Proprietor (Wholesale or Retail Trade),,master linen and woollen draper,retail_trade,0.7920633718083228,False,multiple_occupation_excluded_from_llm_check,[],True,"[[75600, np.float32(0.9771304), 'Bleachers, Dyers and Textile Product Finishers']]; [[75000, np.float32(0.2526676), 'Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown'], [75200, np.float32(0.6384406), 'Spinners and Winders']]",2,"[{'hisco': ""[[75600, np.float32(0.9771304), 'Bleachers, Dyers and Textile Product Finishers']]"", 'split_index': 0, 'occupation': 'linen'}, {'hisco': ""[[75000, np.float32(0.2526676), 'Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown'], [75200, np.float32(0.6384406), 'Spinners and Winders']]"", 'split_index': 1, 'occupation': 'woollen draper master'}]"
1861,LINCOLNSHIRE,Male,miller master employing  man and farmer,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,master miller employing man and farmer,agricultural,0.7915705738105752,False,multiple_occupation_excluded_from_llm_check,[],True,"[]; [[61110, np.float32(0.7987661), 'General Farmer']]",2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'miller master man'}, {'hisco': ""[[61110, np.float32(0.7987661), 'General Farmer']]"", 'split_index': 1, 'occupation': 'farmer'}]"
1861,OXFORDSHIRE,Male,farmer of  acres employing  man and  boy,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,boy farmer of acres employing man and,agricultural,0.7858486308608031,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.99417144), 'General Farmer']]; [[54090, np.float32(0.630972), 'Other Maids and Related Housekeeping Service Workers'], [59990, np.float32(0.34573486), 'Other Service Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[61110, np.float32(0.99417144), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farmer of acres man'}, {'hisco': ""[[54090, np.float32(0.630972), 'Other Maids and Related Housekeeping Service Workers'], [59990, np.float32(0.34573486), 'Other Service Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'boy'}]"
1861,CUMBERLAND,Male,maker and parish clerk,37,55100,1,31090,"CHURCH, CHAPEL, CEMETERY--OFFICER, ETC.",Government Executive Officials Not Elsewhere Classified,,maker and parish clerk,professional_clerical,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[80390, np.float32(0.7557027), 'Other Leather Goods Makers']]; [[31000, np.float32(0.38258204), 'Government Executive Official, Specialisation Unknown'], [39990, np.float32(0.81385636), 'Other Clerks']]",2,"[{'hisco': ""[[80390, np.float32(0.7557027), 'Other Leather Goods Makers']]"", 'split_index': 0, 'occupation': 'maker'}, {'hisco': ""[[31000, np.float32(0.38258204), 'Government Executive Official, Specialisation Unknown'], [39990, np.float32(0.81385636), 'Other Clerks']]"", 'split_index': 1, 'occupation': 'parish clerk'}]"
1861,HUNTINGDONSHIRE,Male,butcher and farmer  farm,192,95330,1,62990,THATCHERS (AGRICULTURE),Other Agricultural and Animal Husbandry Workers,,butcher and farmer farm,agricultural,0.7998426888431979,False,multiple_occupation_excluded_from_llm_check,[],True,"[[77310, np.float32(0.6338482), 'Butcher, General']]; [[61110, np.float32(0.4658072), 'General Farmer'], [62460, np.float32(0.59440386), 'Horse Worker']]",2,"[{'hisco': ""[[77310, np.float32(0.6338482), 'Butcher, General']]"", 'split_index': 0, 'occupation': 'butcher'}, {'hisco': ""[[61110, np.float32(0.4658072), 'General Farmer'], [62460, np.float32(0.59440386), 'Horse Worker']]"", 'split_index': 1, 'occupation': 'farmer farm'}]"
1861,KENT,Male,carpenter and painter apprentice,409,95410,1,95420,"CARPENTER, JOINER",Construction Joiner,,apprentice carpenter and painter,building_construction,0.781235237839389,False,multiple_occupation_excluded_from_llm_check,[],True,"[[7110, np.float32(0.22138405), 'Professional Nurse, General']]; [[93120, np.float32(0.85298), 'Building Painter']]",2,"[{'hisco': ""[[7110, np.float32(0.22138405), 'Professional Nurse, General']]"", 'split_index': 0, 'occupation': 'carpenter'}, {'hisco': ""[[93120, np.float32(0.85298), 'Building Painter']]"", 'split_index': 1, 'occupation': 'painter apprentice'}]"
1861,KENT,Male,tea dealer and book seller,543,21194,1,19120,"PUBLISHERS, BOOKSELLERS AND LIBRARIANS (EXCEPT PUBLIC LIBRARIANS)",Librarian,complex,tea dealer and book seller,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61220, np.float32(0.7321439), 'Field Crop Farmer']]; [[94990, np.float32(0.27817369), 'Other Production and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[61220, np.float32(0.7321439), 'Field Crop Farmer']]"", 'split_index': 0, 'occupation': 'tea dealer'}, {'hisco': ""[[94990, np.float32(0.27817369), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'book seller'}]"
1861,KENT,Male,farm of  acres employing  labourers and  boy,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,boy farm of acres employing labourer and,general_labour,0.7112724611880451,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.9448667), 'General Farmer']]; [[54090, np.float32(0.3774038), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[61110, np.float32(0.9448667), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farm of acres labourers'}, {'hisco': ""[[54090, np.float32(0.3774038), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'boy'}]"
1861,SOMERSET,Male,farmer of  acres employ  labourers and  boy,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,boy farmer of acres employ labourer and,agricultural,0.7093779410633239,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.99084926), 'General Farmer']]; [[37040, np.float32(0.37836424), 'Messenger']]",2,"[{'hisco': ""[[61110, np.float32(0.99084926), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farmer of acres employ labourers'}, {'hisco': ""[[37040, np.float32(0.37836424), 'Messenger']]"", 'split_index': 1, 'occupation': 'boy'}]"
1861,HAMPSHIRE,Male,surveyor builder and brick late forpottery,117,44330,1,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,,late surveyor builder and brick forpottery,unemployed_seeking,0.8009378191459257,False,multiple_occupation_excluded_from_llm_check,['forpottery'],True,"[[3010, np.float32(0.930783), 'Surveyor, General']]; [[98590, np.float32(0.25328365), 'Other MotorVehicle Drivers']]",2,"[{'hisco': ""[[3010, np.float32(0.930783), 'Surveyor, General']]"", 'split_index': 0, 'occupation': 'surveyor builder'}, {'hisco': ""[[98590, np.float32(0.25328365), 'Other MotorVehicle Drivers']]"", 'split_index': 1, 'occupation': 'brick forpottery'}]"
1861,WORCESTERSHIRE,Male,retired officer of army and assistant of volu,12,31090,1,20210,POOR LAW SERVICE,Government Administrator,complex,assistant officer of army and of volu,unemployed_seeking,0.7179103702894506,False,multiple_occupation_excluded_from_llm_check,['volu'],True,"[[14130, np.float32(0.6835912), 'Missionary']]; [[31090, np.float32(0.5478962), 'Government Executive Officials Not Elsewhere Classified'], [54090, np.float32(0.23055959), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[14130, np.float32(0.6835912), 'Missionary']]"", 'split_index': 0, 'occupation': 'officer of army'}, {'hisco': ""[[31090, np.float32(0.5478962), 'Government Executive Officials Not Elsewhere Classified'], [54090, np.float32(0.23055959), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'assistant of volu'}]"
1861,NORTHAMPTONSHIRE,Male,farmer of  acres employing  mens and  boys,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,farmer of acres employing mens and boys,agricultural,0.792103772460128,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.949026), 'General Farmer']]; [[54090, np.float32(0.5117449), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[61110, np.float32(0.949026), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farmer of acres mens'}, {'hisco': ""[[54090, np.float32(0.5117449), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'boys'}]"
1861,MIDDLESEX,Male,carpenter and sexton,409,95410,1,95420,"CARPENTER, JOINER",Construction Joiner,,carpenter and sexton,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[54090, np.float32(0.76302755), 'Other Maids and Related Housekeeping Service Workers']]; [[55130, np.float32(0.70383334), 'Janitor']]",2,"[{'hisco': ""[[54090, np.float32(0.76302755), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 0, 'occupation': 'carpenter'}, {'hisco': ""[[55130, np.float32(0.70383334), 'Janitor']]"", 'split_index': 1, 'occupation': 'sexton'}]"
1861,CAMBRIDGESHIRE,Male,linen and woollen draper,628,41010,1,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),complex,linen and woollen draper,retail_trade,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[75600, np.float32(0.9701818), 'Bleachers, Dyers and Textile Product Finishers']]; [[75000, np.float32(0.7665929), 'Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown']]",2,"[{'hisco': ""[[75600, np.float32(0.9701818), 'Bleachers, Dyers and Textile Product Finishers']]"", 'split_index': 0, 'occupation': 'linen'}, {'hisco': ""[[75000, np.float32(0.7665929), 'Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown']]"", 'split_index': 1, 'occupation': 'woollen draper'}]"
1861,CAMBRIDGESHIRE,Male,victualler and door builder,405,21230,1,95910,BUILDERS,"Housebuilder, General",,victualler and door builder,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[51020, np.float32(0.8941185), 'Working Proprietor (Hotel and Restaurant)']]; [[54090, np.float32(0.90501183), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[51020, np.float32(0.8941185), 'Working Proprietor (Hotel and Restaurant)']]"", 'split_index': 0, 'occupation': 'victualler'}, {'hisco': ""[[54090, np.float32(0.90501183), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'door builder'}]"
1861,MONMOUTHSHIRE,Male,printer and dyer,536,92110,1,92110,PRINTERS SO DESCRIBED,"Printer, General",,printer and dyer,crafts_trades,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[92110, np.float32(0.5998949), 'Printer, General']]; [[75600, np.float32(0.81802326), 'Bleachers, Dyers and Textile Product Finishers']]",2,"[{'hisco': ""[[92110, np.float32(0.5998949), 'Printer, General']]"", 'split_index': 0, 'occupation': 'printer'}, {'hisco': ""[[75600, np.float32(0.81802326), 'Bleachers, Dyers and Textile Product Finishers']]"", 'split_index': 1, 'occupation': 'dyer'}]"
1861,CARNARVONSHIRE,Male,farmer of  acres and joiner,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,farmer of acres and joiner,agricultural,0.8010090525713668,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.97997046), 'General Farmer']]; [[94990, np.float32(0.4065476), 'Other Production and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[61110, np.float32(0.97997046), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farmer of acres'}, {'hisco': ""[[94990, np.float32(0.4065476), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'joiner'}]"
1861,PEMBROKESHIRE,Male,mason and inn keeper,414,95110,3,95140,MASON,Stonemason (Construction),,mason and inn keeper,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[]; [[51020, np.float32(0.9625391), 'Working Proprietor (Hotel and Restaurant)']]",2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'mason'}, {'hisco': ""[[51020, np.float32(0.9625391), 'Working Proprietor (Hotel and Restaurant)']]"", 'split_index': 1, 'occupation': 'inn keeper'}]"
1861,DORSET,Male,farmer  acres employing  men and  boys,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,farmer acres employing men and boys,agricultural,0.7900800535748139,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.6317496), 'General Farmer']]; [[54090, np.float32(0.32808363), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[61110, np.float32(0.6317496), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farmer acres men'}, {'hisco': ""[[54090, np.float32(0.32808363), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'boys'}]"
1861,DURHAM,Male,innkeeper and butcher,713,51020,1,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),,innkeeper and butcher,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[51020, np.float32(0.92486644), 'Working Proprietor (Hotel and Restaurant)']]; [[77310, np.float32(0.97002417), 'Butcher, General']]",2,"[{'hisco': ""[[51020, np.float32(0.92486644), 'Working Proprietor (Hotel and Restaurant)']]"", 'split_index': 0, 'occupation': 'innkeeper'}, {'hisco': ""[[77310, np.float32(0.97002417), 'Butcher, General']]"", 'split_index': 1, 'occupation': 'butcher'}]"
1861,DURHAM,Female,nurse and housemaid,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,nurse and housemaid,domestic_service,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[7110, np.float32(0.98973477), 'Professional Nurse, General']]; [[54090, np.float32(0.93948185), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[7110, np.float32(0.98973477), 'Professional Nurse, General']]"", 'split_index': 0, 'occupation': 'nurse'}, {'hisco': ""[[54090, np.float32(0.93948185), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'housemaid'}]"
1861,SUFFOLK,Male,plumber employing  men and  boy,425,87130,1,87105,"PLUMBER, PIPE FITTER","Plumber, General",,boy plumber employing men and,building_construction,0.7861572458520075,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.8846921), 'General Farmer']]; [[54090, np.float32(0.4881184), 'Other Maids and Related Housekeeping Service Workers'], [59990, np.float32(0.29235083), 'Other Service Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[61110, np.float32(0.8846921), 'General Farmer']]"", 'split_index': 0, 'occupation': 'plumber men'}, {'hisco': ""[[54090, np.float32(0.4881184), 'Other Maids and Related Housekeeping Service Workers'], [59990, np.float32(0.29235083), 'Other Service Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'boy'}]"
1861,ESSEX,Male,farmer farming  acres employing  men and  boy,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,boy farmer farming acres employing men and,agricultural,0.7887098454081153,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.9602387), 'General Farmer']]; [[54090, np.float32(0.8326198), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[61110, np.float32(0.9602387), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farmer farming acres men'}, {'hisco': ""[[54090, np.float32(0.8326198), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'boy'}]"
1861,ESSEX,Male,collector of rates and taxes,14,31090,1,20210,"MUNICIPAL, PARISH, AND  LOCAL OR COUNTY SHERIFFS AND CLERKS",Government Administrator,complex,collector of rates and taxes,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[31090, np.float32(0.61981404), 'Government Executive Officials Not Elsewhere Classified']]; [[54090, np.float32(0.8757483), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[31090, np.float32(0.61981404), 'Government Executive Officials Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'collector of rates'}, {'hisco': ""[[54090, np.float32(0.8757483), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'taxes'}]"
1861,ESSEX,Female,wife of organ builders and tuner,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,of organ builders and tuner wife,family_dependent,0.7979334092022292,False,multiple_occupation_excluded_from_llm_check,[],True,"[[54090, np.float32(0.42385262), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.44991603), 'Other Production and Related Workers Not Elsewhere Classified']]; [[54090, np.float32(0.8468139), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[54090, np.float32(0.42385262), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.44991603), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'organ builders'}, {'hisco': ""[[54090, np.float32(0.8468139), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'tuner'}]"
1861,ESSEX,Male,bookmaker and inn carer,713,51020,1,51050,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS","Working Proprietor  (Cafe, Bar and Snack Bar)",,bookmaker and inn carer,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[54090, np.float32(0.5087253), 'Other Maids and Related Housekeeping Service Workers'], [59990, np.float32(0.5242912), 'Other Service Workers Not Elsewhere Classified']]; [[51020, np.float32(0.41354108), 'Working Proprietor (Hotel and Restaurant)'], [59990, np.float32(0.75544363), 'Other Service Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[54090, np.float32(0.5087253), 'Other Maids and Related Housekeeping Service Workers'], [59990, np.float32(0.5242912), 'Other Service Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'bookmaker'}, {'hisco': ""[[51020, np.float32(0.41354108), 'Working Proprietor (Hotel and Restaurant)'], [59990, np.float32(0.75544363), 'Other Service Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'inn carer'}]"
1861,WILTSHIRE,Male,grocer and thatcher master,192,95330,1,62990,THATCHERS (AGRICULTURE),Other Agricultural and Animal Husbandry Workers,,master grocer and thatcher,food_drink,0.7882146223350935,False,multiple_occupation_excluded_from_llm_check,[],True,[]; [],2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'grocer'}, {'hisco': '[]', 'split_index': 1, 'occupation': 'thatcher master'}]"
1861,MERIONETHSHIRE,Female,copper and miners wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,copper miner wife,family_dependent,0.578337499031092,False,multiple_occupation_excluded_from_llm_check,[],True,"[[87330, np.float32(0.7357325), 'Coppersmith']]; [[79590, np.float32(0.31295305), 'Other Sewers and Embroiderers']]",2,"[{'hisco': ""[[87330, np.float32(0.7357325), 'Coppersmith']]"", 'split_index': 0, 'occupation': 'copper'}, {'hisco': ""[[79590, np.float32(0.31295305), 'Other Sewers and Embroiderers']]"", 'split_index': 1, 'occupation': 'miners wife'}]"
1861,ISLANDS IN THE BRITISH SEAS,Male,master carpenter employing  men and  boy,409,95410,1,95410,"CARPENTER, JOINER","Carpenter, General",,master carpenter employing men and,building_construction,0.7358127759317025,False,multiple_occupation_excluded_from_llm_check,[],True,"[[94990, np.float32(0.3061179), 'Other Production and Related Workers Not Elsewhere Classified']]; [[94990, np.float32(0.9865905), 'Other Production and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[94990, np.float32(0.3061179), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'master carpenter men'}, {'hisco': ""[[94990, np.float32(0.9865905), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'boy'}]"
1861,RADNORSHIRE,Male,farming  acres employing  men and  boys,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,complex,farming acres employing men and boys,other,0.7906277163131787,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.84131), 'General Farmer']]; [[54090, np.float32(0.80375874), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[61110, np.float32(0.84131), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farming acres men'}, {'hisco': ""[[54090, np.float32(0.80375874), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'boys'}]"
